hhid,round,comment,memberid,skip_s4,s4q1,s4q1b,s4q2,s4q3a,s4q3b,s4q4,s4q4b,s4q5,s4q6,s4q7a,s4q7b,s4q8
11030,2,,1,0, Petty trading (e.g charcoal/water trading),,8,20,0, House/domestic work,,2,No,,,
11030,2,,2,0,Student,,8,12,0,Not applicable,,,No,,,
11030,2,,3,0,Student,,8,10,0,Not applicable,,,No,,,
11030,2,,4,0,Herding (household-owned) livestock,,8,9,0,Not applicable,,,No,,,
11030,2,,5,0,Student,,8,6,0,Not applicable,,,No,,,
11030,2,,6,0,Student,,8,5,0,Not applicable,,,No,,,
11030,2,,7,0, Not working: too young,,8,5,0,Not applicable,,,No,,,
11030,2,,16,0,Wage/salaried employment,,8,28,0,Not applicable,,,No,,,
11030,3,0,1,0, House/domestic work,,7,20,," Livestock production (e.g. milking, sale of",,1,No,,,
11030,3,0,2,0, Looking for job,,4,1,,Not applicable,,,Yes,1,, Looking for work
11030,3,0,3,0,Student,,7,12,,Herding (household-owned) livestock,,2,Yes,3,,Studying
11030,3,0,4,0,Herding (household-owned) livestock,,7,10,," Livestock production (e.g. milking, sale of",,2,Yes,5,, Herding (household-owned) livestock
11030,3,0,5,0,Student,,6,5,, House/domestic work,,2,No,,,
11030,3,0,6,0,Student,,7,5,, House/domestic work,,2,No,,,
11030,3,0,7,0,Herding (household-owned) livestock,,5,2,, House/domestic work,,2,Yes,8,,Visit relatives or friends (not to study)
11030,3,0,16,0,Herding (household-owned) livestock,,5,40,, House/domestic work,,1,No,,,
11030,3,0,17,0,Student,,5,1,, House/domestic work,,1,No,,,
11030,4,0,1,0, House/domestic work,,8,20,,Not applicable,,,No,,,
11030,4,0,2,0, Looking for job,,8,1,,Not applicable,,,Yes,4,, Looking for work
11030,4,0,3,0,Student,,9,10,,Herding (household-owned) livestock,,5,Yes,6,,Studying
11030,4,0,4,0,Herding (household-owned) livestock,,9,12,," Livestock production (e.g. milking, sale of",,3,No,,,
11030,4,0,5,0,Student,,9,4,, House/domestic work,,3,No,,,
11030,4,0,6,0,Student,,9,4,, House/domestic work,,2,No,,,
11030,4,0,16,0,Casual labor (e.g. herding for pay),,8,20,,Herding (household-owned) livestock,,5,No,,,
11030,4,0,17,0,Student,,8,1,, House/domestic work,,2,No,,,
11030,5,0,1,0, House/domestic work,,10,23,,Not applicable,,,No,,,
11030,5,0,2,0,Wage/salaried employment,,10,3,,Not applicable,,,Yes,7,, Farming (non-livestock)
11030,5,0,3,0,Student,,10,13,,Not applicable,,,Yes,8,, Looking for work
11030,5,0,4,0,Herding (household-owned) livestock,,10,10,,Not applicable,,,Yes,6,, Herding (household-owned) livestock
11030,5,0,5,0,Student,,8,4,, House/domestic work,,2,No,,,
11030,5,0,6,0,Herding (household-owned) livestock,,8,4,,Not applicable,,,Yes,6,, Herding (household-owned) livestock
11030,5,0,16,0,Herding (household-owned) livestock,,11,30,,Not applicable,,,Yes,4,, Herding (household-owned) livestock
11030,5,0,17,0,Student,,6,1,,Not applicable,,,No,,,
11030,6,0,1,0, House/domestic work,,7,28,,Not applicable,,,No,,,
11030,6,0,2,1,,,,,,,,,,,,
11030,6,0,3,0,Wage/salaried employment,,8,1,,Not applicable,,,Yes,7,,Wage/salaried employment
11030,6,0,4,0,Herding (household-owned) livestock,,7,13,,Not applicable,,,No,,,
11030,6,0,5,0,Student,,8,5,,Not applicable,,,No,,,
11030,6,0,6,0,Student,,5,2,,Not applicable,,,No,,,
11030,6,0,16,0,Herding (household-owned) livestock,,7,30,,Not applicable,,,No,,,
11030,6,0,17,0,Herding (household-owned) livestock,,6,3,,Not applicable,,,No,,,
11032,1,,1,0,Herding (household-owned) livestock,,,20,,Casual labor (e.g. herding for pay),,,No,0,,
11032,1,,2,0, House/domestic work,,,10,,Not applicable,,,No,0,,
11032,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11032,1,,4,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11032,2,,1,0,Herding (household-owned) livestock,,8,15,0,Casual labor (e.g. herding for pay),,2,No,,,
11032,2,,2,0, House/domestic work,,8,5,0,Not applicable,,,No,,,
11032,2,,3,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,2,,4,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,3,0,1,0,Wage/salaried employment,,8,2,, House/domestic work,,3,No,,,
11032,3,0,2,0, House/domestic work,,4,8,,Not applicable,,,No,,,
11032,3,0,3,0,Student,,4,1,, House/domestic work,,2,No,,,
11032,3,0,4,0, House/domestic work,,3,2,,Not applicable,,,No,,,
11032,3,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,4,0,1,0,Wage/salaried employment,,8,2,, House/domestic work,,6,No,,,
11032,4,0,2,0, House/domestic work,,8,7,,Herding (household-owned) livestock,,5,No,,,
11032,4,0,3,0,Student,,6,1,, House/domestic work,,4,No,,,
11032,4,0,4,0,Student,,6,1,, House/domestic work,,4,No,,,
11032,4,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,5,0,1,0,Casual labor (e.g. herding for pay),,8,10,, Petty trading (e.g charcoal/water trading),,2,Yes,1,, Herding (household-owned) livestock
11032,5,0,2,0, House/domestic work,,8,10,,Not applicable,,,No,,,
11032,5,0,3,0,Student,,6,1,,Not applicable,,,No,,,
11032,5,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,5,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,5,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,6,0,1,0,Casual labor (e.g. herding for pay),,13,5,,Not applicable,,,No,,,
11032,6,0,2,0, House/domestic work,,8,6,, Petty trading (e.g charcoal/water trading),,3,No,,,
11032,6,0,3,0,Student,,7,2,, House/domestic work,,2,Yes,3,,Studying
11032,6,0,4,0,Student,,6,1,, House/domestic work,,1,No,,,
11032,6,1,5,0,Student,,5,1,,Not applicable,,,No,,,
11032,6,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
11032,6,0,7,0,working for other households,,10,2,," Livestock production (e.g. milking, sale of",,2,Yes,4,, Herding (household-owned) livestock
11033,1,,1,0,Herding (household-owned) livestock,,,30,,Not applicable,,,No,0,,
11033,1,,2,0, House/domestic work,,,10,,Not applicable,,,No,0,,
11033,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11033,2,,1,0,Herding (household-owned) livestock,,8,30,0,Not applicable,,,No,,,
11033,2,,2,0, House/domestic work,,8,10,0,Not applicable,,,No,,,
11033,2,,3,0, Not working: too young,,,,,Not applicable,,,No,,,
11033,2,,21,0, Not working: too young,,,,,Not applicable,,,No,,,
11033,3,0,1,0, Looking for job,,8,2,,Not applicable,,,No,,,
11033,3,0,2,0, House/domestic work,,6,10,,Not applicable,,,No,,,
11033,3,0,3,0,Student,,6,2,,Not applicable,,,No,,,
11033,3,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
11033,4,0,1,0,Not working: too old,,,2,,Not applicable,,,No,,,
11033,4,0,2,0, House/domestic work,,8,20,,Not applicable,,,No,,,
11033,4,0,3,0,Student,,1,1,,Not applicable,,,No,,,
11033,4,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
11033,5,0,1,0,Casual labor (e.g. herding for pay),,8,10,, House/domestic work,,6,No,,,
11033,5,0,2,0, House/domestic work,,8,20,,Not applicable,,,No,,,
11033,5,0,3,0,Student,,6,1,, House/domestic work,,4,No,,,
11033,5,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
11034,1,,1,0,Herding (household-owned) livestock,,,20,, Petty trading (e.g charcoal/water trading),,,No,0,,
11034,1,,2,0,Student,,,5,,Not applicable,,,No,0,,
11034,1,,3,0,Student,,,4,,Not applicable,,,No,0,,
11034,2,,1,0, House/domestic work,,8,26,0,Not applicable,,,No,,,
11034,2,,2,0,Student,,8,4,0,Not applicable,,,No,,,
11034,2,,3,0,Student,,8,2,0,Not applicable,,,No,,,
11034,3,0,1,0, House/domestic work,,12,23,,Not applicable,,,No,,,
11034,3,0,2,0,Student,,8,5,, House/domestic work,,4,No,,,
11034,3,0,3,0,Student,,8,5,, House/domestic work,,4,No,,,
11034,4,0,1,0, Petty trading (e.g charcoal/water trading),,7,20,, House/domestic work,,4,No,,,
11034,4,0,2,0,Student,,8,7,, House/domestic work,,4,No,,,
11034,4,0,3,0,Student,,8,7,, House/domestic work,,3,No,,,
11034,5,0,1,0, Petty trading (e.g charcoal/water trading),,8,6,, House/domestic work,,2,No,,,
11034,5,0,2,0,Student,,8,7,, House/domestic work,,2,No,,,
11034,5,0,3,0,Student,,8,7,, House/domestic work,,3,No,,,
11034,6,0,1,0,Shop/business owner,,10,1,, House/domestic work,,2,No,,,
11034,6,0,2,0,Student,,14,12,, House/domestic work,,4,Yes,6,,Studying
11034,6,0,3,0,Student,,12,10,, House/domestic work,,3,Yes,7,,Studying
11034,6,0,4,0,Student,,10,2,, House/domestic work,,2,No,,,
11034,6,0,5,0,Student,,10,2,, House/domestic work,,4,No,,,
11035,1,,1,0,Not working: too old,,,40,,Not applicable,,,No,0,,
11035,1,,2,0,Herding (household-owned) livestock,,,35,,Not applicable,,,No,0,,
11035,1,,3,0,Student,,,20,,Not applicable,,,No,0,,
11035,1,,4,0, Looking for job,,,16,,Not applicable,,,No,0,,
11035,1,,5,0,Student,,,4,,Not applicable,,,No,0,,
11035,1,,6,0,Student,,,2,,Not applicable,,,No,0,,
11035,2,,1,0,Not working: too old,,8,65,0,Not applicable,,,No,,,
11035,2,,2,0, House/domestic work,,8,35,0,Not applicable,,,No,,,
11035,2,,3,0,Student,,8,10,0,Not applicable,,,No,,,
11035,2,,4,0,Herding (household-owned) livestock,,8,9,0,Not applicable,,,No,,,
11035,2,,5,0,Student,,8,2,0,Not applicable,,,No,,,
11035,2,,6,0,Student,,8,1,0,Not applicable,,,No,,,
11035,3,0,1,0,Not working: too old,,,5,,Not applicable,,,No,,,
11035,3,0,2,0, House/domestic work,,4,18,," Livestock production (e.g. milking, sale of",,4,No,,,
11035,3,0,3,0,Student,,5,6,, House/domestic work,,4,No,,,
11035,3,0,4,0,Student,,6,8,, House/domestic work,,5,No,,,
11035,3,0,5,0,Student,,8,4,, House/domestic work,,4,No,,,
11035,3,0,6,0,Student,,8,4,, House/domestic work,,4,No,,,
11035,4,0,1,0, House/domestic work,,6,30,,Not working: too old,,.b,No,,,
11035,4,0,2,0, House/domestic work,,8,30,,Not working: too old,,.b,No,,,
11035,4,0,3,0, Looking for job,,8,3,, House/domestic work,,6,Yes,6,, Looking for work
11035,4,0,4,0,Student,,8,12,, House/domestic work,,4,Yes,4,,Studying
11035,4,0,5,0,Student,,8,4,, House/domestic work,,6,No,,,
11035,4,0,6,0,Student,,8,5,, House/domestic work,,4,No,,,
11035,5,0,1,0,Not working: too old,,,6,,Not applicable,,,No,,,
11035,5,0,2,0, House/domestic work,,8,50,,Not applicable,,,No,,,
11035,5,0,3,0,Wage/salaried employment,,8,2,,Not applicable,,,Yes,6,,Wage/salaried employment
11035,5,0,4,0,Unpaid work in family's shop/business,,6,1,, Looking for job,,1,No,,,
11035,5,0,5,0,Student,,8,4,, House/domestic work,,1,No,,,
11035,5,0,6,0,Student,,8,4,,Not applicable,,,No,,,
11035,5,0,7,0, House/domestic work,,6,20,,Not applicable,,,No,,,
11035,5,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
11035,5,0,9,0, Not working: too young,,,,,Not applicable,,,No,,,
11035,5,0,10,0, Not working: too young,,,,,Not applicable,,,No,,,
11035,6,0,1,1,,,,,,,,,,,,
11035,6,0,2,0, House/domestic work,,9,30,, Petty trading (e.g charcoal/water trading),,3,No,,,
11035,6,0,3,1,,,,,,,,,,,,
11035,6,0,4,0,Other (specify),"INVOLVED IN COMMUNITY WORK,EDUCATING YOUTH.",7,4,,Herding (household-owned) livestock,,2,No,,,
11035,6,0,5,0,Student,,9,8,, House/domestic work,,3,Yes,8,,Studying
11035,6,0,6,0,Student,,9,8,, House/domestic work,,3,No,,,
11035,6,0,7,0, Petty trading (e.g charcoal/water trading),,9,7,, House/domestic work,,3,No,,,
11035,6,0,8,0,Student,,9,1,, House/domestic work,,3,No,,,
11035,6,0,9,0,Student,,7,0,10, Not working: too young,,,No,,,
11035,6,0,10,0, Not working: too young,,,,,Not working: unable,,,No,,,
11036,1,,1,0,Not working: unable,,,10,,Not applicable,,,No,0,,
11036,1,,2,0,Shop/business owner,,,20,,Not applicable,,,No,0,,
11036,1,,3,0,Student,,,8,,Not applicable,,,No,0,,
11036,1,,4,0,Student,,,4,,Not applicable,,,No,0,,
11036,1,,5,0,Student,,,2,,Not applicable,,,No,0,,
11036,2,,1,0,Not working: unable,,,.b,,Not applicable,,,No,,,
11036,2,,2,0, House/domestic work,,8,35,0, Petty trading (e.g charcoal/water trading),,3,No,,,
11036,2,,3,0,Student,,8,5,0,Not applicable,,,No,,,
11036,2,,4,0,Student,,8,2,0,Not applicable,,,No,,,
11036,2,,5,0,Student,,8,1,0,Not applicable,,,No,,,
11036,3,0,1,0,Not working: too old,,,2,,Not applicable,,,No,,,
11036,3,0,2,0, House/domestic work,,7,30,,Not applicable,,,No,,,
11036,3,0,3,0,Student,,8,8,,Not applicable,,,No,,,
11036,3,0,4,0,Student,,8,6,,Not applicable,,,No,,,
11036,3,0,5,0,Student,,8,4,,Not applicable,,,No,,,
11036,4,0,1,0,Not working: too old,,,6,,Not applicable,,,No,,,
11036,4,0,2,0, House/domestic work,,6,25,,Not applicable,,,No,,,
11036,4,0,3,0,Student,,8,11,,Herding (household-owned) livestock,,4,Yes,3,,Studying
11036,4,0,4,0,Student,,8,5,, House/domestic work,,3,No,,,
11036,4,0,5,0,Student,,8,4,, House/domestic work,,3,No,,,
11036,4,0,6,0, House/domestic work,,8,0,3,Not applicable,,,No,,,
11036,4,0,7,0,Student,,8,6,, House/domestic work,,2,No,,,
11036,4,0,8,0,Student,,8,5,, House/domestic work,,2,No,,,
11036,4,0,9,0,Student,,8,7,, House/domestic work,,3,No,,,
11036,5,0,1,0, House/domestic work,,8,50,,Not applicable,,,No,,,
11036,5,0,2,0, House/domestic work,,8,40,,Not applicable,,,No,,,
11036,5,0,3,0,Student,,8,10,, House/domestic work,,6,Yes,9,,Studying
11036,5,0,4,0,Student,,8,8,, House/domestic work,,6,No,,,
11036,5,0,5,0,Student,,8,6,, House/domestic work,,6,No,,,
11036,5,0,6,0, House/domestic work,,8,4,,Not applicable,,,No,,,
11036,5,0,7,0,Student,,8,7,, House/domestic work,,6,No,,,
11036,5,0,8,0,Student,,8,6,, House/domestic work,,6,No,,,
11036,5,0,9,0,Student,,8,5,, House/domestic work,,6,No,,,
11036,5,0,10,0,Student,,8,6,, House/domestic work,,6,No,,,
11036,6,0,1,0,Not working: too old,,,20,,Not applicable,,,No,,,
11036,6,0,2,1,,,,,,,,,,,,
11036,6,0,3,0,Student,,12,14,,Not applicable,,,Yes,1,,Studying
11036,6,0,4,0,Student,,9,9,, House/domestic work,,4,No,,,
11036,6,0,5,0,Student,,12,6,,Not applicable,,,Yes,4,,Studying
11036,6,0,6,0,Student,,5,2,, Not working: too young,,,No,,,
11036,6,0,7,0,Student,,9,8,, House/domestic work,,4,Yes,6,,Studying
11036,6,0,8,0,Student,,9,8,, House/domestic work,,3,No,,,
11036,6,0,9,0,Student,,9,9,, House/domestic work,,4,No,,,
11036,6,0,10,0,Student,,9,9,, House/domestic work,,3,No,,,
11037,1,,1,0,Herding (household-owned) livestock,,,10,,Herding (household-owned) livestock,,,No,0,,
11037,1,,2,0, House/domestic work,,,10,,Not applicable,,,No,0,,
11037,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11037,1,,4,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11037,2,,1,0,Herding (household-owned) livestock,,8,15,0,Not applicable,,,No,,,
11037,2,,2,0, House/domestic work,,8,10,0,Not applicable,,,No,,,
11037,3,0,1,0,Herding (household-owned) livestock,,8,15,," Livestock production (e.g. milking, sale of",,4,Yes,5,, Herding (household-owned) livestock
11037,3,0,2,0, House/domestic work,,5,10,," Livestock production (e.g. milking, sale of",,4,No,,,
11037,3,0,3,0,Herding (household-owned) livestock,,4,2,, House/domestic work,,3,No,,,
11037,3,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
11037,3,0,5,0,Herding (household-owned) livestock,,4,4,, House/domestic work,,3,No,,,
11038,1,,1,0, House/domestic work,,,30,,Not applicable,,,No,0,,
11038,1,,2,0,Herding (household-owned) livestock,,,10,,Not applicable,,,No,0,,
11038,1,,3,0,Herding (household-owned) livestock,,,9,,Not applicable,,,No,0,,
11038,1,,4,0,Herding (household-owned) livestock,,,5,,Not applicable,,,No,0,,
11038,1,,5,0,Herding (household-owned) livestock,,,2,,Not applicable,,,No,0,,
11038,2,,1,0, House/domestic work,,8,30,0,Not applicable,,,No,,,
11038,2,,2,0,Herding (household-owned) livestock,,8,9,0,Not applicable,,,No,,,
11038,2,,3,0,Herding (household-owned) livestock,,8,6,0,Not applicable,,,No,,,
11038,2,,4,0,Herding (household-owned) livestock,,8,4,0,Not applicable,,,No,,,
11038,2,,5,0,Herding (household-owned) livestock,,8,2,0,Not applicable,,,No,,,
11038,3,0,1,0, House/domestic work,,5,15,," Livestock production (e.g. milking, sale of",,4,No,,,
11038,3,0,2,0,Herding (household-owned) livestock,,8,10,," Livestock production (e.g. milking, sale of",,5,Yes,5,, Herding (household-owned) livestock
11038,3,0,3,0,Herding (household-owned) livestock,,6,8,," Livestock production (e.g. milking, sale of",,5,No,,,
11038,3,0,4,0,Herding (household-owned) livestock,,8,7,," Livestock production (e.g. milking, sale of",,6,No,,,
11038,3,0,5,0,Herding (household-owned) livestock,,9,6,," Livestock production (e.g. milking, sale of",,5,Yes,3,, Herding (household-owned) livestock
11038,4,0,1,0, House/domestic work,,8,20,,Herding (household-owned) livestock,,6,No,,,
11038,4,0,2,0,Herding (household-owned) livestock,,8,10,, House/domestic work,,4,Yes,4,, Herding (household-owned) livestock
11038,4,0,3,0,Herding (household-owned) livestock,,8,7,, House/domestic work,,4,No,,,
11038,4,0,4,0,Herding (household-owned) livestock,,8,5,, House/domestic work,,4,No,,,
11038,4,0,5,0,Student,,6,1,, House/domestic work,,4,No,,,
11038,5,0,1,0, House/domestic work,,8,20,," Livestock production (e.g. milking, sale of",,4,Yes,0,2,Visit relatives or friends (not to study)
11038,5,0,2,0,Herding (household-owned) livestock,,8,12,," Livestock production (e.g. milking, sale of",,4,Yes,3,, Herding (household-owned) livestock
11038,5,0,3,0, House/domestic work,,6,4,," Livestock production (e.g. milking, sale of",,2,Yes,4,,Visit relatives or friends (not to study)
11038,5,0,4,0,Herding (household-owned) livestock,,8,7,," Livestock production (e.g. milking, sale of",,4,Yes,2,, Herding (household-owned) livestock
11038,5,0,5,0,Student,,6,5,, House/domestic work,,3,No,,,
11038,6,0,1,0,Herding (household-owned) livestock,,4,3,, House/domestic work,,1,No,,,
11038,6,0,2,0,Herding (household-owned) livestock,,5,3,, House/domestic work,,1,No,,,
11038,6,0,4,0,Herding (household-owned) livestock,,8,5,," Livestock production (e.g. milking, sale of",,2,No,,,
11038,6,0,5,0,Student,,9,4,, House/domestic work,,2,No,,,
11039,1,,1,0, House/domestic work,,,15,,Not applicable,,,No,0,,
11039,1,,2,0,Student,,,6,,Not applicable,,,No,0,,
11039,1,,3,0,Herding (household-owned) livestock,,,5,,Not applicable,,,No,0,,
11039,1,,4,0,Student,,,2,,Not applicable,,,No,0,,
11039,1,,5,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11039,1,,17,0,.b,,,.b,,.b,,,.b,.b,,.b
11039,2,,1,0, House/domestic work,,8,20,0,Not applicable,,,No,,,
11039,2,,2,0,Student,,8,4,0,Not applicable,,,No,,,
11039,2,,3,0,Herding (household-owned) livestock,,8,3,0,Not applicable,,,No,,,
11039,2,,4,0,Student,,4,2,0,Not applicable,,,No,,,
11039,2,,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11039,2,,16,0,Wage/salaried employment,,8,26,0,Not applicable,,,No,,,
11039,3,0,1,0, House/domestic work,,5,14,," Livestock production (e.g. milking, sale of",,5,No,,,
11039,3,0,2,0,Student,,9,8,, House/domestic work,,5,No,,,
11039,3,0,3,0,Herding (household-owned) livestock,,9,6,, House/domestic work,,4,Yes,4,, Herding (household-owned) livestock
11039,3,0,4,0,Student,,8,5,, House/domestic work,,4,No,,,
11039,3,0,5,0, House/domestic work,,4,2,,Not applicable,,,No,,,
11039,3,0,17,0,Wage/salaried employment,,10,14,, House/domestic work,,5,Yes,5,,Wage/salaried employment
11039,3,0,18,0, Not working: too young,,,,,Not applicable,,,No,,,
11039,4,0,1,0, House/domestic work,,8,30,,Not applicable,,,No,,,
11039,4,0,2,0,Student,,8,10,, House/domestic work,,3,No,,,
11039,4,0,3,0,Herding (household-owned) livestock,,8,7,," Livestock production (e.g. milking, sale of",,3,No,,,
11039,4,0,4,0,Student,,8,3,, House/domestic work,,3,No,,,
11039,4,0,5,0,Herding (household-owned) livestock,,8,2,,Not applicable,,,No,,,
11039,4,0,17,0,Herding (household-owned) livestock,,8,30,,Not applicable,,,No,,,
11039,4,0,18,0, Not working: too young,,,,,Not applicable,,,No,,,
11039,5,0,1,0, House/domestic work,,8,16,," Livestock production (e.g. milking, sale of",,4,No,,,
11039,5,0,2,0,Student,,8,8,,Herding (household-owned) livestock,,5,No,,,
11039,5,0,3,0,Herding (household-owned) livestock,,8,6,," Livestock production (e.g. milking, sale of",,4,Yes,3,, Herding (household-owned) livestock
11039,5,0,4,0,Student,,6,5,, House/domestic work,,3,No,,,
11039,5,0,5,0,Herding (household-owned) livestock,,5,3,, House/domestic work,,2,No,,,
11039,5,0,17,0,Herding (household-owned) livestock,,7,25,," Livestock production (e.g. milking, sale of",,2,Yes,2,, Herding (household-owned) livestock
11039,5,0,18,0, Not working: too young,,,,,Not applicable,,,No,,,
11039,6,0,1,0,Herding (household-owned) livestock,,6,6,, House/domestic work,,2,No,,,
11039,6,0,2,0,Student,,9,8,, House/domestic work,,2,Yes,7,,Studying
11039,6,0,3,0,Herding (household-owned) livestock,,7,3,, House/domestic work,,3,No,,,
11039,6,0,4,0,Student,,8,4,, House/domestic work,,2,No,,,
11039,6,0,5,0,Herding (household-owned) livestock,,5,2,, House/domestic work,,2,No,,,
11039,6,0,17,0,Herding (household-owned) livestock,,3,2,, House/domestic work,,1,No,,,
11039,6,0,18,0, Not working: too young,,,,,Not applicable,,,No,,,
11040,1,,1,0,Wage/salaried employment,,,5,,Not applicable,,,No,0,,
11040,1,,2,0, Petty trading (e.g charcoal/water trading),,,3,, House/domestic work,,,No,0,,
11040,1,,3,0,Student,,,5,, House/domestic work,,,No,0,,
11040,1,,4,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11040,1,,5,0, Not working: too young,,,0,,Not applicable,,,No,0,,
11040,2,,1,0,Wage/salaried employment,,4,3,0, House/domestic work,,2,No,,,
11040,2,,2,0, Petty trading (e.g charcoal/water trading),,6,8,0, House/domestic work,,3,No,,,
11040,2,,3,0,Student,,8,5,0, House/domestic work,,1,No,,,
11040,2,,4,0,Student,,8,1,0,Not applicable,,,No,,,
11040,2,,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11040,3,0,1,0,Wage/salaried employment,,7,5,, House/domestic work,,4,Yes,4,,Wage/salaried employment
11040,3,0,2,0, House/domestic work,,5,5,,Not applicable,,,No,,,
11040,3,0,3,0,Student,,8,4,, House/domestic work,,3,No,,,
11040,3,0,4,0,Student,,4,1,, House/domestic work,,2,No,,,
11040,3,0,5,0, Not working: too young,,,,,Not applicable,,,No,,,
11040,4,0,1,0, Looking for job,,5,5,,Not applicable,,,No,,,
11040,4,0,2,0, House/domestic work,,8,10,,Not applicable,,,No,,,
11040,4,0,3,0,Student,,8,8,, House/domestic work,,3,No,,,
11040,4,0,4,0,Student,,8,2,, House/domestic work,,3,No,,,
11040,4,0,5,0,Student,,8,1,,Not applicable,,,No,,,
11040,5,0,1,0,Wage/salaried employment,,8,3,, House/domestic work,,2,No,,,
11040,5,0,2,0, Petty trading (e.g charcoal/water trading),,7,10,, House/domestic work,,2,No,,,
11040,5,0,3,0,Student,,6,4,, House/domestic work,,2,No,,,
11040,5,0,4,0,Student,,6,2,, House/domestic work,,2,No,,,
11040,5,0,5,0,Student,,4,1,, House/domestic work,,3,No,,,
11040,6,0,1,0,Wage/salaried employment,,12,10,,Not applicable,,,Yes,1,,Wage/salaried employment
11040,6,0,2,0, House/domestic work,,8,12,,Not applicable,,,No,,,
11040,6,0,3,0,Student,,9,6,, House/domestic work,,4,No,,,
11040,6,0,4,0,Student,,9,5,,Not applicable,,,No,,,
11040,6,0,5,0,Student,,6,2,, Not working: too young,,,No,,,
11040,6,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
11041,1,,1,0, House/domestic work,,,15,,Not applicable,,,No,0,,
11041,1,,2,0,Student,,,10,,Not applicable,,,No,0,,
11041,1,,3,0,Student,,,10,,Not applicable,,,No,0,,
11041,1,,4,0,Student,,,7,,Not applicable,,,No,0,,
11041,1,,5,0,Student,,,5,,Not applicable,,,No,0,,
11041,1,,16,0,.b,,,.b,,.b,,,.b,.b,,.b
11041,2,,1,0, House/domestic work,,8,25,0,Not applicable,,,Yes,0,2, Ill/injured
11041,2,,2,0, House/domestic work,,8,13,0,Not applicable,,,No,,,
11041,2,,3,0, House/domestic work,,8,12,0,Not applicable,,,No,,,
11041,2,,4,0,Student,,8,11,0,Not applicable,,,No,,,
11041,2,,5,0,Student,,8,8,0,Not applicable,,,No,,,
11041,2,,16,0,Wage/salaried employment,,8,35,0,Not applicable,,,No,,,
11041,3,0,1,0, House/domestic work,,5,6,,Casual labor (e.g. herding for pay),,6,No,,,
11041,3,0,2,0, Looking for job,,6,3,,Not applicable,,,No,,,
11041,3,0,3,0,Student,,8,11,, House/domestic work,,1,No,,,
11041,3,0,4,0,Student,,6,6,, House/domestic work,,2,No,,,
11041,3,0,5,0,Student,,6,7,, House/domestic work,,3,No,,,
11041,3,0,16,0,Not working: too old,,,1,,Not applicable,,,No,,,
11041,4,0,1,0, House/domestic work,,8,40,,Not applicable,,,No,,,
11041,4,0,2,0,Student,,8,12,,Not applicable,,,No,,,
11041,4,0,3,0, House/domestic work,,8,13,,Not applicable,,,No,,,
11041,4,0,4,0,Student,,8,14,, House/domestic work,,3,No,,,
11041,4,0,5,0,Student,,8,14,, House/domestic work,,4,No,,,
11041,4,0,16,0,Wage/salaried employment,,8,40,,Not applicable,,,No,,,
11041,5,0,1,0, House/domestic work,,8,30,,Casual labor (e.g. herding for pay),,3,No,,,
11041,5,0,2,0,Wage/salaried employment,,8,1,, House/domestic work,,2,No,,,
11041,5,0,3,0, Looking for job,,8,1,, House/domestic work,,2,No,,,
11041,5,0,4,0,working for other households,,7,1,, House/domestic work,,3,No,,,
11041,5,0,5,0,Student,,8,10,, House/domestic work,,2,No,,,
11041,5,0,16,0, House/domestic work,,7,3,, Looking for job,,2,No,,,
11041,6,0,1,0, House/domestic work,,7,30,,Not applicable,,,No,,,
11041,6,0,3,0, Looking for job,,4,5,,Not applicable,,,No,,,
11041,6,0,4,0,Student,,10,11,,Not applicable,,,Yes,0,2,Studying
11041,6,0,5,0,Student,,10,2,, House/domestic work,,4,Yes,3,,Studying
11041,6,1,16,0,Not working: too old,,,6,,Not applicable,,,No,,,
11042,1,,1,0, Petty trading (e.g charcoal/water trading),,,12,,Not applicable,,,No,0,,
11042,1,,2,0,Student,,,0,,Not applicable,,,No,0,,
11042,1,,3,0, House/domestic work,,,4,,Not applicable,,,No,0,,
11042,1,,16,0,.b,,,.b,,.b,,,.b,.b,,.b
