hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
14055,7,,1,2020,Dec-14,Goat,Obtained as dowry,,,,9,,Cultural and traditional rites,,,,,,,1
14056,3,0,1,2011,Aug-15,Shoat,Received as gifts,,,,6,6,Expand herd,,Within the location,,,1200,Yes,
14056,4,0,1,2012,Mar-15,Shoat,Obtained as dowry,,,,22,14,Cultural and traditional rites,,Within the location,,,66000,Yes,
14057,2,,1,2010,Jul-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within the location,,20000,,,
14057,4,0,2,2012,Apr-15,Shoat,Obtained as dowry,,,,3,2,Cultural and traditional rites,,Within sub-location,,,6000,Yes,
14057,4,0,1,2012,Apr-15,Camel,Obtained as dowry,,,,4,4,Cultural and traditional rites,,Within sub-location,,,120000,Yes,
14058,4,0,1,2012,May-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,1500,Yes,
14058,5,0,1,2013,Mar-15,Shoat,Obtained as dowry,,,,37,25,Cultural and traditional rites,,Within the location,,,74000,Yes,
14058,5,0,2,2013,Jun-15,Shoat,Obtained as dowry,,,,10,3,Cultural and traditional rites,,Within the location,,,15000,Yes,
14058,7,,1,2020,Jun-15,Goat,Obtained as dowry,,,,2,,Cultural and traditional rites,,,,,,,1
14060,3,0,2,2011,Jul-15,Shoat,Received as a part of a restocking program,,,,2,2,Restocking from loss,,Within sub-location,,,3000,Yes,
14060,3,0,1,2011,Feb-15,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,15000,Yes,
14060,4,0,2,2012,Feb-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,40000,Yes,
14060,4,0,4,2012,Apr-15,Shoat,Obtained as dowry,,,,14,4,Expand herd,,Within the location,,,42000,Yes,
14060,4,0,3,2011,Dec-14,Shoat,Purchased,,,,12,6,Expand herd,,Within sub-location,,,38000,Yes,
14060,4,0,1,2011,Nov-14,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,40000,Yes,
14060,5,0,1,2013,Apr-15,Shoat,Purchased,,,,8,8,Diversify herd composition,,Within the location,,,11200,Yes,
14060,6,0,1,2015,May-15,Camel,Received as gifts,,,,1,0,Restocking from loss,,,.b,,70000,Yes,
14060,7,,1,2020,Nov-14,Goat,Obtained as dowry,,,,2,,Cultural and traditional rites,,,,,,,1
14061,4,0,1,2012,Apr-15,Shoat,Obtained as dowry,,,,20,20,Cultural and traditional rites,,Within sub-location,,,60000,Yes,
14061,4,0,3,2012,Aug-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within sub-location,,,6000,Yes,
14061,4,0,2,2012,Jul-15,Shoat,Loaned in/Borrowed,,,,2,0,Expand herd,,Within sub-location,,,6000,Yes,
14061,4,0,4,2012,Aug-15,Shoat,Obtained as dowry,,,,1,0,Cultural and traditional rites,,Within sub-location,,,3000,Yes,
14061,6,0,3,2015,Apr-15,Shoat,Exchange,,,,5,0,Expand herd,,,.b,,10000,Yes,
14061,6,0,2,2015,Jan-15,Shoat,Received as gifts,,,,8,7,Expand herd,,,.b,,16000,Yes,
14061,6,0,1,2014,Nov-14,Shoat,Obtained as dowry,,,,20,10,Cultural and traditional rites,,,.b,,40000,Yes,
14061,6,0,4,2015,Jul-15,Shoat,Exchange,,,,5,5,Expand herd,,,.b,,11500,Yes,
14062,2,,1,2009,Oct-14,Shoat,Purchased,,,,1,0,Expand herd,,Within the location,,1000,,,
14062,3,0,1,2011,May-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,,1800,Yes,
14062,4,0,4,2012,Aug-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,6000,Yes,
14062,4,0,1,2011,Dec-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,,80000,Yes,
14062,4,0,2,2011,Oct-14,Shoat,Obtained as dowry,,,,8,5,Cultural and traditional rites,,Within the location,,,24000,Yes,
14062,4,0,3,2012,Jan-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,3000,Yes,
14062,5,0,1,2012,Nov-14,Camel,Purchased,,,,1,0,Diversify herd composition,,Within the location,,,30000,Yes,
14062,5,0,2,2013,Apr-15,Shoat,Obtained as dowry,,,,2,0,Restocking from loss,,Within the location,,,5400,Yes,
14064,3,0,1,2010,Dec-14,Shoat,Purchased,,,,14,10,Restocking from loss,,Within sub-location,,,25000,No,
14064,4,0,2,2012,Jul-15,Shoat,Obtained as dowry,,,,3,2,Cultural and traditional rites,,Within the location,,,6000,Yes,
14064,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,,4000,Yes,
14064,6,0,1,2014,Dec-14,Shoat,Purchased,,,,1,1,Consumption,,,A livestock trader within the village,,2000,Yes,
14064,6,0,2,2015,Feb-15,Shoat,Received as gifts,,,,2,1,Expand herd,,,.b,,4000,Yes,
14064,6,0,3,2015,Jul-15,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,2000,Yes,
14065,3,0,1,2011,Jun-15,Shoat,Received as gifts,,,,8,8,Expand herd,,Within sub-location,,,20000,Yes,
14065,4,0,1,2012,Jul-15,Shoat,Purchased,,,,7,3,Expand herd,,Within the location,,,10500,Yes,
14065,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within sub-location,,,7400,Yes,
14066,2,,1,2009,Dec-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,1000,,,
14066,3,0,1,2010,Dec-14,Shoat,Received as gifts,,,,3,2,Restocking from loss,,Within sub-location,,,0,Yes,
14066,4,0,2,2012,Jul-15,Shoat,Exchange,,,,5,4,Expand herd,,Within the location,,,6000,No,
14066,4,0,1,2011,Nov-14,Shoat,Obtained as dowry,,,,25,20,Cultural and traditional rites,,Within the location,,,65000,No,
14066,7,,1,2020,Sep-15,Goat,Received as gifts,,,,1,,Restocking from loss,,,,,,,1
14067,3,0,1,2011,Mar-15,Shoat,Obtained as dowry,,,,12,4,Cultural and traditional rites,,Within sub-location,,,24000,Yes,
14067,3,0,2,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,7,5,Expand herd,,Within sub-location,,,14000,Yes,
14067,4,0,1,2012,Jun-15,Shoat,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,,5000,Yes,
14067,5,0,2,2013,May-15,Shoat,Obtained as dowry,,,,3,1,Restocking from loss,,Within the location,,,10600,Yes,
14067,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,,7000,Yes,
14068,3,0,1,2010,Dec-14,Shoat,Loaned in/Borrowed,,,,3,2,Restocking from loss,,Within sub-location,,,1500,Yes,
14068,3,0,2,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,2,0,Restocking from loss,,Within sub-location,,,2000,Yes,
14069,3,0,1,2011,Sep-15,Shoat,Exchange,,,,12,10,Diversify herd composition,,Outside the district,,,45000,No,
14071,3,0,2,2011,Apr-15,Shoat,Purchased,,,,22,10,Expand herd,,Within sub-location,,,25000,Yes,
14071,3,0,1,2010,Dec-14,Shoat,Purchased,,,,46,9,Restocking from loss,,Within sub-location,,,5700,Yes,
14073,3,0,1,2011,May-15,Shoat,Received as gifts,,,,3,0,Consumption,,Within sub-location,,,7500,Yes,
14073,4,0,1,2011,Oct-14,Camel,Obtained as dowry,,,,7,4,Cultural and traditional rites,,Within the location,,,245000,Yes,
14073,4,0,2,2011,Oct-14,Shoat,Obtained as dowry,,,,20,13,Cultural and traditional rites,,Within the location,,,540000,Yes,
14073,4,0,3,2012,Apr-15,Shoat,Loaned in/Borrowed,,,,4,3,Restocking from loss,,Within the location,,,11600,Yes,
14073,4,0,4,2012,Jun-15,Camel,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,35000,Yes,
14073,5,0,1,2013,Apr-15,Shoat,Exchange,,,,7,6,Expand herd,,Within the location,,,18000,Yes,
14073,5,0,2,2013,Jun-15,Shoat,Obtained as dowry,,,,8,1,Cultural and traditional rites,,Within the location,,,20000,Yes,
14073,6,0,1,2015,Jan-15,Shoat,Received as gifts,,,,4,2,Restocking from loss,,,.b,,8000,Yes,
14074,2,,1,2010,Jan-15,Shoat,Purchased,,,,3,2,Restocking from loss,,Within sub-location,,4500,,,
14075,2,,1,.a,.a,Shoat,Purchased,,,,4,3,Expand herd,,Within the location,,6000,,,
14075,3,0,1,2011,Apr-15,Shoat,Exchange,,,,1,1,Restocking from loss,,Within sub-location,,,2000,Yes,
14075,4,0,1,2012,Mar-15,Camel,Obtained as dowry,,,,1,0,Expand herd,,Within the location,,,20000,Yes,
14075,4,0,2,2012,Mar-15,Shoat,Obtained as dowry,,,,4,2,Cultural and traditional rites,,Within the location,,,8000,Yes,
14075,5,0,3,2013,Aug-15,Shoat,Exchange,,,,3,3,Restocking from loss,,Within the location,,,4500,Yes,
14075,5,0,1,2013,Jun-15,Shoat,Purchased,,,,5,3,Expand herd,,Within the location,,,7500,Yes,
14075,5,0,2,2013,Mar-15,Shoat,Received as gifts,,,,2,2,Diversify herd composition,,Within the location,,,4000,Yes,
14076,3,0,1,2011,Apr-15,Shoat,Obtained as dowry,,,,3,3,Cultural and traditional rites,,Within sub-location,,,6000,Yes,
14076,4,0,1,2012,Apr-15,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the district,,,80000,Yes,
14076,4,0,2,2012,Apr-15,Shoat,Obtained as dowry,,,,23,18,Cultural and traditional rites,,Within the location,,,46000,Yes,
14076,5,0,1,2012,Dec-14,Shoat,Obtained as dowry,,,,3,0,Restocking from loss,,Within the location,,,11800,Yes,
14077,4,0,2,2012,Aug-15,Shoat,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within sub-location,,,3500,No,
14077,4,0,1,2012,Feb-15,Shoat,Obtained as dowry,,,,2,2,Consumption,,Within the location,,,6000,No,
14078,5,0,1,2012,Dec-14,Shoat,Obtained as dowry,,,,2,1,Start herd,,Within the location,,,7000,Yes,
14082,3,0,1,2011,Sep-15,Shoat,Exchange,,,,2,2,Expand herd,,Within sub-location,,,3500,No,
14082,4,0,1,2012,Jan-15,Shoat,Received as gifts,,,,3,3,Milking purposes,,Within the location,,,9000,Yes,
14082,4,0,2,2012,Mar-15,Shoat,Loaned in/Borrowed,,,,6,6,Expand herd,,Within the location,,,18000,Yes,
14082,4,0,3,2012,Aug-15,Shoat,Obtained as dowry,,,,3,1,Cultural and traditional rites,,Within the location,,,9000,Yes,
14082,5,0,1,2013,May-15,Shoat,Loaned in/Borrowed,,,,4,1,Restocking from loss,,Within the location,,,15500,Yes,
14082,6,0,1,2015,Apr-15,Shoat,Purchased,,,,1,0,Restocking from loss,,,A livestock trader within the village,,3000,Yes,
14083,5,0,1,2012,Nov-14,Shoat,Obtained as dowry,,,,13,10,Cultural and traditional rites,,Within the location,,,30000,Yes,
14085,2,,1,2010,Apr-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,2250,,,
14085,3,0,1,2011,Jul-15,Shoat,Obtained as dowry,,,,16,4,Cultural and traditional rites,,Within sub-location,,,60000,Yes,
14085,5,0,2,2013,Jan-15,Shoat,Loaned in/Borrowed,,,,2,2,Start herd,,Within sub-location,,,3000,Yes,
14085,5,0,1,2013,Aug-15,Shoat,Loaned in/Borrowed,,,,2,2,Start herd,,Within the location,,,4000,Yes,
14086,2,,1,2009,Nov-14,Shoat,Loaned in/Borrowed,,,,3,2,Diversify herd composition,,Within sub-location,,2500,,,
14086,3,0,1,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within sub-location,,,4000,Yes,
14086,3,0,2,2011,Jun-15,Shoat,Obtained as dowry,,,,4,0,Cultural and traditional rites,,Within sub-location,,,8000,Yes,
14087,3,0,1,2011,Mar-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within sub-location,,,1500,Yes,
14087,6,0,1,2015,May-15,Shoat,Purchased,,,,2,1,Start herd,,,A livestock trader passing by my village,,2600,Yes,
14087,7,,1,2020,Oct-14,Goat,Received as gifts,,,,2,,Expand herd,,,,,,,1
14088,2,,1,2010,May-15,Shoat,Purchased,,,,4,2,Expand herd,,Within sub-location,,3000,,,
14088,3,0,1,2011,Aug-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,1900,Yes,
14088,4,0,1,2012,Feb-15,Shoat,Received as gifts,,,,4,1,Cultural and traditional rites,,Within the location,,,8500,Yes,
14089,1,,1,2009,Feb-15,Shoat,Received as gifts,,,,6,5,Expand herd,,Within the location,,1000,,,
14089,2,,1,2010,Jun-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,1000,,,
14089,4,0,2,2012,Aug-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within the location,,,1800,Yes,
14089,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,2,1,Cultural and traditional rites,,Within the location,,,3600,Yes,
14089,5,0,2,2013,Apr-15,Shoat,Loaned in/Borrowed,,,,3,3,Expand herd,,Within the location,,,5500,Yes,
14089,5,0,1,2013,Jan-15,Cattle,Received as gifts,,,,4,2,Expand herd,,Within the location,,,60000,Yes,
14089,6,0,4,2015,Aug-15,Shoat,Purchased,,,,2,1,Restocking from loss,,,A livestock trader within the village,,3000,Yes,
14089,6,0,2,2015,Jan-15,Cattle,Purchased,,,,2,1,Expand herd,,,A livestock trader within the village,,40000,Yes,
14089,6,0,1,2014,Nov-14,Cattle,Purchased,,,,4,2,Cultural and traditional rites,,,A livestock trader passing by my village,,80000,Yes,
14089,6,0,3,2014,Dec-14,Shoat,Exchange,,,,4,2,Expand herd,,,.b,,6000,Yes,
14090,2,,1,2009,Nov-14,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,1000,,,
14090,2,,2,2010,Jul-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the location,,1000,,,
14090,3,0,2,2011,Apr-15,Shoat,Received as gifts,,,,4,4,Restocking from loss,,Within the location,,,5700,Yes,
14090,3,0,1,2011,Jan-15,Shoat,Purchased,,,,20,5,Business/Trading,,Within the location,,,25000,Yes,
14090,7,,1,2019,Jan-15,Goat,Obtained as dowry,,,,2,,Cultural and traditional rites,,,,,,,1
14091,3,0,1,2011,Mar-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,18000,Yes,
14091,4,0,1,2011,Nov-14,Shoat,Obtained as dowry,,,,30,24,Cultural and traditional rites,,Within the location,,,90000,Yes,
14091,4,0,2,2011,Nov-14,Camel,Obtained as dowry,,,,5,5,Cultural and traditional rites,,Within the location,,,225000,Yes,
14091,4,0,3,2012,Feb-15,Shoat,Received as gifts,,,,8,6,Expand herd,,Within sub-location,,,24000,Yes,
14091,4,0,4,2012,Apr-15,Shoat,Exchange,,,,25,15,Expand herd,,Within the location,,,75000,Yes,
14091,6,0,1,2015,Apr-15,Shoat,Purchased,,,,3,0,Expand herd,,,A livestock trader passing by my village,,6000,Yes,
14092,3,0,1,2011,Mar-15,Shoat,Purchased,,,,3,2,Expand herd,,Within the location,,,3700,Yes,
14092,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within sub-location,,,6200,Yes,
14092,4,0,2,2012,Feb-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,3500,Yes,
14092,5,0,1,2013,Aug-15,Shoat,Exchange,,,,6,3,Diversify herd composition,,Within the location,,,22000,Yes,
14094,1,,4,2009,Aug-15,Shoat,Purchased,,,,5,2,Expand herd,,Within the location,,800,,,
14094,1,,3,2009,Apr-15,Shoat,Purchased,,,,4,1,Expand herd,,Within the location,,800,,,
14094,1,,1,2008,Nov-14,Shoat,Purchased,,,,5,3,Expand herd,,Within the location,,1800,,,
14094,1,,2,2008,Dec-14,Shoat,Purchased,,,,6,4,Expand herd,,Within the location,,1000,,,
14094,3,0,1,2010,Dec-14,Shoat,Purchased,,,,20,5,Restocking from loss,,Within the location,,,28000,No,
14094,3,0,2,2011,Mar-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,,2700,Yes,
14094,4,0,1,2012,Feb-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,,4000,Yes,
14094,4,0,2,2012,May-15,Shoat,Purchased,,,,5,2,Expand herd,,Within the location,,,10000,Yes,
14094,4,0,3,2012,Jul-15,Shoat,Obtained as dowry,,,,9,3,Expand herd,,Within the location,,,18000,Yes,
14094,5,0,1,2013,Aug-15,Shoat,Obtained as dowry,,,,8,8,Cultural and traditional rites,,Within the location,,,15000,Yes,
14094,7,,1,2020,Jun-15,Sheep,Obtained as dowry,,,,1,,Cultural and traditional rites,,,,,,,1
14095,5,0,2,2013,Jun-15,Shoat,Loaned in/Borrowed,,,,1,0,Expand herd,,Within the location,,,3400,Yes,
14095,5,0,1,2013,Mar-15,Shoat,Obtained as dowry,,,,2,2,Expand herd,,Within the location,,,7600,Yes,
14095,6,0,2,2014,Nov-14,Shoat,Purchased,,,,5,4,Restocking from loss,,,Small livestock market,,10000,Yes,
14095,6,0,5,2015,Jun-15,Shoat,Purchased,,,,15,15,Restocking from loss,,,Small livestock market,,30000,Yes,
14095,6,0,1,2014,Oct-14,Shoat,Purchased,,,,8,8,Restocking from loss,,,Small livestock market,,16000,Yes,
14095,6,0,4,2015,Mar-15,Shoat,Purchased,,,,7,7,Restocking from loss,,,Small livestock market,,14000,Yes,
14095,6,0,3,2015,Jan-15,Shoat,Purchased,,,,10,10,Restocking from loss,,,Small livestock market,,20000,Yes,
14095,6,0,6,2015,Aug-15,Shoat,Purchased,,,,3,2,Restocking from loss,,,Small livestock market,,6000,Yes,
14096,2,,1,2010,Sep-15,Shoat,Received as gifts,,,,10,6,Restocking from loss,,Within the district,,2500,,,
14096,3,0,2,2011,Aug-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,1200,Yes,
14096,3,0,1,2011,Feb-15,Shoat,Purchased,,,,3,3,Restocking from loss,,Within the location,,,6000,Yes,
14096,4,0,1,2012,May-15,Shoat,Purchased,,,,2,2,Expand herd,,Within sub-location,,,4000,Yes,
14096,7,,1,2020,Jun-15,Sheep,Received as gifts,,,,1,,Expand herd,,,,,,,1
14096,7,,1,2020,Jul-15,Goat,Received as gifts,,,,1,,Expand herd,,,,,,,1
14097,3,0,1,2010,Nov-14,Camel,Received as gifts,,,,1,0,Expand herd,,Within the location,,,34000,Yes,
14097,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,2500,Yes,
14097,4,0,2,2012,Apr-15,Shoat,Obtained as dowry,,,,6,6,Cultural and traditional rites,,Within the location,,,150000,Yes,
14097,4,0,3,2012,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,2500,Yes,
14097,5,0,1,2013,Mar-15,Shoat,Obtained as dowry,,,,18,10,Cultural and traditional rites,,Within sub-location,,,36000,Yes,
14097,5,0,2,2013,Jul-15,Shoat,Received as gifts,,,,3,2,Expand herd,,Within the location,,,7500,Yes,
14097,6,0,2,2014,Oct-14,Shoat,Obtained as dowry,,,,6,0,Cultural and traditional rites,,,.b,,18000,Yes,
14097,6,0,1,2014,Oct-14,Cattle,Obtained as dowry,,,,3,3,Cultural and traditional rites,,,.b,,90000,Yes,
14098,2,,1,2009,Dec-14,Shoat,Purchased,,,,1,0,Cultural and traditional rites,,Within the location,,3000,,,
14098,3,0,1,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,4,2,Restocking from loss,,Within sub-location,,,8000,Yes,
14098,4,0,1,2012,Apr-15,Shoat,Obtained as dowry,,,,3,3,Cultural and traditional rites,,Within sub-location,,,9000,Yes,
14098,5,0,1,2013,Apr-15,Shoat,Purchased,,,,4,3,Expand herd,,Within the location,,,8000,Yes,
14098,5,0,2,2012,Nov-14,Shoat,Exchange,,,,7,5,Restocking from loss,,Within the location,,,10500,Yes,
14098,5,0,3,2013,Jul-15,Shoat,Obtained as dowry,,,,10,7,Cultural and traditional rites,,Within the location,,,15000,Yes,
14098,7,,2,2020,Sep-15,Goat,Obtained as dowry,,,,12,,Cultural and traditional rites,,,,,,,2
14098,7,,1,2020,Jul-15,Goat,Obtained as dowry,,,,12,,Cultural and traditional rites,,,,,,,2
14099,2,,1,2009,Dec-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,2000,,,
14099,3,0,1,2011,Mar-15,Shoat,Purchased,,,,20,14,Restocking from loss,,Within sub-location,,,34000,Yes,
14099,4,0,3,2012,Aug-15,Shoat,Purchased,,,,7,7,Expand herd,,Within the district,,,17500,Yes,
14099,4,0,1,2011,Oct-14,Shoat,Obtained as dowry,,,,60,50,Cultural and traditional rites,,Within the district,,,120000,No,
14099,4,0,2,2012,Mar-15,Shoat,Exchange,,,,10,8,Restocking from loss,,Within the district,,,15000,No,
14099,5,0,2,2013,Jul-15,Shoat,Obtained as dowry,,,,5,0,Cultural and traditional rites,,Within the location,,,7500,Yes,
14099,5,0,1,2013,Mar-15,Shoat,Obtained as dowry,,,,8,1,Cultural and traditional rites,,Within the location,,,16000,Yes,
14099,7,,1,2020,Aug-15,Sheep,Obtained as dowry,,,,1,,Cultural and traditional rites,,,,,,,1
14099,7,,1,2020,Aug-15,Goat,Obtained as dowry,,,,3,,Cultural and traditional rites,,,,,,,1
14100,2,,1,2010,Aug-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,1800,,,
14100,4,0,2,2012,Feb-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,800,Yes,
14100,4,0,1,2011,Nov-14,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within the location,,,1200,Yes,
14102,4,0,1,2011,Dec-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,,76000,Yes,
14102,4,0,2,2012,Aug-15,Shoat,Exchange,,,,10,7,Expand herd,,Within the location,,,30000,Yes,
14102,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3500,Yes,
14102,6,0,1,2014,Nov-14,Camel,Obtained as dowry,,,,1,1,Expand herd,,,.b,,50000,Yes,
14102,6,0,2,2014,Nov-14,Shoat,Obtained as dowry,,,,4,2,Milking purposes,,,.b,,8000,Yes,
14102,6,0,3,2014,Dec-14,Camel,Received as gifts,,,,1,0,Expand herd,,,.b,,40000,Yes,
14103,5,0,1,2012,Oct-14,Shoat,Purchased,,,,4,4,Diversify herd composition,,Within the location,,,6000,Yes,
14103,5,0,2,2012,Dec-14,Shoat,Obtained as dowry,,,,7,4,Cultural and traditional rites,,Outside the district,,,14000,Yes,
14103,6,0,1,2014,Dec-14,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,2000,Yes,
14104,1,,2,2008,Dec-14,Shoat,Obtained as dowry,,,,5,0,Cultural and traditional rites,,Within the location,,1000,,,
14104,1,,3,2009,Apr-15,Shoat,Obtained as dowry,,,,5,0,Cultural and traditional rites,,Within the location,,1000,,,
14104,1,,1,2008,Nov-14,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,800,,,
14104,3,0,1,2011,Apr-15,Shoat,Purchased,,,,3,2,Restocking from loss,,Within sub-location,,,4500,Yes,
14104,4,0,3,2012,May-15,Shoat,Loaned in/Borrowed,,,,5,0,Expand herd,,Within sub-location,,,14000,Yes,
14104,4,0,4,2012,May-15,Shoat,Obtained as dowry,,,,11,11,Cultural and traditional rites,,Within the district,,,33000,Yes,
14104,4,0,1,2011,Oct-14,Camel,Obtained as dowry,,,,2,1,Cultural and traditional rites,,Within the district,,,64000,Yes,
14104,4,0,2,2012,Jan-15,Shoat,Obtained as dowry,,,,25,20,Cultural and traditional rites,,Within the location,,,62500,Yes,
14104,5,0,2,2013,Mar-15,Shoat,Obtained as dowry,,,,2,0,Other (specify),School fees,Within the location,,,7300,Yes,
14104,5,0,1,2012,Dec-14,Shoat,Obtained as dowry,,,,5,0,Expand herd,,Within the location,,,18000,Yes,
14105,3,0,1,2010,Nov-14,Camel,Exchange,,,,6,5,Restocking from loss,,Within sub-location,,,100000,Yes,
14105,3,0,3,2010,Dec-14,Shoat,Purchased,,,,10,4,Business/Trading,,Within sub-location,,,10000,Yes,
14105,3,0,2,2011,Jan-15,Camel,Purchased,,,,5,2,Expand herd,,Within sub-location,,,70000,Yes,
14105,3,0,4,2011,Feb-15,Shoat,Purchased,,,,4,2,Restocking from loss,,Within sub-location,,,6000,Yes,
14105,3,0,5,2011,Apr-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within sub-location,,,3000,Yes,
14105,4,0,2,2011,Nov-14,Shoat,Obtained as dowry,,,,23,20,Cultural and traditional rites,,Within the location,,,46000,Yes,
14105,4,0,1,2011,Nov-14,Camel,Obtained as dowry,,,,3,2,Cultural and traditional rites,,Within the location,,,60000,Yes,
14105,5,0,1,2012,Nov-14,Shoat,Exchange,,,,20,12,Expand herd,,Within the location,,,38000,Yes,
14105,7,,1,2020,Dec-14,Sheep,Obtained as dowry,,,,3,,Cultural and traditional rites,,,,,,,1
14105,7,,1,2020,Dec-14,Goat,Obtained as dowry,,,,7,,Cultural and traditional rites,,,,,,,1
14106,3,0,2,2011,Apr-15,Shoat,Obtained as dowry,,,,26,6,Cultural and traditional rites,,Within sub-location,,,56000,Yes,
14106,3,0,1,2011,Apr-15,Camel,Received as gifts,,,,2,2,Cultural and traditional rites,,Within sub-location,,,26000,Yes,
14106,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,4,2,Cultural and traditional rites,,Within sub-location,,,8000,Yes,
14106,5,0,1,2013,Jan-15,Shoat,Loaned in/Borrowed,,,,4,1,Restocking from loss,,Within the location,,,14000,Yes,
14106,5,0,2,2013,Apr-15,Shoat,Received as gifts,,,,3,1,Expand herd,,Within sub-location,,,10500,Yes,
14109,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,12,3,Restocking from loss,,Within sub-location,,,12700,Yes,
14109,3,0,2,2011,Apr-15,Shoat,Loaned in/Borrowed,,,,5,2,Business/Trading,,Within sub-location,,,5500,Yes,
14109,4,0,1,2012,Sep-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,3000,Yes,
14109,7,,1,2020,Dec-14,Sheep,Given as debt payment,,,,1,,Expand herd,,,,,,,1
14109,7,,1,2020,Nov-14,Goat,Given as debt payment,,,,1,,Expand herd,,,,,,,1
14110,2,,1,.a,.a,Shoat,Purchased,,,,2,1,Restocking from loss,,Within the location,,3000,,,
14110,3,0,1,2011,Feb-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within sub-location,,,1500,Yes,
14110,5,0,1,2013,Aug-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,4000,Yes,
14111,3,0,1,2011,Jan-15,Shoat,Received as gifts,,,,3,1,Restocking from loss,,Within the location,,,4500,Yes,
14111,4,0,2,2012,Mar-15,Shoat,Purchased,,,,3,3,Restocking from loss,,Within sub-location,,,6000,Yes,
14111,4,0,1,2011,Dec-14,Shoat,Purchased,,,,4,3,Expand herd,,Within the location,,,8000,Yes,
14111,5,0,1,2013,Mar-15,Shoat,Exchange,,,,8,5,Expand herd,,Within the location,,,16000,Yes,
14112,1,,1,2008,Oct-14,Shoat,Loaned in/Borrowed,,,,14,10,Expand herd,,Within the location,,1000,,,
14112,2,,1,2010,Sep-15,Shoat,Purchased,,,,1,0,Expand herd,,Within sub-location,,2270,,,
14112,3,0,1,2011,Apr-15,Cattle,Purchased,,,,2,2,Restocking from loss,,Within the location,,,30000,Yes,
