hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
14112,3,0,2,2011,Jun-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within the location,,,3000,Yes,
14112,4,0,3,2012,Jul-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the district,,,25000,Yes,
14112,4,0,4,2012,Mar-15,Shoat,Exchange,,,,1,0,Expand herd,,Within sub-location,,,2000,Yes,
14112,4,0,2,2012,Mar-15,Camel,Exchange,,,,1,1,Milking purposes,,Within sub-location,,,30000,Yes,
14112,4,0,1,2011,Dec-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within the location,,,60000,Yes,
14112,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,3,0,Diversify herd composition,,Within sub-location,,,6500,Yes,
14113,2,,1,2009,Dec-14,Shoat,Purchased,,,,1,0,Restocking from loss,,Within the location,,1500,,,
14113,4,0,3,2012,Mar-15,Shoat,Exchange,,,,5,0,Expand herd,,Within the location,,,15000,Yes,
14113,4,0,2,2011,Nov-14,Shoat,Obtained as dowry,,,,10,9,Cultural and traditional rites,,Within the location,,,30000,Yes,
14113,4,0,1,2011,Nov-14,Camel,Obtained as dowry,,,,3,2,Cultural and traditional rites,,Within the location,,,105000,Yes,
14113,5,0,1,2013,May-15,Shoat,Obtained as dowry,,,,27,17,Cultural and traditional rites,,Within the district,,,72000,Yes,
14114,4,0,1,2012,May-15,Shoat,Obtained as dowry,,,,8,3,Cultural and traditional rites,,Within sub-location,,,24000,Yes,
14114,7,,1,2020,Dec-14,Goat,Purchased,,,,1,,Expand herd,,,,3000,3000,,1
14115,3,0,1,2011,Jul-15,Shoat,Loaned in/Borrowed,,,,3,0,Consumption,,Within sub-location,,,6000,Yes,
14115,5,0,3,2013,Apr-15,Shoat,Received as gifts,,,,3,1,Diversify herd composition,,Within the location,,,10500,Yes,
14115,5,0,2,2013,Apr-15,Shoat,Obtained as dowry,,,,12,7,Cultural and traditional rites,,Within the location,,,42000,Yes,
14115,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the location,,,7200,Yes,
14115,6,0,2,2014,Dec-14,Shoat,Obtained as dowry,,,,2,1,Expand herd,,,.b,,4000,Yes,
14115,6,0,1,2014,Oct-14,Shoat,Received as gifts,,,,2,1,Expand herd,,,.b,,4000,Yes,
14115,6,0,3,2015,Mar-15,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,,.b,,2000,Yes,
14116,2,,1,2010,Jan-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,1000,,,
14116,3,0,1,2010,Dec-14,Shoat,Exchange,,,,8,6,Restocking from loss,,Within sub-location,,,8000,Yes,
14116,3,0,2,2011,Feb-15,Shoat,Loaned in/Borrowed,,,,8,8,Expand herd,,Within sub-location,,,8000,Yes,
14116,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,3,2,Start herd,,Within the location,,,10800,Yes,
14116,7,,1,2020,Oct-14,Goat,Obtained as dowry,,,,3,,Cultural and traditional rites,,,,,,,1
14117,3,0,2,2010,Nov-14,Shoat,Obtained as dowry,,,,24,17,Cultural and traditional rites,,Within sub-location,,,50000,No,
14117,3,0,1,2010,Nov-14,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,,60000,Yes,
14117,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,2,2,Diversify herd composition,,Within sub-location,,,4500,Yes,
14117,6,0,1,2015,Jan-15,Camel,Received as gifts,,,,2,1,Expand herd,,,.b,,60000,Yes,
14117,6,0,2,2015,Mar-15,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,2000,Yes,
14118,4,0,2,2012,Feb-15,Shoat,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within sub-location,,,2000,Yes,
14118,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within sub-location,,,4000,Yes,
14118,4,0,3,2012,Jun-15,Shoat,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,,4000,Yes,
14120,3,0,1,2011,Aug-15,Shoat,Obtained as dowry,,,,9,1,Cultural and traditional rites,,Within sub-location,,,18000,Yes,
14120,5,0,1,2012,Nov-14,Shoat,Obtained as dowry,,,,3,0,Expand herd,,Within the location,,,10500,Yes,
14120,5,0,2,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,6,0,Restocking from loss,,Within the location,,,20000,Yes,
14120,6,0,1,2014,Dec-14,Shoat,Received as gifts,,,,3,2,Expand herd,,,.b,,6000,Yes,
14120,6,0,2,2015,Feb-15,Shoat,Received as gifts,,,,2,1,Expand herd,,,.b,,4000,Yes,
14120,6,0,3,2015,Jun-15,Shoat,Received as gifts,,,,2,0,Expand herd,,,.b,,4000,Yes,
14121,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,3,2,Diversify herd composition,,Within sub-location,,,6000,No,
14121,4,0,1,2012,Apr-15,Shoat,Obtained as dowry,,,,12,9,Cultural and traditional rites,,Within the location,,,18000,No,
14121,6,0,1,2014,Dec-14,Shoat,Received as gifts,,,,3,1,Expand herd,,,.b,,4500,Yes,
14121,6,0,2,2015,Jan-15,Shoat,Received as gifts,,,,2,0,Expand herd,,,.b,,3000,Yes,
14122,5,0,1,2013,May-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,2000,Yes,
14124,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the district,,,5000,Yes,
14125,2,,1,2009,Oct-14,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the location,,400,,,
14125,3,0,1,2011,Mar-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,,4000,Yes,
14125,5,0,1,2013,May-15,Shoat,Purchased,,,,4,4,Restocking from loss,,Within the location,,,8000,Yes,
14125,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,,.b,,1000,Yes,
14125,7,,1,2020,Oct-14,Goat,Given as debt payment,,,,1,,Expand herd,,,,,,,1
14129,3,0,2,2011,Apr-15,Cattle,Received as gifts,,,,3,3,Restocking from loss,,Within the location,,,90000,Yes,
14129,3,0,1,2011,Feb-15,Camel,Purchased,,,,4,2,Restocking from loss,,Within sub-location,,,30000,Yes,
14129,3,0,3,2011,Aug-15,Cattle,Received as gifts,,,,3,3,Expand herd,,Within sub-location,,,45000,Yes,
14129,3,0,5,2011,Sep-15,Shoat,Purchased,,,,6,6,Expand herd,,Within sub-location,,,12000,Yes,
14129,3,0,4,2011,Feb-15,Shoat,Purchased,,,,12,12,Restocking from loss,,Within sub-location,,,48000,Yes,
14129,4,0,2,.a,.a,Shoat,Received as gifts,,,,3,0,Cultural and traditional rites,,Within the location,,,6000,Yes,
14129,4,0,1,2012,Jul-15,Shoat,Purchased,,,,6,6,Restocking from loss,,Within the district,,,72000,Yes,
14130,4,0,3,2012,Jun-15,Camel,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within the location,,,70000,Yes,
14130,4,0,1,2012,Apr-15,Shoat,Exchange,,,,10,5,Expand herd,,Within the location,,,25000,Yes,
14130,4,0,4,2012,Jul-15,Camel,Obtained as dowry,,,,4,2,Cultural and traditional rites,,Within the district,,,140000,Yes,
14130,4,0,2,2012,Jun-15,Shoat,Purchased,,,,6,0,Expand herd,,Within the location,,,15600,Yes,
14134,4,0,2,2011,Nov-14,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,800,Yes,
14134,4,0,1,2012,Jul-15,Shoat,Received as gifts,,,,2,1,Cultural and traditional rites,,Within the location,,,3000,Yes,
14134,5,0,1,2012,Dec-14,Camel,Obtained as dowry,,,,2,0,Cultural and traditional rites,,Within sub-location,,,60000,Yes,
14134,5,0,2,2012,Dec-14,Shoat,Obtained as dowry,,,,20,14,Cultural and traditional rites,,Within the location,,,40000,Yes,
14134,5,0,3,2013,Mar-15,Shoat,Loaned in/Borrowed,,,,2,0,Diversify herd composition,,Within sub-location,,,3800,Yes,
14137,4,0,1,2011,Nov-14,Shoat,Purchased,,,,5,2,Expand herd,,Within the location,,,15000,Yes,
14137,5,0,1,2013,May-15,Shoat,Purchased,,,,2,0,Restocking from loss,,Within sub-location,,,5500,Yes,
14137,7,,1,2020,Dec-14,Sheep,Obtained as dowry,,,,9,,Cultural and traditional rites,,,,,,,1
14137,7,,1,2020,Dec-14,Goat,Obtained as dowry,,,,10,,Cultural and traditional rites,,,,,,,1
14138,4,0,1,2012,Jul-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within sub-location,,,2000,Yes,
14138,5,0,2,2013,Mar-15,Shoat,Received as gifts,,,,2,1,Restocking from loss,,Within the location,,,5500,Yes,
14138,5,0,1,2012,Nov-14,Shoat,Obtained as dowry,,,,5,3,Expand herd,,Within the location,,,13500,Yes,
14138,6,0,2,2015,Apr-15,Shoat,Received as gifts,,,,4,2,Expand herd,,,.b,,8000,Yes,
14138,6,0,1,2014,Oct-14,Shoat,Received as gifts,,,,3,2,Expand herd,,,.b,,6000,Yes,
14138,7,,1,2020,May-15,Goat,Purchased,,,,1,,Expand herd,,,,2000,2000,,1
15001,1,,2,2009,Aug-15,Shoat,Loaned in/Borrowed,,,,1,0,Consumption,,Within the location,,1000,,,
15001,1,,1,2009,Jun-15,Shoat,Received as gifts,,,,3,2,Milking purposes,,Within the location,,1000,,,
15001,3,0,2,2011,Apr-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within the location,,,6000,Yes,
15001,3,0,1,2011,May-15,Shoat,Loaned in/Borrowed,,,,3,3,Expand herd,,Within the location,,,9000,Yes,
15001,4,0,1,2012,Jan-15,Cattle,Exchange,,,,1,1,Restocking from loss,,Within the location,,,20000,Yes,
15001,7,,1,2020,Oct-14,Camel,Given as debt payment,,,,1,,Expand herd,,,,,,,1
15002,3,0,1,2010,Dec-14,Camel,Received as gifts,,,,2,2,Restocking from loss,,Within the district,,,40000,Yes,
15002,3,0,3,2011,Jan-15,Shoat,Other (specify),,,RETURNED THE GOATS THAT THEY DISTRIBUTED,12,8,Restocking from loss,,Within the district,,,26000,Yes,
15002,3,0,2,2011,Mar-15,Cattle,Other (specify),,,RETURNED HIS CATTLE THAT THEY DISTRIBUTED DUE TO DROUGHT,5,4,Restocking from loss,,Within the location,,,125000,Yes,
15002,4,0,5,2011,Dec-14,Cattle,Obtained as dowry,,,,8,7,Milking purposes,,Outside the district,,,120000,Yes,
15002,4,0,4,2012,Aug-15,Camel,Loaned in/Borrowed,,,,7,0,Expand herd,,Within the district,,,90000,Yes,
15002,4,0,2,2012,Jan-15,Camel,Purchased,,,,6,0,Expand herd,,Within sub-location,,,80000,Yes,
15002,4,0,3,2012,Feb-15,Camel,Received as a part of a restocking program,,,,1,0,Expand herd,,Within the location,,,12000,Yes,
15002,4,0,6,2011,Dec-14,Cattle,Received as gifts,,,,5,0,Expand herd,,Within the district,,,60000,Yes,
15002,4,0,7,2011,Oct-14,Shoat,Loaned in/Borrowed,,,,11,11,Milking purposes,,Within the district,,,11000,Yes,
15002,4,0,8,2011,Nov-14,Shoat,Received as gifts,,,,7,0,Expand herd,,Within sub-location,,,14000,Yes,
15002,4,0,1,2011,Nov-14,Camel,Loaned in/Borrowed,,,,5,5,Expand herd,,Within the location,,,40000,Yes,
15002,7,,1,2020,Sep-15,Camel,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
15003,2,,1,2009,Dec-14,Camel,Purchased,,,,1,1,Expand herd,,Within the location,,20000,,,
15003,3,0,1,2010,Dec-14,Shoat,Purchased,,,,5,3,Expand herd,,Within the location,,,10000,Yes,
15003,4,0,1,2012,May-15,Shoat,Exchange,,,,17,15,Start herd,,Within sub-location,,,68000,Yes,
15003,6,0,1,2014,Dec-14,Shoat,Received as gifts,,,,5,5,Expand herd,,,.b,,12500,Yes,
15005,2,,1,2010,Apr-15,Camel,Exchange,,,,1,1,Expand herd,,Outside the district,,29000,,,
15005,3,0,1,2011,Jan-15,Shoat,Exchange,,,,2,1,Consumption,,Within the location,,,3000,Yes,
15005,3,0,2,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,1000,Yes,
15005,3,0,3,2011,Jun-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,,1200,Yes,
15005,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,6,3,Start herd,,Within the location,,,6000,Yes,
15005,6,0,2,2015,Jul-15,Camel,Purchased,,,,1,1,Restocking from loss,,,Small livestock market,,30000,Yes,
15005,6,0,5,2015,Aug-15,Shoat,Purchased,,,,3,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,9000,Yes,
15005,6,0,4,2015,Mar-15,Cattle,Purchased,,,,2,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
15005,6,0,3,2015,Feb-15,Cattle,Purchased,,,,2,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,40000,Yes,
15005,6,0,1,2015,Sep-15,Camel,Purchased,,,,1,0,Restocking from loss,,,Large livestock market (e.g Marsabit and Merille),,15000,Yes,
15005,7,,1,2020,Jul-15,Goat,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
15006,1,,1,2009,Apr-15,Cattle,Exchange,,,,1,1,Restocking from loss,,Within the location,,1000,,,
15006,3,0,1,2011,Mar-15,Camel,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,,0,No,
15006,3,0,2,2011,Mar-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,,0,No,
15006,3,0,4,2011,Jun-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,1500,Yes,
15006,3,0,3,2011,Mar-15,Shoat,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,,0,No,
15006,5,0,1,2013,Mar-15,Camel,Loaned in/Borrowed,,,,2,0,Cultural and traditional rites,,Within sub-location,,,120000,Yes,
15007,2,,1,2009,Dec-14,Cattle,Purchased,,,,2,0,Expand herd,,Within the location,,10000,,,
15007,2,,2,2010,Jan-15,Shoat,Purchased,,,,4,3,Expand herd,,Within the location,,2000,,,
15007,4,0,1,2012,Sep-15,Camel,Purchased,,,,1,1,Expand herd,,Within sub-location,,,20000,Yes,
15007,5,0,1,2013,Feb-15,Cattle,Exchange,,,,1,0,Diversify herd composition,,Within the location,,,15000,Yes,
15007,6,0,1,2015,Feb-15,Shoat,Purchased,,,,1,0,Expand herd,,,Small livestock market,,2000,Yes,
15008,5,0,1,2013,Jul-15,Cattle,Obtained as dowry,,,,1,1,Expand herd,,Within the location,,,30000,Yes,
15008,5,0,2,2013,May-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,2000,Yes,
15008,6,0,1,2015,May-15,Cattle,Received as gifts,,,,1,1,Expand herd,,,.b,,12000,Yes,
15009,1,,3,2009,Aug-15,Shoat,Obtained as dowry,,,,5,2,Cultural and traditional rites,,Within the location,,1000,,,
15009,1,,1,2009,Jun-15,Cattle,Obtained as dowry,,,,3,1,Cultural and traditional rites,,Within sub-location,,11000,,,
15009,1,,2,2009,Jun-15,Camel,Obtained as dowry,,,,2,2,Cultural and traditional rites,,Within sub-location,,10000,,,
15009,2,,2,2010,Jul-15,Shoat,Purchased,,,,8,5,Expand herd,,Within the location,,1200,,,
15009,2,,1,2010,Jul-15,Cattle,Purchased,,,,5,3,Expand herd,,Outside the district,,8000,,,
15009,3,0,1,2011,Jun-15,Cattle,Exchange,,,,1,0,Restocking from loss,,Within the location,,,10000,Yes,
15009,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,3,3,Expand herd,,Within the district,,,12000,Yes,
15009,5,0,2,2013,Jun-15,Cattle,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,15000,Yes,
15009,5,0,1,2013,Feb-15,Cattle,Obtained as dowry,,,,5,5,Cultural and traditional rites,,Within the location,,,60000,Yes,
15009,6,0,2,2014,Nov-14,Shoat,Purchased,,,,4,2,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,9500,Yes,
15009,6,0,1,2015,Apr-15,Cattle,Obtained as dowry,,,,3,0,Cultural and traditional rites,,,.b,,76500,Yes,
15009,6,0,3,2015,May-15,Shoat,Obtained as dowry,,,,5,5,Cultural and traditional rites,,,.b,,10000,Yes,
15010,3,0,1,2010,Oct-14,Cattle,Received as gifts,,,,2,2,Expand herd,,Within the district,,,30000,Yes,
15010,4,0,1,2012,Apr-15,Shoat,Purchased,,,,3,1,Expand herd,,Within the location,,,15000,Yes,
15012,3,0,1,2011,Jun-15,Camel,Received as gifts,,,,1,1,Expand herd,,Within the district,,,20000,Yes,
15012,4,0,1,2012,Apr-15,Shoat,Received as gifts,,,,8,5,Expand herd,,Within the location,,,20000,Yes,
15012,4,0,2,2012,Aug-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,1000,Yes,
15012,5,0,2,2013,May-15,Cattle,Exchange,,,,1,0,Expand herd,,Within the location,,,22000,Yes,
15012,5,0,3,2013,Jan-15,Shoat,Received as gifts,,,,2,2,Diversify herd composition,,Within the location,,,6000,Yes,
15012,5,0,1,2012,Dec-14,Camel,Loaned in/Borrowed,,,,1,1,Milking purposes,,Within the location,,,27000,Yes,
15012,5,0,4,2013,Aug-15,Shoat,Loaned in/Borrowed,,,,2,0,Expand herd,,Within the district,,,6200,Yes,
15013,4,0,1,2012,Sep-15,Camel,Exchange,,,,1,1,Start herd,,Within sub-location,,,40000,Yes,
15013,6,0,1,2015,Apr-15,Shoat,Received as gifts,,,,2,2,Expand herd,,,.b,,3500,Yes,
15014,1,,1,2009,Jan-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within the location,,900,,,
15014,1,,3,2009,Apr-15,Camel,Obtained as dowry,,,,1,1,Other (specify),,Within the location,,10000,,,
15014,1,,2,2009,Feb-15,Cattle,Obtained as dowry,,,,3,1,Cultural and traditional rites,,Within the location,,11000,,,
15014,2,,1,.a,.a,Shoat,Loaned in/Borrowed,,,,2,1,Expand herd,,Within the location,,500,,,
15014,3,0,1,2011,May-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,1500,Yes,
15014,4,0,1,2012,Mar-15,Shoat,Received as gifts,,,,2,0,Expand herd,,Within the location,,,3500,Yes,
15016,3,0,4,2011,Aug-15,Shoat,Exchange,,,,3,3,Milking purposes,,Within the location,,,6000,Yes,
15016,3,0,1,2010,Dec-14,Camel,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,30000,Yes,
15016,3,0,3,2011,Jun-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the location,,,6000,Yes,
15016,3,0,2,2011,Feb-15,Shoat,Loaned in/Borrowed,,,,2,2,Expand herd,,Within the location,,,4000,Yes,
15016,5,0,1,2013,Mar-15,Shoat,Received as gifts,,,,1,0,Cultural and traditional rites,,Within the district,,,2000,Yes,
15016,7,,1,2020,Jun-15,Cattle,Obtained as dowry,,,,1,,Other (specify),Ceremony,,,,,,1
15016,7,,1,2020,Jun-15,Camel,Obtained as dowry,,,,2,,Other (specify),Ceremony,,,,,,1
15018,5,0,1,2013,Apr-15,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the location,,,3000,Yes,
15018,6,0,2,2015,Aug-15,Shoat,Obtained as dowry,,,,2,0,Cultural and traditional rites,,,.b,,4000,Yes,
15018,6,0,1,2015,Feb-15,Shoat,Purchased,,,,4,0,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,6500,Yes,
15018,7,,1,2020,Dec-14,Goat,Purchased,,,,5,,Expand herd,,,,1800,9000,,1
15019,3,0,3,2010,Dec-14,Shoat,Purchased,,,,7,5,Expand herd,,Within the location,,,24000,Yes,
15019,3,0,1,2010,Oct-14,Camel,Received as gifts,,,,3,3,Diversify herd composition,,Within the location,,,45000,Yes,
15019,3,0,2,2011,Apr-15,Shoat,Purchased,,,,7,6,Expand herd,,Within the location,,,21000,Yes,
15019,4,0,3,2012,Jul-15,Cattle,Purchased,,,,1,0,Expand herd,,Within the location,,,18000,Yes,
15019,4,0,6,2012,Apr-15,Shoat,Exchange,,,,9,9,Expand herd,,Within sub-location,,,30000,Yes,
15019,4,0,1,2012,Aug-15,Camel,Exchange,,,,1,1,Milking purposes,,Within sub-location,,,30000,Yes,
15019,4,0,5,2012,Mar-15,Shoat,Exchange,,,,3,3,Expand herd,,Within sub-location,,,15000,Yes,
15019,4,0,7,2012,Mar-15,Shoat,Exchange,,,,5,5,Expand herd,,Within sub-location,,,15000,Yes,
15019,4,0,2,2012,Jul-15,Cattle,Other (specify),,,there own herded,3,3,Milking purposes,,Within the location,,,60000,Yes,
15019,4,0,4,2012,Mar-15,Cattle,Exchange,,,,2,0,Expand herd,,Within the location,,,30000,Yes,
15019,5,0,1,2013,Jan-15,Cattle,Exchange,,,,1,0,Expand herd,,Within sub-location,,,15000,Yes,
15019,5,0,3,2013,Aug-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within sub-location,,,6000,Yes,
15019,5,0,2,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,4,4,Diversify herd composition,,Within the location,,,12000,Yes,
15019,6,0,1,2015,Jan-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,,.b,,4000,Yes,
15020,3,0,1,2011,Jun-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,1700,Yes,
15020,4,0,1,2012,Aug-15,Cattle,Loaned in/Borrowed,,,,2,2,Milking purposes,,Within the district,,,50000,Yes,
15020,6,0,1,2015,Apr-15,Cattle,Purchased,,,,1,1,Restocking from loss,,,A livestock trader within the village,,24000,Yes,
15021,2,,1,2010,Sep-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the district,,1000,,,
15021,5,0,2,2013,Apr-15,Cattle,Loaned in/Borrowed,,,,2,0,Diversify herd composition,,Within sub-location,,,42000,Yes,
15021,5,0,1,2012,Dec-14,Cattle,Exchange,,,,2,2,Milking purposes,,Within sub-location,,,34000,Yes,
15021,5,0,4,2013,Sep-15,Shoat,Loaned in/Borrowed,,,,4,4,Diversify herd composition,,Within sub-location,,,13500,Yes,
15021,5,0,3,2013,Jul-15,Shoat,Loaned in/Borrowed,,,,5,4,Diversify herd composition,,Within sub-location,,,13000,Yes,
15021,7,,1,2020,Oct-14,Goat,Loaned in/Borrowed,,,,2,,Expand herd,,,,,,,1
15022,4,0,3,2012,Aug-15,Shoat,Other (specify),,,GIVEN BY AN NGO,2,1,Expand herd,,Within sub-location,,,6000,Yes,
15022,4,0,1,2011,Dec-14,Cattle,Received as gifts,,,,1,1,Start herd,,Within sub-location,,,30000,Yes,
15022,4,0,2,2012,Jun-15,Shoat,Received as gifts,,,,1,0,Consumption,,Within sub-location,,,3000,Yes,
15022,6,0,1,2015,Jul-15,Shoat,Purchased,,,,1,1,Restocking from loss,,,A livestock trader within the village,,1900,Yes,
15023,1,,1,2009,Feb-15,Camel,Received as gifts,,,,1,1,Restocking from loss,,Within the district,,15000,,,
15023,7,,1,2020,Aug-15,Goat,Loaned in/Borrowed,,,,1,,Expand herd,,,,,,,1
15024,3,0,2,2011,Mar-15,Shoat,Purchased,,,,2,2,Diversify herd composition,,Within the location,,,4000,Yes,
15024,3,0,1,2011,Feb-15,Camel,Received as gifts,,,,3,2,Expand herd,,Within the location,,,38000,Yes,
15024,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within the location,,,2000,Yes,
15024,6,0,1,2015,Aug-15,Shoat,Purchased,,,,4,0,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,6000,Yes,
15025,1,,4,2009,Jul-15,Shoat,Exchange,,,,1,0,Expand herd,,Within the district,,700,,,
15025,1,,1,2009,Jan-15,Shoat,Loaned in/Borrowed,,,,1,0,Restocking from loss,,Within sub-location,,500,,,
15025,1,,3,2009,Apr-15,Shoat,Received as gifts,,,,1,0,Restocking from loss,,Within the district,,900,,,
15025,1,,2,2009,Feb-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within the location,,1000,,,
15025,4,0,1,2012,Apr-15,Shoat,Loaned in/Borrowed,,,,2,2,Start herd,,Within sub-location,,,4000,Yes,
15025,4,0,2,2012,Jun-15,Shoat,Received as a part of a restocking program,,,,10,10,Other (specify),herd and given part of the stock,Within sub-location,,,20000,Yes,
15025,5,0,1,2013,May-15,Cattle,Loaned in/Borrowed,,,,1,1,Start herd,,Within the location,,,25000,Yes,
15025,7,,1,2020,Oct-14,Sheep,Received as gifts,,,,1,,Cultural and traditional rites,,,,,,,1
15026,5,0,1,2012,Dec-14,Cattle,Exchange,,,,1,1,Expand herd,,Within sub-location,,,14000,Yes,
