hhid,round,comment,offtakeevent,s6q36a,s6q36b,s6q37,s6q38,s6q38b,s6q38c,s6q38d,s6q39,s6q40,s6q41,s6q41b,s6q41b16,s6q42,s6q42_r6,s6q43,s6q43b,s6q43c,s6q43d
14014,1,,7,2009,April,Goat/Sheep,Sold,,,,4,2,For regular cash/income,,,Within the location,,1000,,,
14014,1,,3,2008,December,Cattle,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,8500,,,
14014,1,,8,2009,May,Goat/Sheep,Sold,,,,6,2,For regular cash/income,,,Within the location,,950,,,
14014,1,,2,2008,November,Goat/Sheep,Sold,,,,8,1,For regular cash/income,,,Within the sub-location,,1100,,,
14014,1,,5,2009,February,Goat/Sheep,Sold,,,,6,2,For regular cash/income,,,Within the location,,1100,,,
14014,1,,4,2009,January,Cattle,Sold,,,,5,0,For regular cash/income,,,Within the location,,8600,,,
14014,2,,1,2010,September,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the district,,13000,,,
14014,3,0,1,2011,February,Goat/Sheep,Sold,,,,3,1,For regular cash/income,,,Within the sub-location,,,7500,Yes,
14014,4,0,2,2012,April,Goat/Sheep,Exchange,,,,1,1,Help others in bad times,,,Within the sub-location,,,2000,Yes,
14014,4,0,1,2012,January,Goat/Sheep,Loaned,,,,2,2,School fees/sick child/other consumption,,,Within the location,,,4000,Yes,
14014,5,0,2,2013,August,Goat/Sheep,Sold,,,,4,0,School fees/sick child/other consumption,,,Within the location,,,11200,Yes,
14014,5,0,1,2013,August,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,12000,Yes,
14014,6,0,1,2015,March,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,4000,Yes,
14014,6,0,2,2015,September,Goat/Sheep,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,9000,Yes,
14015,4,0,1,2012,August,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,18000,Yes,
14015,5,0,1,2013,January,Goat/Sheep,Sold,,,,5,4,School fees/sick child/other consumption,,,Within the location,,,10700,Yes,
14015,6,0,2,2015,March,Goat/Sheep,Sold,,,,6,0,School fees/sick child/other consumption,,,,A livestock trader passing by my village,,18000,Yes,
14015,6,0,1,2014,October,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,,A livestock trader within the village,,16000,Yes,
14015,6,0,3,2014,October,Goat/Sheep,Sold,,,,10,8,School fees/sick child/other consumption,,,,A livestock trader within the village,,20000,Yes,
14015,7,,1,2020,August,Goat,Sold,,,,3,,For regular cash/income,,,,,1566.666626,4700,,2
14015,7,,2,2020,December,Goat,Hirb (animals givendue to loss),,,,3,,Cultural reasons/dowry,,,,,,,,2
14016,1,,4,2009,July,Goat/Sheep,Hirb (animals givendue to loss),,,,5,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,500,,,
14016,1,,2,2009,April,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,700,,,
14016,1,,6,2009,September,Goat/Sheep,Hirb (animals givendue to loss),,,,4,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,400,,,
14016,1,,1,2009,February,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,7000,,,
14016,1,,5,2009,August,Goat/Sheep,Hirb (animals givendue to loss),,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,400,,,
14016,1,,3,2009,May,Goat/Sheep,Sold,,,,1,0,Spread risks of loss,,,Within the sub-location,,600,,,
14016,2,,3,2009,November,Goat/Sheep,Other (specify),Dowery,,,3,0,Cultural reasons/dowry,,,Within the district,,4000,,,
14016,2,,2,2009,November,Camel,Other (specify),Dowry,,,1,1,Cultural reasons/dowry,,,Within the district,,35000,,,
14016,2,,1,2009,November,Cattle,Other (specify),Dowry,,,2,1,Cultural reasons/dowry,,,Within the district,,15000,,,
14016,3,0,3,2010,November,Goat/Sheep,Gave as gifts,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,1000,Yes,
14016,3,0,1,2011,April,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,1500,Yes,
14016,3,0,2,2010,December,Goat/Sheep,Gave as gifts,,,,3,2,For regular cash/income,,,Within the sub-location,,,2000,Yes,
14016,4,0,1,2012,July,Cattle,Exchange,,,,1,0,Other (specify),TO OBTAIN OTHER LIVESTOCK.,,Within the location,,,25000,Yes,
14016,4,0,3,2012,April,Goat/Sheep,Gave as gifts,,,,3,1,Cultural reasons/dowry,,,Within the location,,,6000,Yes,
14016,4,0,4,2011,December,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,25000,Yes,
14016,4,0,2,2012,January,Goat/Sheep,Sold,,,,5,0,School fees/sick child/other consumption,,,Within the location,,,10000,Yes,
14016,7,,1,2020,April,Sheep,Sold,,,,3,,School fees/sick child/other consumption,,,,,3000,9000,,1
14016,7,,1,2020,April,Goat,Sold,,,,4,,School fees/sick child/other consumption,,,,,1250,5000,,1
14017,2,,1,2010,September,Goat/Sheep,Gave as gifts,,,,9,1,Cultural reasons/dowry,,,Within the district,,1250,,,
14017,3,0,2,2011,January,Goat/Sheep,Gave as gifts,,,,1,1,For regular cash/income,,,Within the sub-location,,,2000,No,
14017,3,0,1,2010,December,Cattle,Sold,,,,4,2,For regular cash/income,,,Within the sub-location,,,80000,Yes,
14017,4,0,1,2012,September,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,2500,Yes,
14017,5,0,1,2013,May,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,16000,Yes,
14017,5,0,2,2013,June,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,5300,Yes,
14017,5,0,3,2013,September,Goat/Sheep,Sold,,,,4,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,8000,Yes,
14017,6,0,1,2015,September,Cattle,Sold,,,,2,0,School fees/sick child/other consumption,,,,A livestock trader passing by my village,,36000,Yes,
14018,2,,1,2010,June,Goat/Sheep,Pay debt,,,,1,0,Pay debt,,,Within the sub-location,,2200,,,
14018,3,0,1,2010,November,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,1500,Yes,
14018,4,0,4,2012,September,Cattle,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the location,,,20000,Yes,
14018,4,0,1,2012,September,Cattle,Exchange,,,,1,0,Other (specify),OBTAINED OTHER LIVESTOCK.,,Within the district,,,25000,Yes,
14018,4,0,3,2012,March,Goat/Sheep,Gave as gifts,,,,4,2,Pay debt,,,Within the location,,,8000,Yes,
14018,4,0,2,2012,August,Goat/Sheep,Sold,,,,6,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,28000,Yes,
14018,5,0,2,2013,September,Goat/Sheep,Sold,,,,36,27,School fees/sick child/other consumption,,,Within the sub-location,,,79000,Yes,
14018,5,0,1,2013,March,Cattle,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,15000,Yes,
14018,6,0,1,2014,October,Goat/Sheep,Sold,,,,10,10,School fees/sick child/other consumption,,,,A livestock trader within the village,,30000,Yes,
14018,7,,1,2020,December,Cattle,Gave as dowry,,,,1,,Cultural reasons/dowry,,,,,,,,1
14019,5,0,1,2013,January,Cattle,Exchange,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,22000,Yes,
14019,7,,4,2020,November,Goat,Gave as gifts,,,,15,,Cultural reasons/dowry,,,,,,,,4
14019,7,,1,2019,January,Goat,Gave as gifts,,,,15,,Cultural reasons/dowry,,,,,,,,4
14019,7,,3,2020,June,Goat,Gave as gifts,,,,15,,Cultural reasons/dowry,,,,,,,,4
14019,7,,2,2020,May,Goat,Gave as gifts,,,,15,,Cultural reasons/dowry,,,,,,,,4
14020,4,0,1,2012,March,Goat/Sheep,Exchange,,,,5,5,Cultural reasons/dowry,,,Within the sub-location,,,10000,No,
14020,5,0,1,2013,July,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the location,,,15000,Yes,
14020,6,0,2,2015,September,Goat/Sheep,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,6000,Yes,
14020,6,0,1,2015,February,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,18000,Yes,
14021,5,0,1,2013,April,Goat/Sheep,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,3600,Yes,
14021,6,0,1,2014,October,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,A livestock trader within the village,,3000,Yes,
14024,1,,2,2009,March,Goat/Sheep,Sold,,,,15,0,School fees/sick child/other consumption,,,Within the location,,1000,,,
14024,1,,4,2009,May,Goat/Sheep,Sold,,,,11,0,School fees/sick child/other consumption,,,Within the sub-location,,800,,,
14024,1,,3,2009,April,Goat/Sheep,Sold,,,,8,0,School fees/sick child/other consumption,,,Within the sub-location,,1000,,,
14024,1,,1,2009,January,Goat/Sheep,Sold,,,,10,0,School fees/sick child/other consumption,,,Within the sub-location,,1000,,,
14024,2,,2,2010,April,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the location,,2500,,,
14024,2,,1,2009,October,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the location,,2000,,,
14024,4,0,2,2012,August,Goat/Sheep,Exchange,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,1500,Yes,
14024,4,0,1,2012,March,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the district,,,4000,Yes,
14024,5,0,1,2013,July,Cattle,Exchange,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,25000,Yes,
14024,5,0,3,2013,April,Goat/Sheep,Sold,,,,3,0,School fees/sick child/other consumption,,,Within the location,,,5500,Yes,
14024,5,0,2,2012,December,Goat/Sheep,Sold,,,,4,3,For regular cash/income,,,Within the location,,,8500,Yes,
14024,6,0,1,2015,March,Cattle,Pay debt,,,,3,2,Help others in bad times,,,,,,90000,Yes,
14024,6,0,2,2014,December,Goat/Sheep,Hirb (animals givendue to loss),,,,6,3,Cultural reasons/dowry,,,,,,12000,Yes,
14024,7,,1,2020,May,Cattle,Gave as dowry,,,,8,,Cultural reasons/dowry,,,,,,,,1
14027,3,0,1,2011,March,Goat/Sheep,Sold,,,,35,30,For regular cash/income,,,Within the location,,,37000,Yes,
14027,3,0,3,2011,April,Cattle,Exchange,,,,1,1,Cultural reasons/dowry,,,Within the location,,,20000,Yes,
14027,3,0,2,2011,July,Goat/Sheep,Loaned,,,,5,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,7500,Yes,
14027,4,0,1,2012,July,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,,2500,Yes,
14027,5,0,1,2012,December,Cattle,Exchange,,,,2,0,For regular cash/income,,,Within the location,,,40000,Yes,
14027,5,0,2,2013,April,Goat/Sheep,Sold,,,,10,0,For regular cash/income,,,Within the location,,,45000,Yes,
14027,7,,2,2020,August,Goat,Gave as gifts,,,,9,,Help others in bad times,,,,,,,,2
14027,7,,1,2019,January,Goat,Sold,,,,9,,Pay debt,,,,,2744.444336,24700,,2
14028,1,,1,2009,January,Goat/Sheep,Gave as gifts,,,,3,1,Help others in bad times,,,Within the sub-location,,700,,,
14028,3,0,1,2011,March,Goat/Sheep,Gave as gifts,,,,6,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,9000,Yes,
14028,4,0,2,2011,December,Goat/Sheep,Sold,,,,3,0,School fees/sick child/other consumption,,,Within the sub-location,,,6000,Yes,
14028,4,0,1,2012,February,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the location,,,8000,Yes,
14028,4,0,3,2012,August,Goat/Sheep,Loaned,,,,1,0,For regular cash/income,,,Within the sub-location,,,2000,Yes,
14028,6,0,4,2015,September,Goat/Sheep,Sold,,,,1,0,Help others in bad times,,,,A livestock trader within the village,,1700,Yes,
14028,6,0,2,2015,March,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,8000,Yes,
14028,6,0,3,2015,June,Goat/Sheep,Sold,,,,1,0,Weak/poor performance,,,,A livestock trader passing by my village,,1500,Yes,
14028,6,0,1,2014,December,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,,A livestock trader within the village,,4000,Yes,
14030,6,0,2,2015,March,Goat/Sheep,Hirb (animals givendue to loss),,,,1,0,Cultural reasons/dowry,,,,,,2500,Yes,
14030,6,0,1,2015,March,Camel,Hirb (animals givendue to loss),,,,1,0,Cultural reasons/dowry,,,,,,40000,Yes,
14030,6,0,3,2015,June,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,4000,Yes,
14031,3,0,1,2011,March,Goat/Sheep,Sold,,,,4,4,School fees/sick child/other consumption,,,Within the location,,,8800,Yes,
14031,3,0,2,2011,September,Goat/Sheep,Gave as gifts,,,,2,1,Help others in bad times,,,Within the location,,,4200,Yes,
14031,4,0,1,2012,March,Goat/Sheep,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,9000,Yes,
14031,4,0,2,2012,August,Goat/Sheep,Sold,,,,2,2,Help others in bad times,,,Within the district,,,7000,Yes,
14031,5,0,1,2013,July,Camel,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,32000,Yes,
14031,5,0,2,2013,March,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,2500,Yes,
14033,4,0,3,2012,March,Goat/Sheep,Loaned,,,,5,5,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,12500,Yes,
14033,4,0,1,2012,February,Goat/Sheep,Sold,,,,5,3,Pay debt,,,Within the sub-location,,,14000,Yes,
14033,4,0,2,2012,June,Goat/Sheep,Gave as gifts,,,,2,2,Help others in bad times,,,Within the sub-location,,,5000,Yes,
14033,4,0,4,2012,August,Goat/Sheep,Loaned,,,,10,10,Cultural reasons/dowry,,,Within the location,,,25000,Yes,
14033,6,0,2,2014,November,Goat/Sheep,Sold,,,,5,3,For regular cash/income,,,,A livestock trader within the village,,17500,Yes,
14033,6,0,1,2014,October,Goat/Sheep,Sold,,,,5,2,For regular cash/income,,,,A livestock trader passing by my village,,17500,Yes,
14033,6,0,3,2015,August,Goat/Sheep,Sold,,,,5,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,7500,Yes,
14035,1,,2,2009,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,600,,,
14035,1,,1,2008,November,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,700,,,
14035,4,0,1,2011,December,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,,6000,Yes,
14035,4,0,4,2012,July,Goat/Sheep,Sold,,,,4,4,Weak/poor performance,,,Within the location,,,12000,Yes,
14035,4,0,3,2012,March,Goat/Sheep,Sold,,,,3,3,School fees/sick child/other consumption,,,Within the location,,,9000,Yes,
14035,4,0,2,2012,February,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the location,,,3000,Yes,
14035,5,0,1,2013,September,Goat/Sheep,Sold,,,,2,2,School fees/sick child/other consumption,,,Within the sub-location,,,2200,Yes,
14035,5,0,2,2013,August,Goat/Sheep,Sold,,,,6,6,School fees/sick child/other consumption,,,Within the sub-location,,,18000,Yes,
14037,3,0,1,2011,March,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,5700,Yes,
14037,4,0,2,2012,August,Camel,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Within the location,,,4000,Yes,
14037,4,0,1,2012,June,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,45000,Yes,
14037,5,0,1,2013,August,Goat/Sheep,Sold,,,,4,4,Help others in bad times,,,Within the location,,,14000,Yes,
14037,5,0,2,2013,July,Goat/Sheep,Gave as gifts,,,,2,1,Cultural reasons/dowry,,,Within the location,,,6000,Yes,
14037,6,0,1,2014,October,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,A livestock trader passing by my village,,3000,Yes,
14038,1,,1,2009,August,Goat/Sheep,Gave as gifts,,,,1,0,Help others in bad times,,,Within the sub-location,,500,,,
14038,3,0,1,2011,August,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the location,,,4000,Yes,
14038,6,0,1,2014,December,Goat/Sheep,Sold,,,,12,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,48000,Yes,
14038,7,,2,2020,August,Goat,Pay debt,,,,30,,Pay debt,,,,,,,,3
14038,7,,1,2020,April,Goat,Gave as dowry,,,,30,,Cultural reasons/dowry,,,,,,,,3
14038,7,,3,2020,December,Goat,Gave as gifts,,,,30,,Help others in bad times,,,,,,,,3
14039,3,0,1,2011,February,Goat/Sheep,Sold,,,,3,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,9000,Yes,
14039,4,0,1,2012,May,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,,3200,Yes,
14040,3,0,1,2011,August,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,2800,Yes,
14040,4,0,3,2012,August,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,2700,Yes,
14040,4,0,2,2012,August,Goat/Sheep,Gave as gifts,,,,4,4,Cultural reasons/dowry,,,Within the location,,,12000,Yes,
14040,4,0,1,2012,February,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,6100,Yes,
14040,5,0,1,2012,December,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,3700,Yes,
14040,5,0,2,2013,August,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,2700,Yes,
14040,6,0,1,2015,January,Goat/Sheep,Sold,,,,3,0,Weak/poor performance,,,,A livestock trader passing by my village,,4500,Yes,
14041,1,,1,2008,October,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14041,1,,4,2009,May,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14041,1,,2,2008,December,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,700,,,
14041,1,,3,2009,February,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
14041,2,,3,2010,April,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,1500,,,
14041,2,,2,2010,February,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,1200,,,
14041,2,,1,2010,June,Camel,Sold,,,,1,0,For regular cash/income,,,Within the location,,15000,,,
14041,3,0,1,2011,February,Goat/Sheep,Pay debt,,,,2,2,Cultural reasons/dowry,,,Within the sub-location,,,3500,Yes,
14041,4,0,1,2011,November,Goat/Sheep,Sold,,,,5,0,Help others in bad times,,,Within the location,,,12500,Yes,
14041,4,0,4,2012,September,Goat/Sheep,Sold,,,,4,4,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,12000,Yes,
14041,4,0,2,2012,March,Goat/Sheep,Sold,,,,3,0,School fees/sick child/other consumption,,,Within the sub-location,,,6000,Yes,
14041,4,0,3,2012,August,Goat/Sheep,Gave as gifts,,,,5,5,Help others in bad times,,,Within the location,,,14000,Yes,
14041,5,0,2,2013,May,Goat/Sheep,Gave as gifts,,,,2,2,Cultural reasons/dowry,,,Within the location,,,5600,Yes,
14041,5,0,1,2012,November,Goat/Sheep,Sold,,,,4,3,For regular cash/income,,,Within the location,,,13500,Yes,
14041,5,0,3,2013,September,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,4500,Yes,
14041,6,0,1,2014,December,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,,A livestock trader passing by my village,,6000,Yes,
14043,1,,1,2009,February,Goat/Sheep,Sold,,,,5,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,600,,,
14043,3,0,1,2011,August,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,4500,Yes,
14043,4,0,3,2012,September,Goat/Sheep,Pay debt,,,,3,2,Pay debt,,,Within the district,,,6000,No,
14043,4,0,1,2012,August,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,7000,Yes,
14043,4,0,2,2011,December,Goat/Sheep,Gave as gifts,,,,2,2,Cultural reasons/dowry,,,Within the location,,,4000,Yes,
14043,5,0,1,2013,September,Goat/Sheep,Sold,,,,3,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,6800,Yes,
14043,6,0,1,2014,December,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,4000,Yes,
14043,7,,1,2020,April,Goat,Sold,,,,2,,School fees/sick child/other consumption,,,,,3500,7000,,1
14043,7,,1,2020,April,Sheep,Sold,,,,2,,School fees/sick child/other consumption,,,,,4000,8000,,1
14044,1,,1,2008,October,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
14044,4,0,1,2011,December,Camel,Sold,,,,1,0,Cultural reasons/dowry,,,Within the location,,,40000,Yes,
14044,4,0,3,2012,February,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3000,Yes,
14044,4,0,5,2012,August,Goat/Sheep,Gave as gifts,,,,2,0,Help others in bad times,,,Within the sub-location,,,6000,Yes,
14044,4,0,4,2012,May,Camel,Pay debt,,,,1,0,School fees/sick child/other consumption,,,Within the location,,,40000,Yes,
14044,4,0,6,2012,September,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,3000,Yes,
14044,4,0,2,2012,February,Camel,Hirb (animals givendue to loss),,,,1,1,Spread risks of loss,,,Within the location,,,40000,Yes,
14044,5,0,5,2013,January,Goat/Sheep,Gave as gifts,,,,2,2,Help others in bad times,,,Within the location,,,8000,Yes,
14044,5,0,3,2013,June,Goat/Sheep,Sold,,,,3,2,For regular cash/income,,,Within the sub-location,,,10800,Yes,
14044,5,0,4,2013,March,Goat/Sheep,Pay debt,,,,5,2,Pay debt,,,Within the location,,,17500,Yes,
14044,5,0,1,2013,February,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,37000,Yes,
14044,5,0,2,2012,December,Cattle,Loaned,,,,2,1,Help others in bad times,,,Within the location,,,75000,Yes,
14044,6,0,2,2015,September,Cattle,Sold,,,,2,1,School fees/sick child/other consumption,,,,Large livestock market (e.g Marsabit and Merille),,60000,Yes,
14044,6,0,5,2015,March,Goat/Sheep,Sold,,,,4,1,Cultural reasons/dowry,,,,Small livestock market,,8000,Yes,
14044,6,0,1,2014,October,Cattle,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,18000,Yes,
14044,6,0,6,2014,October,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,,Small livestock market,,6000,Yes,
14044,6,0,3,2015,February,Goat/Sheep,Sold,,,,6,3,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,15000,Yes,
14044,6,0,4,2015,September,Goat/Sheep,Sold,,,,8,2,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,24000,Yes,
14044,7,,1,2020,October,Goat,Sold,,,,2,,For regular cash/income,,,,,1500,3000,,2
14044,7,,2,2020,December,Goat,Sold,,,,2,,Coping with drought (need money to buy food/necessities duing drought),,,,,1750,3500,,2
14045,1,,2,2008,November,Goat/Sheep,Gave as gifts,,,,2,2,Help others in bad times,,,Within the sub-location,,300,,,
14045,1,,1,2008,October,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,600,,,
14045,3,0,1,2011,August,Goat/Sheep,Gave as gifts,,,,3,2,Cultural reasons/dowry,,,Within the sub-location,,,7500,Yes,
14045,4,0,3,2011,November,Goat/Sheep,Pay debt,,,,3,2,Cultural reasons/dowry,,,Within the district,,,6000,Yes,
14045,4,0,2,2012,September,Goat/Sheep,Sold,,,,5,2,Help others in bad times,,,Within the district,,,19000,Yes,
14045,4,0,1,2012,March,Cattle,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,35000,Yes,
14045,5,0,1,2013,January,Goat/Sheep,Exchange,,,,20,20,Cultural reasons/dowry,,,Within the sub-location,,,25000,Yes,
14045,5,0,2,2013,August,Goat/Sheep,Sold,,,,22,7,School fees/sick child/other consumption,,,Within the sub-location,,,30000,Yes,
14045,6,0,3,2015,September,Goat/Sheep,Sold,,,,10,4,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,18000,Yes,
14045,6,0,1,2015,April,Goat/Sheep,Sold,,,,10,6,Cultural reasons/dowry,,,,A livestock trader within the village,,25000,Yes,
14045,6,0,2,2015,August,Goat/Sheep,Sold,,,,9,3,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,16200,Yes,
14046,3,0,1,2010,December,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,,3000,Yes,
14046,5,0,1,2013,June,Goat/Sheep,Sold,,,,3,1,School fees/sick child/other consumption,,,Within the sub-location,,,11500,Yes,
14046,6,0,1,2015,August,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,,A livestock trader within the village,,4000,Yes,
14048,1,,2,2009,July,Goat/Sheep,Pay debt,,,,3,0,Pay debt,,,Within the sub-location,,700,,,
14048,1,,1,2008,December,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
14048,5,0,3,2013,September,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,2500,Yes,
14048,5,0,2,2012,December,Goat/Sheep,Gave as gifts,,,,1,0,Help others in bad times,,,Within the location,,,3500,Yes,
14048,5,0,1,2013,July,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,,9000,Yes,
14048,6,0,2,2014,December,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,40000,Yes,
14048,6,0,3,2015,June,Goat/Sheep,Sold,,,,6,6,Help others in bad times,,,,A livestock trader within the village,,9000,Yes,
14048,6,0,1,2014,October,Goat/Sheep,Sold,,,,8,4,For regular cash/income,,,,A livestock trader within the village,,12000,Yes,
14049,1,,1,2009,October,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
14049,3,0,1,2011,July,Goat/Sheep,Pay debt,,,,2,2,Cultural reasons/dowry,,,Within the sub-location,,,3000,Yes,
