hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
4010,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,3
4010,7,,2020,9,Goat,3, Household consumption,,3,,7000,2
4010,7,,2020,5,Goat,3, Ceremony/guests,,3,,7000,1
4010,7,,2020,8,Goat,3, Household consumption,,3,,7000,3
4011,1,,2009,9,Goat/Sheep,8, Animals would have died,,,,,1
4011,2,,2010,3,Goat/Sheep,2, Household consumption,,,,,1
4011,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,1
4011,5,0,2013,7,Goat/Sheep,2, Household consumption,,,,,2
4011,6,0,2015,5,Goat/Sheep,1, Household consumption,,,,,1
4011,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4011,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,3
4011,7,,2020,6,Sheep,1, Ceremony/guests,,1,,2000,1
4011,7,,2019,3,Goat,1, Animals would have died,,1,,3000,1
4013,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
4013,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,7
4013,1,,2009,5,Goat/Sheep,2, Household consumption,,,,,3
4013,1,,2009,6,Goat/Sheep,10, Animals would have died,,,,,4
4013,1,,2009,8,Goat/Sheep,17, Animals would have died,,,,,6
4013,1,,2009,7,Goat/Sheep,20, Animals would have died,,,,,5
4013,1,,2008,10,Goat/Sheep,3, Ceremony/guests,,,,,1
4013,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,2
4013,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,1
4013,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,3
4013,3,0,2011,6,Goat/Sheep,6, Ceremony/guests,,,,,1
4013,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4013,4,0,2012,3,Goat/Sheep,3, Household consumption,,,,,1
4013,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4013,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,1
4014,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
4014,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,4
4014,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,5
4014,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
4014,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,3
4014,2,,2010,4,Goat/Sheep,2, Ceremony/guests,,,,,3
4014,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,1
4014,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,2
4014,2,,2010,8,Goat/Sheep,2, Household consumption,,,,,5
4014,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,4
4014,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
4014,4,0,2012,2,Goat/Sheep,5, Household consumption,,,,,2
4014,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,4
4014,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,3
4014,4,0,2011,12,Goat/Sheep,3, Ceremony/guests,,,,,1
4014,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,2
4014,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,3
4014,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4014,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,4
4014,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,3
4014,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,2
4014,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
4014,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,4
4014,7,,2020,5,Sheep,8, Household consumption,,5,,3000,2
4014,7,,2019,2,Sheep,8, Household consumption,,5,,7000,1
4014,7,,2020,7,Sheep,8, Ceremony/guests,,5,,2000,3
4014,7,,2020,12,Sheep,8, Household consumption,,5,,10000,4
4014,7,,2020,12,Sheep,8, Ceremony/guests,,5,,2000,5
4015,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4015,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,3
4015,1,,2009,7,Goat/Sheep,4, Animals would have died,,,,,4
4015,1,,2008,10,Goat/Sheep,1, Household consumption,,,,,1
4016,1,,2008,10,Goat/Sheep,2, Household consumption,,,,,1
4016,1,,2009,2,Goat/Sheep,4, Household consumption,,,,,2
4019,2,,2010,6,Goat/Sheep,2, Household consumption,,,,,1
4019,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,1
4019,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4019,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
4019,7,,2020,7,Sheep,2, Ceremony/guests,,1,,2500,1
4020,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,1
4020,1,,2009,10,Goat/Sheep,2, Ceremony/guests,,,,,2
4020,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,3
4020,2,,2010,1,Goat/Sheep,1, Household consumption,,,,,1
4020,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,2
4020,3,0,2011,8,Goat/Sheep,5, Ceremony/guests,,,,,1
4020,3,0,.a,.a,Goat/Sheep,2, Household consumption,,,,,2
4020,4,0,2012,9,Goat/Sheep,2, Household consumption,,,,,1
4020,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4020,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4020,6,0,2015,9,Goat/Sheep,1,For sale,,,,,2
4020,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,1
4020,7,,2020,6,Goat,6, Ceremony/guests,,3,,14000,1
4020,7,,2020,8,Goat,6, Household consumption,,3,,14000,2
4020,7,,2020,12,Goat,6, Ceremony/guests,,3,,14000,3
4021,1,,2009,4,Goat/Sheep,1, Ceremony/guests,,,,,3
4021,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
4021,1,,2008,10,Goat/Sheep,1, Household consumption,,,,,1
4021,1,,2009,9,Goat/Sheep,4, Animals would have died,,,,,4
4021,2,,2010,8,Goat/Sheep,2, Household consumption,,,,,1
4021,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,2
4021,3,0,2011,7,Goat/Sheep,8, Ceremony/guests,,,,,1
4021,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,1
4021,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,2
4021,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,1
4021,7,,2020,12,Sheep,2, Household consumption,,2,,3000,2
4021,7,,2020,4,Sheep,2, Household consumption,,2,,2500,1
4022,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,2
4022,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,1
4022,1,,2009,9,Goat/Sheep,14, Animals would have died,,,,,3
4022,3,0,2011,7,Goat/Sheep,4, Ceremony/guests,,,,,1
4022,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,2
4022,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,1
4023,1,,2009,9,Goat/Sheep,2,For sale,,,,,1
4023,1,,2009,9,Goat/Sheep,14, Animals would have died,,,,,2
4023,2,,.a,.a, Cattle,1, Ceremony/guests,,,,,1
4023,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,2
4023,4,0,2012,5,Goat/Sheep,2, Household consumption,,,,,1
4023,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4023,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4023,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4023,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
4023,6,0,2015,3,Goat/Sheep,2, Household consumption,,,,,1
4023,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,2
4024,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,1
4024,4,0,2012,6,Goat/Sheep,2, Household consumption,,,,,2
4024,4,0,2012,1,Goat/Sheep,2, Ceremony/guests,,,,,1
4024,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4024,5,0,2013,8,Goat/Sheep,2, Household consumption,,,,,3
4024,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4024,6,0,2015,4,Goat/Sheep,2, Household consumption,,,,,4
4024,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,7
4024,6,0,2015,8,Goat/Sheep,2, Ceremony/guests,,,,,6
4024,6,0,2014,11,Goat/Sheep,2, Household consumption,,,,,1
4024,6,0,2015,6,Goat/Sheep,3, Ceremony/guests,,,,,5
4024,6,0,2015,1,Goat/Sheep,1, Household consumption,,,,,2
4024,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,3
4025,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,1
4025,3,0,2011,9,Goat/Sheep,1, Ceremony/guests,,,,,2
4025,3,0,2011,2,Goat/Sheep,1, Household consumption,,,,,1
4025,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,2
4025,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,1
4026,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,2
4026,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,1
4026,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,1
4026,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
4027,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
4027,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,3
4027,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4027,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4028,1,,2009,10,Goat/Sheep,1, Household consumption,,,,,2
4028,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,1
4028,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
4028,3,0,2011,5,Goat/Sheep,4, Ceremony/guests,,,,,1
4028,4,0,2012,1,Goat/Sheep,2, Household consumption,,,,,1
4028,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4028,6,0,2015,4,Goat/Sheep,1, Ceremony/guests,,,,,2
4028,6,0,2015,1,Goat/Sheep,1, Household consumption,,,,,1
4028,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,3
4028,7,,2020,8,Sheep,2, Household consumption,,2,,3400,1
4028,7,,2020,10,Sheep,2, Ceremony/guests,,2,,4000,2
4029,1,,2009,8,Goat/Sheep,1,For sale,,,,,1
4029,4,0,2012,3,Goat/Sheep,2, Household consumption,,,,,2
4029,4,0,2011,12,Goat/Sheep,3, Household consumption,,,,,1
4029,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,3
4029,7,,2020,4,Goat,3, Household consumption,,3,,2500,1
4029,7,,2020,8,Goat,3, Household consumption,,3,,2800,2
4029,7,,2020,11,Goat,3, Ceremony/guests,,3,,3000,3
4030,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,1
4030,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,1
4030,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,1
4030,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,2
4030,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,2
4030,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
4030,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,2
4030,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4030,5,0,2013,6,Goat/Sheep,2, Household consumption,,,,,4
4030,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,3
4030,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,3
4030,6,0,2015,4,Goat/Sheep,1, Ceremony/guests,,,,,2
4030,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
4030,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,4
4030,7,,2020,12,Sheep,2, Household consumption,,2,,3500,2
4030,7,,2020,5,Sheep,2, Household consumption,,2,,3000,1
4031,7,,2020,4,Goat,1,For sale,,1,3400,,1
4032,1,,2009,6,Goat/Sheep,14, Animals would have died,,,,,1
4032,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,2
4032,3,0,2011,6,Goat/Sheep,1, Household consumption,,,,,1
4032,3,0,2011,8,Goat/Sheep,3, Ceremony/guests,,,,,2
4032,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4032,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4032,7,,2020,12,Goat,5, Ceremony/guests,,1,,28000,1
4033,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,1
4035,1,,2009,7,Goat/Sheep,25, Animals would have died,,,,,2
4035,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,1
4035,2,,2010,8,Goat/Sheep,7, Ceremony/guests,,,,,2
4035,2,,2010,8, Cattle,1, Ceremony/guests,,,,,1
4035,3,0,2011,8,Goat/Sheep,3,For sale,,,,,1
4035,4,0,2012,6,Goat/Sheep,3, Household consumption,,,,,2
4035,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,3
4035,4,0,2012,2,Goat/Sheep,6, Household consumption,,,,,1
4035,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,1
4035,5,0,2013,6,Goat/Sheep,3, Ceremony/guests,,,,,2
4035,7,,2020,5,Goat,7,For sale,,2,17000,,1
4035,7,,2020,8,Goat,7,For sale,,2,13000,,2
4036,1,,2009,9,Goat/Sheep,2, Household consumption,,,,,1
4037,2,,2010,7,Goat/Sheep,3, Household consumption,,,,,1
4037,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
4037,5,0,2013,8,Goat/Sheep,1,For sale,,,,,1
4037,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,1
4038,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,1
4038,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
4038,4,0,2012,9,Goat/Sheep,1, Ceremony/guests,,,,,2
4038,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,1
4038,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,3
4038,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,1
4038,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
4038,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,5
4038,5,0,2013,8,Goat/Sheep,2, Ceremony/guests,,,,,4
4038,7,,2019,2,Goat,2, Household consumption,,2,,4500,1
4038,7,,2020,12,Goat,2,For sale,,2,4000,,2
4039,1,,2009,5,Goat/Sheep,2, Household consumption,,,,,3
4039,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,4
4039,1,,2008,10,Goat/Sheep,3, Household consumption,,,,,1
4039,1,,2009,2,Goat/Sheep,1, Household consumption,,,,,2
4039,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,2
4039,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4039,2,,2009,10,Goat/Sheep,1, Ceremony/guests,,,,,3
4039,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,4
4039,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,3
4039,4,0,2012,2,Goat/Sheep,2, Household consumption,,,,,2
4039,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,1
4039,4,0,2012,5,Goat/Sheep,1, Animals would have died,,,,,4
4039,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,5
4039,4,0,2012,9,Goat/Sheep,3, Household consumption,,,,,6
4039,5,0,2013,6,Goat/Sheep,1, Household consumption,,,,,4
4039,5,0,2013,2,Goat/Sheep,2, Household consumption,,,,,2
4039,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,3
4039,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,1
4039,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,5
4039,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,4
4039,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
4039,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,2
4039,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,3
4039,7,,2020,4,Goat,1, Household consumption,,1,,2500,1
4039,7,,2020,11,Sheep,2, Household consumption,,2,,1500,2
4039,7,,2020,8,Sheep,2, Household consumption,,2,,2000,1
4040,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4040,1,,2008,10,Goat/Sheep,1, Household consumption,,,,,1
4040,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,3
4040,5,0,2013,6,Goat/Sheep,1, Household consumption,,,,,1
4040,6,0,2015,4,Goat/Sheep,1, Ceremony/guests,,,,,1
4040,7,,2020,12,Goat,1, Ceremony/guests,,1,,2500,1
4040,7,,2020,11,Sheep,2,For sale,,2,4000,,1
4040,7,,2020,12,Sheep,2, Ceremony/guests,,2,,5000,2
4041,1,,2008,10,Goat/Sheep,2,For sale,,,,,1
4041,2,,2010,9,Goat/Sheep,1, Ceremony/guests,,,,,1
4041,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,1
4042,1,,2009,4,Goat/Sheep,5, Animals would have died,,,,,2
4042,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,1
4042,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,1
4042,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,1
4042,6,0,2015,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4043,1,,2008,10,Goat/Sheep,2, Household consumption,,,,,1
4043,1,,2009,9,Goat/Sheep,43, Animals would have died,,,,,6
4043,1,,2009,7,Goat/Sheep,28, Animals would have died,,,,,4
4043,1,,2009,5,Goat/Sheep,2, Household consumption,,,,,3
4043,1,,2009,7,Goat/Sheep,85, Animals would have died,,,,,5
4043,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4043,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,3
4043,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,5
4043,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4043,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,4
4043,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,2
4043,3,0,2011,7,Goat/Sheep,1, Household consumption,,,,,2
4043,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4043,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,3
4043,4,0,2011,12,Goat/Sheep,5, Ceremony/guests,,,,,1
4043,4,0,2012,3,Goat/Sheep,7, Household consumption,,,,,2
4043,4,0,2012,8,Goat/Sheep,4, Household consumption,,,,,4
4043,6,0,2015,7,Goat/Sheep,1, Household consumption,,,,,3
4043,6,0,2015,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4043,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,1
4043,7,,2020,7,Sheep,1, Ceremony/guests,,1,,3000,1
4043,7,,2020,5,Goat,1,For sale,,1,2500,,1
4044,1,,2009,5,Goat/Sheep,13, Animals would have died,,,,,2
4044,1,,2009,8,Goat/Sheep,14, Animals would have died,,,,,3
4044,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,4
4044,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,1
4044,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4044,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
4044,3,0,2011,4,Goat/Sheep,1, Household consumption,,,,,1
4044,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
4044,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,1
4044,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,3
4044,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,2
4044,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,3
4044,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,1
4045,1,,2009,6,Goat/Sheep,24, Animals would have died,,,,,3
4045,1,,2009,8,Goat/Sheep,31, Animals would have died,,,,,4
4045,1,,2009,3,Goat/Sheep,2, Household consumption,,,,,2
4045,1,,2008,11,Goat/Sheep,2,For sale,,,,,1
4045,1,,2009,9,Goat/Sheep,28, Animals would have died,,,,,5
4045,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4045,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
4045,4,0,2012,2,Goat/Sheep,4, Household consumption,,,,,1
4045,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,2
4045,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4045,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,1
4045,6,0,2015,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4045,6,0,2015,4,Goat/Sheep,2, Household consumption,,,,,1
4045,7,,2020,12,Sheep,4, Ceremony/guests,,4,,2000,4
4045,7,,2020,7,Sheep,4, Ceremony/guests,,4,,2000,3
4045,7,,2020,10,Goat,2,For sale,,2,4000,,2
4045,7,,2020,5,Sheep,4,For sale,,4,3200,,2
4045,7,,2020,7,Goat,2, Ceremony/guests,,2,,2500,1
4045,7,,2019,1,Sheep,4,For sale,,4,3200,,1
4046,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,4
4046,1,,2009,6,Goat/Sheep,11, Animals would have died,,,,,3
4046,1,,2008,12,Goat/Sheep,2, Household consumption,,,,,1
4046,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
4047,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,3
4047,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,1
4047,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4047,2,,2010,7,Goat/Sheep,4, Ceremony/guests,,,,,2
4047,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4048,1,,2009,5, Cattle,1, Animals would have died,,,,,2
4048,1,,2009,8,Goat/Sheep,8, Animals would have died,,,,,4
4048,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,1
4048,1,,2009,8,Goat/Sheep,1, Ceremony/guests,,,,,3
4048,2,,2010,8,Goat/Sheep,3, Ceremony/guests,,,,,1
4048,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
4048,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,3
4048,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4048,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,1
4048,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,4
4048,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,3
4048,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4048,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,2
4048,7,,2020,7,Sheep,2, Ceremony/guests,,1,,6000,1
4048,7,,2020,4,Goat,1,For sale,,1,3400,,1
4049,1,,2009,2,Goat/Sheep,20, Animals would have died,,,,,2
4049,1,,2009,8,Goat/Sheep,10, Animals would have died,,,,,3
4049,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,1
4049,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,2
4049,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,3
4049,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4049,3,0,2011,1,Goat/Sheep,1, Household consumption,,,,,1
4049,3,0,2011,8,Goat/Sheep,1, Ceremony/guests,,,,,2
4049,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4049,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,2
4049,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,3
4049,5,0,2013,7,Goat/Sheep,1,For sale,,,,,2
4049,5,0,2013,8,Goat/Sheep,1,For sale,,,,,3
4049,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,1
4050,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
4050,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4050,1,,2009,9,Goat/Sheep,19, Animals would have died,,,,,4
4050,1,,2009,8,Goat/Sheep,22, Animals would have died,,,,,3
4050,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
4050,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,1
4050,3,0,2011,5,Goat/Sheep,1, Household consumption,,,,,1
4050,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
4050,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,1
4050,5,0,2013,5,Goat/Sheep,1,For sale,,,,,2
4050,6,0,2015,4,Goat/Sheep,1, Household consumption,,,,,1
4050,6,0,2015,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4050,6,0,2015,7,Goat/Sheep,1, Animals would have died,,,,,3
4051,1,,2008,11,Goat/Sheep,1, Household consumption,,,,,1
4051,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4051,1,,2009,8,Goat/Sheep,6, Animals would have died,,,,,3
4051,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4051,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,3
4051,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4051,3,0,2011,9,Goat/Sheep,1, Household consumption,,,,,2
4051,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
4051,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4051,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4051,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4051,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4051,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
4051,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
4051,6,0,2015,6,Goat/Sheep,2, Ceremony/guests,,,,,2
4051,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,1
4051,7,,2020,8,Goat,2, Household consumption,,1,,90000,1
4051,7,,2020,12,Sheep,2, Household consumption,,1,,6000,1
4052,1,,2009,9,Goat/Sheep,13, Animals would have died,,,,,2
4052,1,,2009,2, Cattle,1, Ceremony/guests,,,,,1
4052,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,2
4052,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
4052,4,0,2012,4,Goat/Sheep,2, Ceremony/guests,,,,,2
4052,4,0,2012,1,Goat/Sheep,3, Household consumption,,,,,1
4052,5,0,2012,12,Goat/Sheep,1, Ceremony/guests,,,,,1
4052,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,3
4052,5,0,2013,5,Goat/Sheep,1, Ceremony/guests,,,,,2
4052,7,,2020,9,Sheep,1, Household consumption,,1,,5000,1
4053,1,,2009,2,Goat/Sheep,1, Ceremony/guests,,,,,2
4053,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,3
4053,1,,2008,11,Goat/Sheep,1, Household consumption,,,,,1
4053,2,,2010,7,Goat/Sheep,1, Household consumption,,,,,1
4053,4,0,2012,3,Goat/Sheep,2, Household consumption,,,,,1
4053,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,1
4053,6,0,2015,7,Goat/Sheep,1, Ceremony/guests,,,,,2
4053,6,0,2015,5,Goat/Sheep,1, Household consumption,,,,,1
4053,7,,2020,8,Sheep,1, Ceremony/guests,,1,,3000,1
4054,1,,2008,10,Goat/Sheep,2, Household consumption,,,,,1
