hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
14043,5,0,2013,5,Goat/Sheep,1, Household consumption,,,,,1
14043,6,0,2014,12,Goat/Sheep,3, Ceremony/guests,,,,,1
14043,6,0,2015,3,Goat/Sheep,1, Animals would have died,,,,,2
14043,7,,2020,12,Goat,2, Ceremony/guests,,1,,6000,1
14044,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,3
14044,1,,2008,11,Goat/Sheep,1, Household consumption,,,,,1
14044,1,,2009,2,Goat/Sheep,1, Household consumption,,,,,2
14044,3,0,2011,8,Goat/Sheep,1, Animals would have died,,,,,1
14044,4,0,2011,12,Goat/Sheep,4, Ceremony/guests,,,,,2
14044,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,3
14044,4,0,2012,9, Camel,1,For sale,,,,,5
14044,4,0,2012,7,Goat/Sheep,1, Animals would have died,,,,,4
14044,4,0,2011,12, Camel,2, Ceremony/guests,,,,,1
14044,5,0,2013,7,Goat/Sheep,2, Household consumption,,,,,3
14044,5,0,2013,1,Goat/Sheep,4,For sale,,,,,2
14044,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,4
14044,5,0,2012,12, Cattle,1,For sale,,,,,1
14044,6,0,2015,4, Camel,1, Household consumption,,,,,1
14044,6,0,2015,9,Goat/Sheep,6, Household consumption,,,,,5
14044,6,0,2015,1,Goat/Sheep,4, Household consumption,,,,,4
14044,6,0,2015,3, Cattle,1, Ceremony/guests,,,,,2
14044,6,0,2015,3,Goat/Sheep,3, Household consumption,,,,,6
14044,6,0,2015,2, Cattle,1, Household consumption,,,,,3
14044,7,,2020,7,Goat,4, Household consumption,,4,,3500,3
14044,7,,2019,3,Goat,4, Household consumption,,4,,3000,1
14044,7,,2020,11,Goat,4, Household consumption,,4,,3200,4
14044,7,,2020,4,Goat,4, Household consumption,,4,,3000,2
14045,1,,2008,10,Goat/Sheep,10, Animals would have died,,,,,1
14045,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,2
14045,4,0,2012,2, Cattle,1, Animals would have died,,,,,1
14045,5,0,2012,12,Goat/Sheep,2, Household consumption,,,,,1
14045,5,0,2013,7,Goat/Sheep,4, Animals would have died,,,,,2
14045,6,0,2015,2,Goat/Sheep,6, Household consumption,,,,,2
14045,6,0,2015,7,Goat/Sheep,12, Animals would have died,,,,,3
14045,6,0,2015,4,Goat/Sheep,10, Ceremony/guests,,,,,4
14045,6,0,2014,12,Goat/Sheep,5, Household consumption,,,,,1
14046,3,0,2010,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14046,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,1
14046,5,0,2013,7,Goat/Sheep,1,For sale,,,,,2
14046,6,0,2015,4,Goat/Sheep,3, Household consumption,,,,,1
14048,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,1
14048,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,2
14048,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,1
14048,6,0,2015,4,Goat/Sheep,7, Ceremony/guests,,,,,3
14048,6,0,2015,7,Goat/Sheep,9,For sale,,,,,4
14048,6,0,2014,11, Camel,1, Ceremony/guests,,,,,1
14048,6,0,2015,1, Cattle,1,For sale,,,,,2
14048,7,,2020,9,Sheep,6,For sale,,6,3000,,2
14048,7,,2020,9,Sheep,6, Household consumption,,6,,3000,1
14048,7,,2020,8,Goat,2,For sale,,2,4000,,2
14048,7,,2020,9,Sheep,6, Household consumption,,6,,3000,4
14048,7,,2020,8,Goat,2,For sale,,2,5000,,1
14048,7,,2020,9,Sheep,6,For sale,,6,3000,,5
14048,7,,2020,9,Sheep,6, Household consumption,,6,,3000,3
14048,7,,2020,9,Sheep,6, Household consumption,,6,,3000,6
14049,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
14049,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
14049,3,0,2011,8,Goat/Sheep,1, Animals would have died,,,,,1
14049,4,0,2012,7,Goat/Sheep,1, Animals would have died,,,,,1
14049,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
14049,6,0,2015,8,Goat/Sheep,1, Animals would have died,,,,,2
14050,1,,2009,8,Goat/Sheep,3, Household consumption,,,,,2
14050,1,,2009,9,Goat/Sheep,3, Household consumption,,,,,3
14050,1,,2009,6,Goat/Sheep,2, Household consumption,,,,,1
14050,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14050,3,0,2011,8,Goat/Sheep,1, Animals would have died,,,,,2
14050,4,0,2012,3,Goat/Sheep,2,For sale,,,,,1
14050,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,2
14050,5,0,2013,8,Goat/Sheep,2,For sale,,,,,2
14050,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,1
14050,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,2
14050,6,0,2015,1,Goat/Sheep,2, Household consumption,,,,,1
14051,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14051,4,0,2012,4,Goat/Sheep,1, Ceremony/guests,,,,,2
14051,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,1
14051,5,0,2013,9,Goat/Sheep,1, Animals would have died,,,,,2
14054,6,0,2014,12,Goat/Sheep,4, Household consumption,,,,,1
14055,7,,2020,12,Sheep,1, Household consumption,,1,,4000,1
14055,7,,2020,12,Goat,1, Household consumption,,1,,4000,1
14056,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,1
14056,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,1
14056,4,0,2012,8,Goat/Sheep,3, Animals would have died,,,,,2
14056,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
14056,6,0,2015,5,Goat/Sheep,2, Household consumption,,,,,3
14056,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,4
14056,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,2
14056,7,,2020,12,Goat,7, Household consumption,,3,,9000,1
14056,7,,2020,4,Goat,7, Ceremony/guests,,3,,9000,2
14056,7,,2020,9,Goat,7, Animals would have died,,3,,3000,3
14057,1,,2008,11,Goat/Sheep,1, Household consumption,,,,,1
14057,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,1
14057,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,2
14057,6,0,2015,7,Goat/Sheep,1, Animals would have died,,,,,1
14057,6,0,2015,9,Goat/Sheep,1, Animals would have died,,,,,2
14058,1,,2009,1,Goat/Sheep,1, Animals would have died,,,,,2
14058,1,,2008,12, Camel,1, Animals would have died,,,,,1
14058,1,,2009,5,Goat/Sheep,10, Animals would have died,,,,,3
14058,1,,2009,7,Goat/Sheep,5, Animals would have died,,,,,4
14058,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,1
14058,6,0,2015,8,Goat/Sheep,2, Household consumption,,,,,2
14058,6,0,2015,9,Goat/Sheep,2, Household consumption,,,,,3
14058,6,0,2015,1,Goat/Sheep,3, Household consumption,,,,,1
14058,7,,2020,10,Sheep,1, Household consumption,,1,,8000,1
14060,1,,2009,5,Goat/Sheep,4, Animals would have died,,,,,1
14060,1,,2009,6,Goat/Sheep,6, Animals would have died,,,,,2
14060,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,1
14060,2,,2010,9,Goat/Sheep,2, Household consumption,,,,,2
14060,2,,2009,11,Goat/Sheep,3, Household consumption,,,,,4
14060,2,,2009,10,Goat/Sheep,4, Animals would have died,,,,,3
14060,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
14060,6,0,2015,2,Goat/Sheep,2, Household consumption,,,,,1
14060,6,0,2015,7,Goat/Sheep,6, Animals would have died,,,,,3
14060,6,0,2015,4,Goat/Sheep,4, Ceremony/guests,,,,,2
14060,6,0,2015,8,Goat/Sheep,4, Animals would have died,,,,,4
14061,1,,2009,4,Goat/Sheep,2, Household consumption,,,,,7
14061,1,,2009,2,Goat/Sheep,2, Household consumption,,,,,5
14061,1,,2009,5,Goat/Sheep,2, Household consumption,,,,,8
14061,1,,2008,11,Goat/Sheep,2, Household consumption,,,,,2
14061,1,,2008,10,Goat/Sheep,2, Household consumption,,,,,1
14061,1,,2008,12,Goat/Sheep,2, Household consumption,,,,,3
14061,1,,2009,1,Goat/Sheep,2, Household consumption,,,,,4
14061,1,,2009,3,Goat/Sheep,2, Household consumption,,,,,6
14061,1,,2009,6,Goat/Sheep,2, Household consumption,,,,,9
14061,4,0,2012,5,Goat/Sheep,2, Ceremony/guests,,,,,1
14061,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,2
14061,5,0,2013,7,Goat/Sheep,2, Ceremony/guests,,,,,3
14061,5,0,2012,12,Goat/Sheep,1, Household consumption,,,,,1
14061,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,2
14061,6,0,2015,7,Goat/Sheep,2, Animals would have died,,,,,3
14061,6,0,2015,2,Goat/Sheep,1,For sale,,,,,2
14061,6,0,2014,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14061,7,,2020,9,Goat,8, Household consumption,,4,,4000,3
14061,7,,2020,5,Goat,8, Household consumption,,4,,4000,2
14061,7,,2020,12,Goat,8, Household consumption,,4,,4000,4
14061,7,,2019,3,Goat,8, Household consumption,,4,,4000,1
14062,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,1
14062,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,2
14062,4,0,2012,7,Goat/Sheep,1, Household consumption,,,,,1
14062,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,1
14062,6,0,2015,2,Goat/Sheep,3, Household consumption,,,,,1
14062,7,,2020,8,Goat,8, Household consumption,,8,,3500,3
14062,7,,2020,12,Goat,8, Household consumption,,8,,4000,7
14062,7,,2020,7,Goat,8, Household consumption,,8,,3500,2
14062,7,,2020,10,Goat,8, Household consumption,,8,,4000,5
14062,7,,2020,9,Goat,8, Household consumption,,8,,4000,4
14062,7,,2020,6,Goat,8, Household consumption,,8,,4000,1
14062,7,,2020,11,Goat,8, Household consumption,,8,,3500,6
14062,7,,2020,12,Sheep,1, Household consumption,,1,,4000,1
14062,7,,2020,12,Goat,8, Household consumption,,8,,3500,8
14064,1,,2008,.a,Goat/Sheep,5, Household consumption,,,,,1
14064,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,5
14064,2,,2010,1,Goat/Sheep,2, Household consumption,,,,,4
14064,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,6
14064,2,,2010,9,Goat/Sheep,1, Household consumption,,,,,3
14064,2,,2009,10,Goat/Sheep,2, Household consumption,,,,,1
14064,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,2
14064,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,2
14064,4,0,2012,3,Goat/Sheep,2, Household consumption,,,,,1
14064,5,0,2013,8,Goat/Sheep,2, Household consumption,,,,,1
14064,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14064,6,0,2015,2,Goat/Sheep,2,For sale,,,,,2
14065,1,,2008,.a,Goat/Sheep,2, Household consumption,,,,,1
14065,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,2
14065,5,0,2013,3,Goat/Sheep,1, Ceremony/guests,,,,,1
14065,6,0,2015,9,Goat/Sheep,2, Household consumption,,,,,1
14065,7,,2020,9,Goat,1, Ceremony/guests,,1,,2000,1
14066,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,2
14066,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,1
14066,5,0,2013,7,Goat/Sheep,3,For sale,,,,,2
14066,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,3
14066,5,0,2013,3,Goat/Sheep,2,For sale,,,,,1
14066,7,,2020,11,Goat,2, Household consumption,,2,,2000,1
14066,7,,2020,12,Goat,2,For sale,,2,2000,,2
14067,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,1
14067,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,3
14067,4,0,2012,8,Goat/Sheep,1, Ceremony/guests,,,,,4
14067,4,0,2012,1,Goat/Sheep,1, Animals would have died,,,,,2
14067,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,2
14067,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
14067,6,0,2014,12,Goat/Sheep,1, Household consumption,,,,,1
14067,6,0,2015,7,Goat/Sheep,3, Animals would have died,,,,,2
14067,6,0,2015,8,Goat/Sheep,2, Animals would have died,,,,,4
14067,6,0,2015,8,Goat/Sheep,3, Animals would have died,,,,,3
14069,3,0,2011,4,Goat/Sheep,1, Household consumption,,,,,1
14071,2,,2009,10, Camel,1, Ceremony/guests,,,,,1
14071,2,,2010,2,Goat/Sheep,2, Household consumption,,,,,3
14071,2,,2010,1,Goat/Sheep,2, Household consumption,,,,,2
14071,3,0,2011,3,Goat/Sheep,11, Household consumption,,,,,1
14071,7,,2019,2,Goat,10, Household consumption,,4,,4000,1
14071,7,,2020,5,Goat,10, Household consumption,,4,,3500,2
14071,7,,2020,8,Goat,10, Household consumption,,4,,3000,3
14071,7,,2020,12,Goat,10, Household consumption,,4,,3000,4
14073,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,4
14073,1,,2008,12,Goat/Sheep,2, Household consumption,,,,,2
14073,1,,2009,8, Camel,2, Household consumption,,,,,5
14073,1,,2008,11,Goat/Sheep,4, Household consumption,,,,,1
14073,1,,2009,1,Goat/Sheep,3, Household consumption,,,,,3
14073,2,,2010,4,Goat/Sheep,2, Household consumption,,,,,2
14073,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,3
14073,2,,2010,3,Goat/Sheep,2, Household consumption,,,,,1
14073,3,0,2011,4,Goat/Sheep,1, Ceremony/guests,,,,,1
14073,4,0,2011,10,Goat/Sheep,3, Ceremony/guests,,,,,1
14073,4,0,2012,1,Goat/Sheep,1, Animals would have died,,,,,5
14073,4,0,2012,7,Goat/Sheep,2, Animals would have died,,,,,6
14073,4,0,2011,12, Camel,1,For sale,,,,,2
14073,4,0,2011,12, Camel,1,For sale,,,,,3
14073,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,4
14073,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,1
14073,6,0,2015,9,Goat/Sheep,3, Household consumption,,,,,1
14074,2,,2010,4,Goat/Sheep,2, Ceremony/guests,,,,,1
14075,3,0,2011,8,Goat/Sheep,1, Household consumption,,,,,1
14075,4,0,2011,12,Goat/Sheep,1, Household consumption,,,,,1
14075,4,0,2012,8,Goat/Sheep,1, Ceremony/guests,,,,,3
14075,4,0,2012,2,Goat/Sheep,1, Animals would have died,,,,,2
14075,6,0,2015,1,Goat/Sheep,2, Household consumption,,,,,2
14075,6,0,2015,9,Goat/Sheep,3, Household consumption,,,,,1
14075,7,,2020,12,Goat,1, Ceremony/guests,,1,,3000,1
14076,3,0,2011,8,Goat/Sheep,2, Household consumption,,,,,1
14076,4,0,2012,8,Goat/Sheep,2, Animals would have died,,,,,3
14076,4,0,2012,6,Goat/Sheep,1, Household consumption,,,,,2
14076,4,0,2012,4,Goat/Sheep,3, Ceremony/guests,,,,,1
14076,5,0,2012,10,Goat/Sheep,1, Household consumption,,,,,1
14076,5,0,2013,4,Goat/Sheep,2, Household consumption,,,,,3
14076,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,2
14077,1,,2009,4,Goat/Sheep,5, Animals would have died,,,,,1
14077,1,,2009,5,Goat/Sheep,10, Animals would have died,,,,,2
14077,1,,2009,6,Goat/Sheep,10, Animals would have died,,,,,3
14077,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,1
14078,7,,2020,10,Sheep,1, Household consumption,,1,,4000,1
14081,1,,2008,11,Goat/Sheep,4, Household consumption,,,,,1
14081,1,,2009,5,Goat/Sheep,5, Animals would have died,,,,,4
14081,1,,2008,12,Goat/Sheep,5, Ceremony/guests,,,,,2
14081,1,,2009,7,Goat/Sheep,15, Animals would have died,,,,,5
14081,1,,2009,4,Goat/Sheep,10, Animals would have died,,,,,3
14082,3,0,2011,5,Goat/Sheep,1, Animals would have died,,,,,1
14082,4,0,2011,12,Goat/Sheep,3,For sale,,,,,1
14082,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14082,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,2
14082,5,0,2013,8,Goat/Sheep,1,For sale,,,,,3
14083,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
14086,4,0,2012,2,Goat/Sheep,2, Household consumption,,,,,2
14086,4,0,2012,7,Goat/Sheep,2, Animals would have died,,,,,1
14087,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
14088,1,,2009,2,Goat/Sheep,1, Household consumption,,,,,1
14088,2,,2010,9,Goat/Sheep,3, Household consumption,,,,,1
14088,3,0,2010,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14088,3,0,2011,8,Goat/Sheep,1, Animals would have died,,,,,2
14089,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
14089,1,,2009,2,Goat/Sheep,3,For sale,,,,,2
14089,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14089,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,1
14089,5,0,2013,8,Goat/Sheep,1,For sale,,,,,1
14089,6,0,2015,5,Goat/Sheep,11,For sale,,,,,3
14089,6,0,2014,11, Cattle,2, Ceremony/guests,,,,,1
14089,6,0,2015,2, Cattle,1,For sale,,,,,2
14090,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
14090,3,0,2011,1,Goat/Sheep,7, Animals would have died,,,,,2
14090,3,0,2011,4, Cattle,3, Animals would have died,,,,,1
14090,3,0,2011,4,Goat/Sheep,2,For sale,,,,,3
14090,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14090,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,2
14090,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14090,7,,2019,3,Goat,3, Household consumption,,1,,16000,1
14090,7,,2020,12,Sheep,1, Household consumption,,1,,4000,1
14091,4,0,2012,4,Goat/Sheep,2,For sale,,,,,4
14091,4,0,2011,11,Goat/Sheep,3, Ceremony/guests,,,,,1
14091,4,0,2011,12,Goat/Sheep,1, Household consumption,,,,,2
14091,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,3
14091,5,0,2013,1,Goat/Sheep,1, Household consumption,,,,,1
14091,5,0,2013,8,Goat/Sheep,2, Household consumption,,,,,2
14092,3,0,2011,3,Goat/Sheep,5,For sale,,,,,2
14092,3,0,2011,3, Cattle,1, Ceremony/guests,,,,,1
14092,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14092,4,0,2012,6,Goat/Sheep,2, Animals would have died,,,,,2
14092,6,0,2014,10,Goat/Sheep,2, Ceremony/guests,,,,,1
14094,1,,2009,7,Goat/Sheep,30,For sale,,,,,7
14094,1,,2009,6,Goat/Sheep,30,For sale,,,,,6
14094,1,,2009,5,Goat/Sheep,30,For sale,,,,,5
14094,1,,2009,2,Goat/Sheep,30,For sale,,,,,2
14094,1,,2009,3,Goat/Sheep,30,For sale,,,,,3
14094,1,,2009,9,Goat/Sheep,30,For sale,,,,,9
14094,1,,2009,8,Goat/Sheep,30,For sale,,,,,8
14094,1,,2009,4,Goat/Sheep,30,For sale,,,,,4
14094,1,,2008,1,Goat/Sheep,30,For sale,,,,,1
14094,3,0,2011,1,Goat/Sheep,9, Animals would have died,,,,,2
14094,3,0,2010,12, Cattle,1,For sale,,,,,1
14094,3,0,2011,4,Goat/Sheep,5,For sale,,,,,3
14094,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,1
14096,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14096,4,0,2012,4,Goat/Sheep,1, Ceremony/guests,,,,,2
14096,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14097,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14097,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,1
14097,6,0,2015,4, Cattle,1, Household consumption,,,,,1
14097,6,0,2015,8,Goat/Sheep,1, Household consumption,,,,,4
14097,6,0,2014,10,Goat/Sheep,2, Animals would have died,,,,,2
14097,6,0,2015,2,Goat/Sheep,3, Ceremony/guests,,,,,3
14097,7,,2020,10,Sheep,1, Household consumption,,1,,3500,1
14098,4,0,2012,8,Goat/Sheep,2, Ceremony/guests,,,,,4
14098,4,0,2012,2,Goat/Sheep,1, Animals would have died,,,,,3
14098,4,0,2011,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14098,4,0,2012,9,Goat/Sheep,1, Animals would have died,,,,,5
14098,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,2
14098,7,,2020,9,Sheep,1, Ceremony/guests,,1,,4500,1
14098,7,,2020,12,Goat,1, Household consumption,,1,,5000,1
14099,1,,2009,9,Goat/Sheep,2, Household consumption,,,,,1
14099,3,0,2011,1,Goat/Sheep,2, Animals would have died,,,,,1
14099,3,0,2011,7,Goat/Sheep,1, Household consumption,,,,,3
14099,3,0,2011,5,Goat/Sheep,3, Animals would have died,,,,,2
14099,4,0,2012,1,Goat/Sheep,5, Ceremony/guests,,,,,1
14099,4,0,2012,8,Goat/Sheep,2, Animals would have died,,,,,3
14099,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,2
14099,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
14099,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,1
14099,6,0,2015,2,Goat/Sheep,3, Ceremony/guests,,,,,1
14099,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,2
14100,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,1
14100,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
14102,4,0,2012,8,Goat/Sheep,1, Animals would have died,,,,,4
14102,4,0,2011,12, Cattle,1, Ceremony/guests,,,,,1
14102,4,0,2012,2,Goat/Sheep,2, Household consumption,,,,,2
14102,4,0,2012,3,Goat/Sheep,6, Animals would have died,,,,,3
14102,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,2
14102,5,0,2012,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14102,6,0,2014,11,Goat/Sheep,2, Household consumption,,,,,1
14102,6,0,2015,2,Goat/Sheep,3, Ceremony/guests,,,,,3
14102,6,0,2014,12, Camel,1, Animals would have died,,,,,2
14103,6,0,2015,3,Goat/Sheep,1,For sale,,,,,1
14103,7,,2020,11,Sheep,1, Household consumption,,1,,5000,1
14104,1,,2009,1,Goat/Sheep,1, Animals would have died,,,,,1
14104,4,0,2012,7,Goat/Sheep,2,For sale,,,,,3
14104,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,2
14104,4,0,2012,2,Goat/Sheep,2,For sale,,,,,1
14104,5,0,2013,8,Goat/Sheep,1,For sale,,,,,4
14104,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,3
14104,5,0,2013,2,Goat/Sheep,1, Household consumption,,,,,2
14104,5,0,2012,12,Goat/Sheep,1, Household consumption,,,,,1
14104,6,0,2015,8,Goat/Sheep,2, Animals would have died,,,,,3
14104,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
14104,6,0,2015,6,Goat/Sheep,1, Animals would have died,,,,,2
14105,3,0,2010,12,Goat/Sheep,3, Ceremony/guests,,,,,1
14105,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,2
14105,4,0,2012,1, Camel,1, Animals would have died,,,,,1
14105,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,1
14105,6,0,2015,4,Goat/Sheep,2, Ceremony/guests,,,,,4
14105,6,0,2015,7,Goat/Sheep,4, Animals would have died,,,,,5
14105,6,0,2015,4, Camel,1, Ceremony/guests,,,,,2
14105,6,0,2014,10, Camel,3,For sale,,,,,1
14105,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,3
14105,7,,2019,1,Sheep,1, Household consumption,,1,,2500,1
14106,1,,2008,11,Goat/Sheep,4, Household consumption,,,,,2
14106,1,,2009,6,Goat/Sheep,2, Animals would have died,,,,,3
14106,1,,2008,10,Goat/Sheep,2, Household consumption,,,,,1
14106,4,0,2012,9,Goat/Sheep,2, Household consumption,,,,,2
14106,4,0,2012,7,Goat/Sheep,2, Household consumption,,,,,1
14106,5,0,2012,11,Goat/Sheep,2, Ceremony/guests,,,,,1
14106,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,4
14106,5,0,2013,3,Goat/Sheep,1, Household consumption,,,,,3
14106,5,0,2013,2,Goat/Sheep,2, Animals would have died,,,,,2
14108,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,1
14108,7,,2020,12,Sheep,3, Household consumption,,1,,4000,1
14109,2,,2010,5,Goat/Sheep,2, Ceremony/guests,,,,,1
14109,3,0,2010,12,Goat/Sheep,4, Ceremony/guests,,,,,1
14109,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14109,4,0,2012,7,Goat/Sheep,2, Animals would have died,,,,,2
14109,5,0,2013,8,Goat/Sheep,2, Ceremony/guests,,,,,1
14109,6,0,2015,1,Goat/Sheep,1, Ceremony/guests,,,,,2
14109,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14109,7,,2020,11,Goat,1, Animals would have died,,1,,1500,1
14109,7,,2020,12,Sheep,1, Household consumption,,1,,3000,1
14110,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,2
14110,6,0,2015,2,Goat/Sheep,2, Household consumption,,,,,1
14111,1,,2009,9,Goat/Sheep,8, Animals would have died,,,,,3
14111,1,,2009,8,Goat/Sheep,4, Animals would have died,,,,,2
14111,1,,2008,12,Goat/Sheep,2, Ceremony/guests,,,,,1
14111,3,0,2011,8,Goat/Sheep,5, Animals would have died,,,,,1
14111,5,0,2013,9,Goat/Sheep,1, Animals would have died,,,,,1
14112,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
14112,2,,2010,5,Goat/Sheep,1, Ceremony/guests,,,,,1
14112,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14112,5,0,2013,8,Goat/Sheep,5, Ceremony/guests,,,,,1
14112,6,0,2015,5,Goat/Sheep,1, Animals would have died,,,,,1
14113,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,1
14113,4,0,2012,7,Goat/Sheep,1, Animals would have died,,,,,2
14113,5,0,2013,4,Goat/Sheep,1, Household consumption,,,,,2
14113,5,0,2013,6, Camel,1, Animals would have died,,,,,1
14113,5,0,2013,5,Goat/Sheep,2, Ceremony/guests,,,,,3
14114,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
14114,4,0,2012,2,Goat/Sheep,1, Household consumption,,,,,2
14114,4,0,2012,6,Goat/Sheep,1,For sale,,,,,3
14114,4,0,2011,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14114,4,0,2012,7,Goat/Sheep,1, Animals would have died,,,,,4
14114,6,0,2015,6,Goat/Sheep,2, Animals would have died,,,,,1
14114,7,,2020,12,Goat,1, Household consumption,,1,,5000,1
14115,3,0,2011,7,Goat/Sheep,4, Ceremony/guests,,,,,1
14115,4,0,2012,2,Goat/Sheep,1, Animals would have died,,,,,1
14115,5,0,2013,7,Goat/Sheep,1, Household consumption,,,,,1
14115,6,0,2015,8,Goat/Sheep,1,For sale,,,,,2
14115,6,0,2014,12,Goat/Sheep,1, Ceremony/guests,,,,,1
14116,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,1
14116,3,0,2010,12,Goat/Sheep,2,For sale,,,,,1
