hhid,round,comment,s14q1,s14q2,s14q2b,s14q2a,s14q4a,s14q4b,s14q3,s14q3_a,s14q3_b,s14q5,s14q6,s14q6b,s14q7,s14q8,s14q9,s14q10,s14q11,s14q51,s14q52,s14q52b,s14q24,s14q25,s14q28,s14q53,s14q54,s14q83,s14q55,s14q56,s14q56b,s14q57,s14q57b,s14q51_a,s14q51_b,s14q51_c,s14q51_d,s14q51_e,s14q51_f,s14q73,s14q71,s14q72,s14q18a,s14q18a2,s14q18b,s14q19a,s14q19a2,s14q19b,s14q20a,s14q20a2,s14q20b,s14q21a,s14q21a2,s14q21b,s14q5_r1,s14q6_r1,s14q6b_r1,s14q7_r1,s14q8_r1,s14q9_r1,s14q9b_r1,s14q10_r1,s14q10b_r1,s14q11_r1,s14q12,s14q13,s14q13b,s14q14,s14q15,s14q16,s14q16b,s14q17,s14q58_r23,s14q58a_r23,s14q58b_r23,s14q58,s14q58a,s14q58b,s14q59,s14q59b,s14q59c,s14q5_r7,s14q8_r7,debt_3,debt_4,debt_5,debt_6,debt_5_support_yn,debt_5_support_who,debt_7,debt_8,debt_9,debt_10
14041,1,,No,,,,,,,,,,,,,,,,,Yes,,,1,1500,500,,,,,Private (family/friend etc.),,Food,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),1,,,1,2000,Trader,,Food,,2000,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14041,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Impossible,Trader,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14041,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,Money lender,,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Impossible,Money lender,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14041,4,0,Yes,At home,,,Do not trust bank/saving association,,450,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14041,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,No one would lend,,,,,,,,,,,,,
14041,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14041,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,1200,No,,,,No,,No,
14043,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14043,2,,Yes,At home,,,Cash saving is not large enough,,4000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14043,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Impossible,Trader,,Very difficult (1 out of 6 chances),Religious organization,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14043,4,0,Yes,At home,,,Cash saving is not large enough,,5000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
14043,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14043,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
14043,7,,Yes,M-pesa,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14044,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,1,120,Food,,120,,,,,,,,,,,,,,,,,,,,,
14044,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14044,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Trader,,Impossible,Religious organization,,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14044,4,0,Yes,At home,,,More costly than other choices,,3500,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,No one would lend,,,,,,,,,,,,,
14044,5,0,Yes,At home,,,Cash saving is not large enough,,1500,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14044,6,0,Yes,At home,,,Lack of information about availability and operations of banking insitutions,,1000,,,,,,,,,,,Yes,,,,,,3,2000,2500,2500,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
14044,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14045,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,Impossible,2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14045,2,,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,500,,400,Trader,,Production/ investment/ operating costs,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14045,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),Trader,,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Religious organization,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14045,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14045,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,No one would lend,,,,,,,,,,,,,
14045,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14045,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14046,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14046,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Money lender,,Quite difficult (2 out of 6 chances),Bank,,O.K. (3 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14046,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14046,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
14046,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Dont need it,,,,,,,,,,,,,
14046,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14046,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
14048,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14048,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Money lender,,Quite easy (4 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14048,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,less than Ksh 1100,Don't know,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Bank,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14048,4,0,Yes,CARE savings and lending group,,,.b,,800,,,Yes,Name removed,Name removed,2,2012,2012,800,16800,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
14048,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14048,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14048,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,3000,No,,,,No,,No,
14049,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14049,2,,Yes,Bank,,Equity,,,14000,,,,,,,,,,,Yes,,,,,,2,4000,,2000,Private (family/friend etc.),,Production/ investment/ operating costs,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Bank,,Quite easy (4 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
14049,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,Money lender,,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14049,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14049,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14049,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14049,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,2500,No,,,,No,,No,
14050,1,,Yes,Other Informal saving scheme (e.g. merry go rounds),,,More costly than other choices,,0,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,No-one would lend: not credit worthy,,,,,,,,,,,,,,,,,,,,,,,,,,,
14050,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14050,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 600 in a month,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14050,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
14050,5,0,Yes,At home,,,No bank/saving association in the location,,2000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14050,6,0,Yes,At home,,,Lack of information about availability and operations of banking insitutions,,2000,,,,,,,,,,,Yes,,,,,,3,1500,0,1000,Private (family/friend etc.),,Food,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14050,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2500,Yes,3000,No,,,,No,,No,
14051,1,,No,,,,,,,,,,,,,,,,,Yes,,,1,10000,10000,,,,,Private (family/friend etc.),,Production/ investment/ operating costs,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),2,Don't need it,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,,,,,,,,,
14051,2,,Yes,At home,,,No bank/saving association in the location,,15000,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Trader,,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,O.K. (3 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
14051,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14051,4,0,Yes,At home,,,No bank/saving association in the location,,4000,,,No,,,,,,,,Yes,,,,,,1,2700,0,0,Private (family/friend etc.),,Health costs,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14051,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14051,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,10000,0,0,Private (family/friend etc.),,Production/ investment/ operating costs,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14052,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,3,640,Food,,640,,,,,,,,,,,,,,,,,,,,,
14052,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
14052,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Impossible,Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14052,4,0,Yes,At home,,,Cash saving is not large enough,,1500,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
14052,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Prefer not to owe credit,,,,,,,,,,,,,
14052,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,Dont need it,,,,,,,,,,,,,
14052,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,3000,No,,,,No,,No,
14053,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Trader,,Impossible,Trader,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
14053,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,less than Ksh 1100,pay back Ksh 600 in a month,Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
14053,6,0,Yes,At home,,,More costly than other choices,,10000,,,,,,,,,,,Yes,,,,,,4,3000,0,3000,Private (family/friend etc.),,Food,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
