hhid,round,comment,s13q3,s13q4,s13q5a,s13q5b,s13q5c,s13q5d,s13q6a,s13q6b,s13q6c,s13q6d,s13q7a,s13q7b,s13q7c,s13q7d,s13q8a,s13q8b,s13q8c,s13q8d
12032,4,0,No,,,,,,,,,,,,,,,,,
12032,5,0,No,,,,,,,,,,,,,,,,,
12032,6,0,No,,,,,,,,,,,,,,,,,
12033,1,,No,No,,,,,,,,,,,,,,,,
12033,2,,No,,,,,,,,,,,,,,,,,
12033,3,0,No,,0,,0,,0,,0,,,,,,,,,
12033,4,0,No,,,,,,,,,,,,,,,,,
12033,5,0,No,,,,,,,,,,,,,,,,,
12033,6,0,No,,,,,,,,,,,,,,,,,
12034,1,,No,No,,,,,,,,,,,,,,,,
12034,2,,No,,,,,,,,,,,,,,,,,
12034,3,0,No,,0,,0,,0,,0,,,,,,,,,
12034,4,0,No,,,,,,,,,,,,,,,,,
12034,5,0,No,,,,,,,,,,,,,,,,,
12034,6,0,No,,,,,,,,,,,,,,,,,
12035,1,,No,No,,,,,,,,,,,,,,,,
12035,2,,No,,,,,,,,,,,,,,,,,
12035,3,0,No,,0,,0,,0,,0,,,,,,,,,
12035,4,0,No,,,,,,,,,,,,,,,,,
12035,5,0,No,,,,,,,,,,,,,,,,,
12035,6,0,No,,,,,,,,,,,,,,,,,
12036,1,,No,No,,,,,,,,,,,,,,,,
12036,2,,No,,,,,,,,,,,,,,,,,
12036,3,0,No,,0,,0,,0,,0,,,,,,,,,
12036,4,0,No,,,,,,,,,,,,,,,,,
12036,5,0,No,,,,,,,,,,,,,,,,,
12036,6,0,No,,,,,,,,,,,,,,,,,
12037,1,,No,No,,,,,,,,,,,,,,,,
12037,2,,No,,,,,,,,,,,,,,,,,
12037,3,0,No,,0,,0,,0,,0,,,,,,,,,
12037,4,0,No,,,,,,,,,,,,,,,,,
12037,5,0,No,,,,,,,,,,,,,,,,,
12037,6,0,No,,,,,,,,,,,,,,,,,
12039,6,0,No,No,,,,,,,,,,,,,,,,
12040,2,,No,No,,,,,,,,,,,,,,,,
12040,3,0,No,,0,,0,,0,,0,,,,,,,,,
12040,4,0,No,,,,,,,,,,,,,,,,,
12040,5,0,No,,,,,,,,,,,,,,,,,
12040,6,0,No,,,,,,,,,,,,,,,,,
12043,2,,No,No,,,,,,,,,,,,,,,,
12043,3,0,No,,0,,0,,0,,0,,,,,,,,,
12043,4,0,No,,,,,,,,,,,,,,,,,
12043,5,0,No,,,,,,,,,,,,,,,,,
12043,6,0,No,,,,,,,,,,,,,,,,,
12044,1,,No,No,,,,,,,,,,,,,,,,
12044,2,,No,,,,,,,,,,,,,,,,,
12044,3,0,No,,0,,0,,0,,0,,,,,,,,,
12044,4,0,No,,,,,,,,,,,,,,,,,
12044,5,0,No,,,,,,,,,,,,,,,,,
12044,6,0,No,,,,,,,,,,,,,,,,,
13001,1,,No,No,,,,,,,,,,,,,,,,
13001,2,,No,,,,,,,,,,,,,,,,,
13001,3,0,No,,0,,0,,0,,0,,,,,,,,,
13001,4,0,No,,,,,,,,,,,,,,,,,
13001,5,0,No,,,,,,,,,,,,,,,,,
13001,6,0,No,,,,,,,,,,,,,,,,,
13002,1,,No,No,,,,,,,,,,,,,,,,
13002,2,,No,,,,,,,,,,,,,,,,,
13002,3,0,No,,0,,0,,0,,0,,,,,,,,,
13002,4,0,No,,,,,,,,,,,,,,,,,
13002,5,0,No,,,,,,,,,,,,,,,,,
13002,6,0,No,,,,,,,,,,,,,,,,,
13003,1,,No,No,,,,,,,,,,,,,,,,
13003,2,,No,,,,,,,,,,,,,,,,,
13003,3,0,No,,0,,0,,0,,0,,,,,,,,,
13003,4,0,No,,,,,,,,,,,,,,,,,
13003,5,0,No,,,,,,,,,,,,,,,,,
13003,6,0,No,,,,,,,,,,,,,,,,,
13004,1,,No,No,,,,,,,,,,,,,,,,
13004,2,,No,,,,,,,,,,,,,,,,,
13004,3,0,No,,0,,0,,0,,0,,,,,,,,,
13004,4,0,No,,,,,,,,,,,,,,,,,
13004,5,0,No,,,,,,,,,,,,,,,,,
13004,6,0,No,,,,,,,,,,,,,,,,,
13005,1,,No,No,,,,,,,,,,,,,,,,
13005,2,,No,,,,,,,,,,,,,,,,,
13005,3,0,No,,0,,0,,0,,0,,,,,,,,,
13005,4,0,No,,,,,,,,,,,,,,,,,
13005,5,0,No,,,,,,,,,,,,,,,,,
13005,6,0,No,,,,,,,,,,,,,,,,,
13006,1,,No,No,,,,,,,,,,,,,,,,
13006,2,,No,,,,,,,,,,,,,,,,,
13006,3,0,No,,0,,0,,0,,0,,,,,,,,,
13006,4,0,No,,,,,,,,,,,,,,,,,
13006,5,0,No,,,,,,,,,,,,,,,,,
13006,6,0,No,,,,,,,,,,,,,,,,,
13007,1,,No,No,,,,,,,,,,,,,,,,
13007,2,,No,,,,,,,,,,,,,,,,,
13007,3,0,No,,0,,0,,0,,0,,,,,,,,,
13007,4,0,No,,,,,,,,,,,,,,,,,
13007,5,0,No,,,,,,,,,,,,,,,,,
13007,6,0,No,,,,,,,,,,,,,,,,,
13008,1,,No,No,,,,,,,,,,,,,,,,
13008,2,,No,,,,,,,,,,,,,,,,,
13008,3,0,No,,0,,0,,0,,0,,,,,,,,,
13008,4,0,No,,,,,,,,,,,,,,,,,
13008,5,0,No,,,,,,,,,,,,,,,,,
13008,6,0,No,,,,,,,,,,,,,,,,,
13009,1,,No,No,,,,,,,,,,,,,,,,
13009,2,,No,,,,,,,,,,,,,,,,,
13009,3,0,No,,0,,0,,0,,0,,,,,,,,,
13009,4,0,No,,,,,,,,,,,,,,,,,
13009,5,0,No,,,,,,,,,,,,,,,,,
13009,6,0,No,,,,,,,,,,,,,,,,,
13010,1,,No,No,,,,,,,,,,,,,,,,
13010,2,,No,,,,,,,,,,,,,,,,,
13010,3,0,No,,0,,0,,0,,0,,,,,,,,,
13010,4,0,No,,,,,,,,,,,,,,,,,
13010,5,0,No,,,,,,,,,,,,,,,,,
13010,6,0,No,,,,,,,,,,,,,,,,,
13011,1,,No,No,,,,,,,,,,,,,,,,
13011,2,,No,,,,,,,,,,,,,,,,,
13011,3,0,No,,0,,0,,0,,0,,,,,,,,,
13011,4,0,No,,,,,,,,,,,,,,,,,
13011,5,0,No,,,,,,,,,,,,,,,,,
13011,6,0,No,,,,,,,,,,,,,,,,,
13012,1,,No,No,,,,,,,,,,,,,,,,
13012,2,,No,,,,,,,,,,,,,,,,,
13012,3,0,No,,0,,0,,0,,0,,,,,,,,,
13013,1,,No,No,,,,,,,,,,,,,,,,
13013,2,,No,,,,,,,,,,,,,,,,,
13013,3,0,No,,0,,0,,0,,0,,,,,,,,,
13013,4,0,No,,,,,,,,,,,,,,,,,
13013,5,0,No,,,,,,,,,,,,,,,,,
13013,6,0,No,,,,,,,,,,,,,,,,,
13014,1,,No,No,,,,,,,,,,,,,,,,
13014,2,,No,,,,,,,,,,,,,,,,,
13014,3,0,No,,0,,0,,0,,0,,,,,,,,,
13014,4,0,No,,,,,,,,,,,,,,,,,
13014,5,0,No,,,,,,,,,,,,,,,,,
13014,6,0,No,,,,,,,,,,,,,,,,,
13015,1,,No,No,,,,,,,,,,,,,,,,
13015,2,,No,,,,,,,,,,,,,,,,,
13015,3,0,No,,0,,0,,0,,0,,,,,,,,,
13015,4,0,No,,,,,,,,,,,,,,,,,
13015,5,0,No,,,,,,,,,,,,,,,,,
13015,6,0,No,,,,,,,,,,,,,,,,,
13016,1,,No,No,,,,,,,,,,,,,,,,
13016,2,,No,,,,,,,,,,,,,,,,,
13016,3,0,No,,0,,0,,0,,0,,,,,,,,,
13016,4,0,No,,,,,,,,,,,,,,,,,
13016,5,0,No,,,,,,,,,,,,,,,,,
13016,6,0,No,,,,,,,,,,,,,,,,,
13017,1,,No,No,,,,,,,,,,,,,,,,
13017,2,,No,,,,,,,,,,,,,,,,,
13017,3,0,No,,0,,0,,0,,0,,,,,,,,,
13017,4,0,No,,,,,,,,,,,,,,,,,
13017,5,0,No,,,,,,,,,,,,,,,,,
13017,6,0,No,,,,,,,,,,,,,,,,,
13018,1,,No,No,,,,,,,,,,,,,,,,
13018,2,,No,,,,,,,,,,,,,,,,,
13018,3,0,No,,0,,0,,0,,0,,,,,,,,,
13018,4,0,No,,,,,,,,,,,,,,,,,
13018,5,0,No,,,,,,,,,,,,,,,,,
13018,6,0,No,,,,,,,,,,,,,,,,,
13019,1,,No,No,,,,,,,,,,,,,,,,
13019,2,,No,,,,,,,,,,,,,,,,,
13019,3,0,No,,0,,0,,0,,0,,,,,,,,,
13019,4,0,No,,,,,,,,,,,,,,,,,
13019,5,0,No,,,,,,,,,,,,,,,,,
13019,6,0,No,,,,,,,,,,,,,,,,,
13020,1,,No,No,,,,,,,,,,,,,,,,
13020,2,,No,,,,,,,,,,,,,,,,,
13020,3,0,No,,0,,0,,0,,0,,,,,,,,,
13020,4,0,No,,,,,,,,,,,,,,,,,
13020,5,0,No,,,,,,,,,,,,,,,,,
13020,6,0,No,,,,,,,,,,,,,,,,,
13021,1,,No,No,,,,,,,,,,,,,,,,
13021,2,,No,,,,,,,,,,,,,,,,,
13021,3,0,No,,0,,0,,0,,0,,,,,,,,,
13021,4,0,No,,,,,,,,,,,,,,,,,
13021,5,0,No,,,,,,,,,,,,,,,,,
13021,6,0,No,,,,,,,,,,,,,,,,,
13022,1,,No,No,,,,,,,,,,,,,,,,
13022,2,,No,,,,,,,,,,,,,,,,,
13022,3,0,No,,0,,0,,0,,0,,,,,,,,,
13022,4,0,No,,,,,,,,,,,,,,,,,
13022,5,0,No,,,,,,,,,,,,,,,,,
13022,6,0,No,,,,,,,,,,,,,,,,,
13023,1,,No,No,,,,,,,,,,,,,,,,
13023,2,,No,,,,,,,,,,,,,,,,,
13023,3,0,No,,0,,0,,0,,0,,,,,,,,,
13023,4,0,No,,,,,,,,,,,,,,,,,
13023,5,0,No,,,,,,,,,,,,,,,,,
13025,1,,No,No,,,,,,,,,,,,,,,,
13025,2,,No,,,,,,,,,,,,,,,,,
13025,3,0,No,,0,,0,,0,,0,,,,,,,,,
13025,4,0,No,,,,,,,,,,,,,,,,,
13025,5,0,No,,,,,,,,,,,,,,,,,
13025,6,0,No,,,,,,,,,,,,,,,,,
13026,1,,No,No,,,,,,,,,,,,,,,,
13026,2,,No,,,,,,,,,,,,,,,,,
13026,3,0,No,,0,,0,,0,,0,,,,,,,,,
13026,4,0,No,,,,,,,,,,,,,,,,,
13026,5,0,No,,,,,,,,,,,,,,,,,
13026,6,0,No,,,,,,,,,,,,,,,,,
13028,1,,No,No,,,,,,,,,,,,,,,,
13028,2,,No,,,,,,,,,,,,,,,,,
13028,3,0,No,,0,,0,,0,,0,,,,,,,,,
13028,4,0,No,,,,,,,,,,,,,,,,,
13028,5,0,No,,,,,,,,,,,,,,,,,
13028,6,0,No,,,,,,,,,,,,,,,,,
13029,1,,No,No,,,,,,,,,,,,,,,,
13029,2,,No,,,,,,,,,,,,,,,,,
13029,3,0,No,,0,,0,,0,,0,,,,,,,,,
13029,4,0,No,,,,,,,,,,,,,,,,,
13029,5,0,No,,,,,,,,,,,,,,,,,
13029,6,0,No,,,,,,,,,,,,,,,,,
13030,1,,No,No,,,,,,,,,,,,,,,,
13030,2,,No,,,,,,,,,,,,,,,,,
13030,3,0,No,,0,,0,,0,,0,,,,,,,,,
13030,4,0,No,,,,,,,,,,,,,,,,,
13030,5,0,No,,,,,,,,,,,,,,,,,
13030,6,0,No,,,,,,,,,,,,,,,,,
13031,6,0,No,No,,,,,,,,,,,,,,,,
13033,6,0,No,No,,,,,,,,,,,,,,,,
13035,1,,No,No,,,,,,,,,,,,,,,,
13035,2,,No,,,,,,,,,,,,,,,,,
13035,3,0,No,,0,,0,,0,,0,,,,,,,,,
13035,4,0,No,,,,,,,,,,,,,,,,,
13035,5,0,No,,,,,,,,,,,,,,,,,
13036,1,,No,No,,,,,,,,,,,,,,,,
13036,2,,No,,,,,,,,,,,,,,,,,
13036,3,0,No,,0,,0,,0,,0,,,,,,,,,
13036,4,0,No,,,,,,,,,,,,,,,,,
13036,5,0,No,,,,,,,,,,,,,,,,,
13036,6,0,No,,,,,,,,,,,,,,,,,
13038,4,0,No,No,,,,,,,,,,,,,,,,
13038,5,0,No,,,,,,,,,,,,,,,,,
13038,6,0,No,,,,,,,,,,,,,,,,,
14001,1,,No,No,,,,,,,,,,,,,,,,
14001,2,,No,,,,,,,,,,,,,,,,,
14001,3,0,No,,0,,0,,0,,0,,,,,,,,,
14001,4,0,No,,,,,,,,,,,,,,,,,
14001,5,0,No,,,,,,,,,,,,,,,,,
14001,6,0,No,,,,,,,,,,,,,,,,,
14002,1,,No,No,,,,,,,,,,,,,,,,
14002,2,,No,,,,,,,,,,,,,,,,,
14002,3,0,No,,0,,0,,0,,0,,,,,,,,,
14002,4,0,No,,,,,,,,,,,,,,,,,
14002,5,0,No,,,,,,,,,,,,,,,,,
14002,6,0,No,,,,,,,,,,,,,,,,,
14003,1,,No,No,,,,,,,,,,,,,,,,
14003,2,,No,,,,,,,,,,,,,,,,,
14003,3,0,No,,0,,.5,Boi,0,,0,,,,,,,,,
14003,4,0,No,,,,,,,,,,,,,,,,,
14003,5,0,No,,,,,,,,,,,,,,,,,
14003,6,0,No,,,,,,,,,,,,,,,,,
14004,1,,No,No,,,,,,,,,,,,,,,,
14004,2,,No,,,,,,,,,,,,,,,,,
14004,3,0,No,,0,,.5,Boi,0,,0,,,,,,,,,
14005,1,,No,No,,,,,,,,,,,,,,,,
14005,2,,No,,,,,,,,,,,,,,,,,
14005,3,0,No,,0,,0,,0,,0,,,,,,,,,
14005,4,0,No,,,,,,,,,,,,,,,,,
14005,5,0,No,,,,,,,,,,,,,,,,,
14005,6,0,No,,,,,,,,,,,,,,,,,
14006,1,,No,No,,,,,,,,,,,,,,,,
14006,2,,No,,,,,,,,,,,,,,,,,
14006,3,0,No,,0,,0,,0,,0,,,,,,,,,
14006,4,0,No,,,,,,,,,,,,,,,,,
14006,5,0,No,,,,,,,,,,,,,,,,,
14006,6,0,No,,,,,,,,,,,,,,,,,
14007,1,,No,No,,,,,,,,,,,,,,,,
14007,2,,No,,,,,,,,,,,,,,,,,
14007,4,0,No,No,,,,,,,,,,,,,,,,
14007,5,0,No,,,,,,,,,,,,,,,,,
14007,6,0,No,,,,,,,,,,,,,,,,,
14008,1,,No,No,,,,,,,,,,,,,,,,
14008,2,,No,,,,,,,,,,,,,,,,,
14008,3,0,No,,0,,0,,0,,0,,,,,,,,,
14008,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14008,5,0,No,,,,,,,,,,,,,,,,,
14008,6,0,No,,,,,,,,,,,,,,,,,
14009,1,,No,No,,,,,,,,,,,,,,,,
14009,2,,No,,,,,,,,,,,,,,,,,
14009,3,0,No,,0,,0,,0,,0,,,,,,,,,
14009,4,0,No,,,,,,,,,,,,,,,,,
14009,5,0,No,,,,,,,,,,,,,,,,,
14009,6,0,No,,,,,,,,,,,,,,,,,
14010,1,,No,No,,,,,,,,,,,,,,,,
14010,2,,No,,,,,,,,,,,,,,,,,
14010,3,0,No,,0,,0,,0,,0,,,,,,,,,
14010,4,0,No,,,,,,,,,,,,,,,,,
14010,5,0,No,,,,,,,,,,,,,,,,,
14010,6,0,No,,,,,,,,,,,,,,,,,
14011,1,,No,No,,,,,,,,,,,,,,,,
14011,2,,No,,,,,,,,,,,,,,,,,
14011,3,0,No,,0,,0,,0,,0,,,,,,,,,
14011,4,0,No,,,,,,,,,,,,,,,,,
14011,5,0,No,,,,,,,,,,,,,,,,,
14011,6,0,No,,,,,,,,,,,,,,,,,
14012,1,,No,No,,,,,,,,,,,,,,,,
14012,2,,No,,,,,,,,,,,,,,,,,
14012,3,0,No,,0,,0,,0,,0,,,,,,,,,
14012,4,0,No,,,,,,,,,,,,,,,,,
14012,5,0,No,,,,,,,,,,,,,,,,,
14012,6,0,No,,,,,,,,,,,,,,,,,
14013,1,,No,No,,,,,,,,,,,,,,,,
14013,2,,No,,,,,,,,,,,,,,,,,
14013,3,0,No,,0,,0,,0,,1,Boi,,,,,,,,
14013,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14013,5,0,No,,,,,,,,,,,,,,,,,
14013,6,0,No,,,,,,,,,,,,,,,,,
14014,1,,No,No,,,,,,,,,,,,,,,,
14014,2,,No,,,,,,,,,,,,,,,,,
14014,3,0,No,,0,,0,,0,,0,,,,,,,,,
14014,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14014,5,0,No,,,,,,,,,,,,,,,,,
14014,6,0,No,,,,,,,,,,,,,,,,,
14015,1,,No,No,,,,,,,,,,,,,,,,
14015,2,,No,,,,,,,,,,,,,,,,,
14015,3,0,No,,0,,0,,0,,0,,,,,,,,,
14015,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14015,5,0,No,,,,,,,,,,,,,,,,,
14015,6,0,No,,,,,,,,,,,,,,,,,
14016,1,,No,No,,,,,,,,,,,,,,,,
14016,2,,No,,,,,,,,,,,,,,,,,
14016,3,0,No,,0,,0,,0,,0,,,,,,,,,
14016,4,0,yes,,0,,.5,Acre,0,,0,,,,,,,,,
14016,5,0,No,,,,,,,,,,,,,,,,,
14016,6,0,No,,,,,,,,,,,,,,,,,
14017,1,,No,No,,,,,,,,,,,,,,,,
14017,2,,No,,,,,,,,,,,,,,,,,
14017,3,0,No,,0,,0,,0,,0,,,,,,,,,
14017,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14017,5,0,No,,,,,,,,,,,,,,,,,
14017,6,0,No,,,,,,,,,,,,,,,,,
14018,1,,No,No,,,,,,,,,,,,,,,,
14018,2,,No,,,,,,,,,,,,,,,,,
14018,3,0,No,,0,,0,,0,,0,,,,,,,,,
14018,4,0,yes,,0,,.5,Acre,0,,0,,,,,,,,,
14018,5,0,No,,,,,,,,,,,,,,,,,
14018,6,0,No,,,,,,,,,,,,,,,,,
14019,1,,No,No,,,,,,,,,,,,,,,,
14019,2,,No,,,,,,,,,,,,,,,,,
14019,3,0,No,,0,,0,,0,,0,,,,,,,,,
14019,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14019,5,0,No,,,,,,,,,,,,,,,,,
14019,6,0,No,,,,,,,,,,,,,,,,,
14020,1,,No,No,,,,,,,,,,,,,,,,
14020,2,,No,,,,,,,,,,,,,,,,,
14020,3,0,No,,0,,0,,0,,0,,,,,,,,,
14020,4,0,No,,,,,,,,,,,,,,,,,
14020,5,0,No,,,,,,,,,,,,,,,,,
14020,6,0,No,,,,,,,,,,,,,,,,,
14021,1,,No,No,,,,,,,,,,,,,,,,
14021,2,,No,,,,,,,,,,,,,,,,,
14021,3,0,No,,0,,0,,0,,0,,,,,,,,,
14021,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14021,5,0,No,,,,,,,,,,,,,,,,,
14021,6,0,No,,,,,,,,,,,,,,,,,
14022,1,,No,No,,,,,,,,,,,,,,,,
14022,2,,No,,,,,,,,,,,,,,,,,
14022,3,0,No,,0,,0,,0,,0,,,,,,,,,
14022,4,0,No,,,,,,,,,,,,,,,,,
14022,5,0,No,,,,,,,,,,,,,,,,,
14022,6,0,No,,,,,,,,,,,,,,,,,
14023,1,,No,No,,,,,,,,,,,,,,,,
14023,2,,No,,,,,,,,,,,,,,,,,
14024,1,,No,No,,,,,,,,,,,,,,,,
14024,2,,No,,,,,,,,,,,,,,,,,
14024,3,0,No,,0,,0,,0,,0,,,,,,,,,
14024,4,0,No,,,,,,,,,,,,,,,,,
14024,5,0,No,,,,,,,,,,,,,,,,,
14024,6,0,No,,,,,,,,,,,,,,,,,
14025,1,,No,No,,,,,,,,,,,,,,,,
14026,1,,No,No,,,,,,,,,,,,,,,,
14026,2,,No,,,,,,,,,,,,,,,,,
14027,1,,No,No,,,,,,,,,,,,,,,,
14027,2,,No,,,,,,,,,,,,,,,,,
14027,3,0,No,,0,,0,,0,,0,,,,,,,,,
14027,4,0,yes,,0,,.5,Acre,0,,0,,,,,,,,,
14027,5,0,No,,,,,,,,,,,,,,,,,
14027,6,0,No,,,,,,,,,,,,,,,,,
14028,1,,No,No,,,,,,,,,,,,,,,,
14028,2,,No,,,,,,,,,,,,,,,,,
14028,3,0,No,,0,,0,,0,,0,,,,,,,,,
14028,4,0,yes,,0,,.25,Acre,0,,0,,,,,,,,,
14028,5,0,No,,,,,,,,,,,,,,,,,
14028,6,0,No,,,,,,,,,,,,,,,,,
14029,1,,No,No,,,,,,,,,,,,,,,,
14029,2,,No,,,,,,,,,,,,,,,,,
14029,3,0,No,,0,,0,,0,,0,,,,,,,,,
14030,1,,No,No,,,,,,,,,,,,,,,,
14030,2,,No,,,,,,,,,,,,,,,,,
14030,3,0,No,,0,,0,,0,,0,,,,,,,,,
14030,4,0,No,,,,,,,,,,,,,,,,,
14030,5,0,No,,,,,,,,,,,,,,,,,
14030,6,0,No,,,,,,,,,,,,,,,,,
14031,1,,No,No,,,,,,,,,,,,,,,,
14031,2,,No,,,,,,,,,,,,,,,,,
14031,3,0,No,,0,,0,,0,,0,,,,,,,,,
14031,4,0,No,,,,,,,,,,,,,,,,,
14031,5,0,No,,,,,,,,,,,,,,,,,
14031,6,0,No,,,,,,,,,,,,,,,,,
14033,1,,No,No,,,,,,,,,,,,,,,,
14033,2,,No,,,,,,,,,,,,,,,,,
14033,3,0,No,,0,,.5,Boi,0,,0,,,,,,,,,
14033,4,0,No,,,,,,,,,,,,,,,,,
14033,5,0,No,,,,,,,,,,,,,,,,,
14033,6,0,No,,,,,,,,,,,,,,,,,
14035,1,,No,No,,,,,,,,,,,,,,,,
14035,2,,No,,,,,,,,,,,,,,,,,
14035,3,0,No,,0,,0,,0,,0,,,,,,,,,
14035,4,0,No,,,,,,,,,,,,,,,,,
14035,5,0,No,,,,,,,,,,,,,,,,,
14035,6,0,No,,,,,,,,,,,,,,,,,
14037,1,,No,No,,,,,,,,,,,,,,,,
14037,2,,No,,,,,,,,,,,,,,,,,
14037,3,0,No,,0,,0,,0,,0,,,,,,,,,
14037,4,0,No,,,,,,,,,,,,,,,,,
14037,5,0,No,,,,,,,,,,,,,,,,,
14037,6,0,No,,,,,,,,,,,,,,,,,
14038,1,,No,No,,,,,,,,,,,,,,,,
14038,2,,No,,,,,,,,,,,,,,,,,
14038,3,0,No,,0,,0,,0,,0,,,,,,,,,
14038,4,0,No,,,,,,,,,,,,,,,,,
14038,5,0,No,,,,,,,,,,,,,,,,,
14038,6,0,No,,,,,,,,,,,,,,,,,
14039,1,,No,No,,,,,,,,,,,,,,,,
14039,2,,No,,,,,,,,,,,,,,,,,
14039,3,0,No,,0,,0,,0,,0,,,,,,,,,
14039,4,0,No,,,,,,,,,,,,,,,,,
14040,1,,No,No,,,,,,,,,,,,,,,,
14040,2,,No,,,,,,,,,,,,,,,,,
14040,3,0,No,,0,,0,,0,,0,,,,,,,,,
14040,4,0,No,,,,,,,,,,,,,,,,,
14040,5,0,No,,,,,,,,,,,,,,,,,
14040,6,0,No,,,,,,,,,,,,,,,,,
14041,1,,No,No,,,,,,,,,,,,,,,,
14041,2,,No,,,,,,,,,,,,,,,,,
14041,3,0,No,,0,,.5,Boi,0,,0,,,,,,,,,
14041,4,0,No,,,,,,,,,,,,,,,,,
14041,5,0,No,,,,,,,,,,,,,,,,,
14041,6,0,No,,,,,,,,,,,,,,,,,
14043,1,,No,No,,,,,,,,,,,,,,,,
14043,2,,No,,,,,,,,,,,,,,,,,
14043,3,0,No,,0,,0,,0,,0,,,,,,,,,
14043,4,0,No,,,,,,,,,,,,,,,,,
14043,5,0,No,,,,,,,,,,,,,,,,,
14043,6,0,No,,,,,,,,,,,,,,,,,
14044,1,,No,No,,,,,,,,,,,,,,,,
14044,2,,No,,,,,,,,,,,,,,,,,
14044,3,0,No,,0,,0,,0,,0,,,,,,,,,
14044,4,0,No,,,,,,,,,,,,,,,,,
14044,5,0,No,,,,,,,,,,,,,,,,,
14044,6,0,No,,,,,,,,,,,,,,,,,
14045,1,,No,No,,,,,,,,,,,,,,,,
14045,2,,No,,,,,,,,,,,,,,,,,
14045,3,0,No,,0,,0,,0,,0,,,,,,,,,
14045,4,0,No,,,,,,,,,,,,,,,,,
14045,5,0,No,,,,,,,,,,,,,,,,,
14045,6,0,No,,,,,,,,,,,,,,,,,
14046,1,,No,No,,,,,,,,,,,,,,,,
14046,2,,No,,,,,,,,,,,,,,,,,
14046,3,0,No,,0,,0,,0,,0,,,,,,,,,
14046,4,0,No,,,,,,,,,,,,,,,,,
14046,5,0,No,,,,,,,,,,,,,,,,,
14046,6,0,No,,,,,,,,,,,,,,,,,
14048,1,,No,No,,,,,,,,,,,,,,,,
14048,2,,No,,,,,,,,,,,,,,,,,
14048,3,0,No,,0,,0,,0,,0,,,,,,,,,
14048,4,0,yes,,0,,.5,Acre,0,,0,,,,,,,,,
14048,5,0,No,,,,,,,,,,,,,,,,,
14048,6,0,No,,,,,,,,,,,,,,,,,
14049,1,,No,No,,,,,,,,,,,,,,,,
14049,2,,No,,,,,,,,,,,,,,,,,
14049,3,0,No,,0,,0,,0,,0,,,,,,,,,
14049,4,0,No,,,,,,,,,,,,,,,,,
14049,5,0,No,,,,,,,,,,,,,,,,,
14049,6,0,No,,,,,,,,,,,,,,,,,
14050,1,,No,No,,,,,,,,,,,,,,,,
14050,2,,No,,,,,,,,,,,,,,,,,
14050,3,0,No,,0,,0,,0,,0,,,,,,,,,
14050,4,0,No,,,,,,,,,,,,,,,,,
14050,5,0,No,,,,,,,,,,,,,,,,,
14050,6,0,No,,,,,,,,,,,,,,,,,
14051,1,,No,No,,,,,,,,,,,,,,,,
14051,2,,No,,,,,,,,,,,,,,,,,
14051,3,0,No,,0,,0,,0,,0,,,,,,,,,
14051,4,0,No,,,,,,,,,,,,,,,,,
14051,5,0,No,,,,,,,,,,,,,,,,,
14051,6,0,No,,,,,,,,,,,,,,,,,
14052,1,,No,No,,,,,,,,,,,,,,,,
14052,2,,No,,,,,,,,,,,,,,,,,
14052,3,0,No,,0,,0,,0,,0,,,,,,,,,
14052,4,0,No,,,,,,,,,,,,,,,,,
14052,5,0,No,,,,,,,,,,,,,,,,,
14052,6,0,No,,,,,,,,,,,,,,,,,
14053,1,,No,No,,,,,,,,,,,,,,,,
14053,2,,No,,,,,,,,,,,,,,,,,
14053,3,0,No,,0,,.5,Boi,0,,0,,,,,,,,,
14053,6,0,No,No,,,,,,,,,,,,,,,,
14054,1,,No,No,,,,,,,,,,,,,,,,
14054,2,,No,,,,,,,,,,,,,,,,,
14054,3,0,No,,0,,0,,0,,0,,,,,,,,,
14054,4,0,No,,,,,,,,,,,,,,,,,
14054,5,0,No,,,,,,,,,,,,,,,,,
14054,6,0,No,,,,,,,,,,,,,,,,,
14055,5,0,No,No,,,,,,,,,,,,,,,,
14055,6,0,No,,,,,,,,,,,,,,,,,
14056,1,,No,No,,,,,,,,,,,,,,,,
14056,2,,No,,,,,,,,,,,,,,,,,
14056,3,0,No,,0,,0,,0,,0,,,,,,,,,
14056,4,0,No,,,,,,,,,,,,,,,,,
14056,5,0,No,,,,,,,,,,,,,,,,,
14056,6,0,No,,,,,,,,,,,,,,,,,
14057,1,,No,No,,,,,,,,,,,,,,,,
14057,2,,No,,,,,,,,,,,,,,,,,
14057,3,0,No,,0,,0,,0,,0,,,,,,,,,
14057,4,0,No,,,,,,,,,,,,,,,,,
14057,5,0,No,,,,,,,,,,,,,,,,,
14057,6,0,No,,,,,,,,,,,,,,,,,
14058,1,,No,No,,,,,,,,,,,,,,,,
14058,2,,No,,,,,,,,,,,,,,,,,
14058,3,0,No,,0,,0,,0,,0,,,,,,,,,
14058,4,0,No,,,,,,,,,,,,,,,,,
