hhid,round,comment,birthevent,s6q45a,s6q45b,s6q46,s6q47,s6q47b
15009,5,0,1,Current year,June,Camel,1,
15009,5,0,2,Current year,March,Cattle,8,
15009,5,0,3,Current year,March,Sheep/Goat,7,
15009,6,0,4,Current year,April,Camel,2,
15009,6,0,5,Current year,April,Sheep/Goat,14,
15009,6,0,2,Current year,April,Cattle,5,
15009,6,0,6,Current year,August,Sheep/Goat,11,
15009,6,0,1,Previous year,December,Cattle,4,
15009,6,0,3,Current year,January,Sheep/Goat,15,
15009,7,,2,2020,July,Sheep,4,3
15009,7,,3,2020,November,Sheep,4,3
15009,7,,1,2019,February,Cattle,2,2
15009,7,,2,2020,April,Cattle,2,2
15009,7,,1,2020,May,Goat,3,2
15009,7,,2,2020,November,Goat,3,2
15009,7,,1,2020,April,Sheep,4,3
15010,1,,1,Current year,March,Sheep/Goat,16,
15010,1,,2,Current year,May,Cattle,5,
15010,2,,1,Current year,June,Sheep/Goat,11,
15010,2,,2,Previous year,December,Camel,1,
15010,3,0,2,Current year,September,Sheep/Goat,1,
15010,3,0,1,Current year,January,Cattle,2,
15010,4,0,2,Current year,September,Sheep/Goat,9,
15010,4,0,1,Current year,March,Sheep/Goat,6,
15010,5,0,5,Current year,August,Sheep/Goat,5,
15010,5,0,4,Current year,February,Sheep/Goat,4,
15010,5,0,1,Current year,January,Camel,2,
15010,5,0,2,Previous year,December,Cattle,1,
15010,5,0,3,Current year,May,Cattle,2,
15010,6,0,3,Current year,May,Sheep/Goat,10,
15010,6,0,4,Current year,September,Sheep/Goat,8,
15010,6,0,1,Current year,August,Cattle,1,
15010,6,0,2,Previous year,November,Sheep/Goat,8,
15012,1,,2,Current year,April,Cattle,6,
15012,1,,1,Current year,February,Sheep/Goat,18,
15012,2,,1,Current year,September,Cattle,1,
15012,2,,2,Current year,September,Sheep/Goat,3,
15012,3,0,1,Current year,April,Camel,3,
15012,3,0,2,Current year,September,Sheep/Goat,2,
15012,4,0,2,Current year,September,Sheep/Goat,10,
15012,4,0,1,Current year,August,Cattle,3,
15012,5,0,2,Current year,January,Cattle,1,
15012,5,0,1,Current year,February,Camel,2,
15012,5,0,3,Current year,May,Cattle,1,
15012,5,0,6,Current year,August,Sheep/Goat,3,
15012,5,0,5,Current year,May,Sheep/Goat,2,
15012,5,0,4,Previous year,November,Sheep/Goat,3,
15012,6,0,2,Current year,August,Cattle,1,
15012,6,0,3,Current year,September,Sheep/Goat,4,
15012,6,0,1,Current year,April,Camel,1,
15012,7,,3,2020,November,Cattle,3,3
15012,7,,3,2020,September,Goat,11,4
15012,7,,1,2019,February,Cattle,3,3
15012,7,,1,2019,January,Sheep,9,4
15012,7,,2,2020,April,Sheep,9,4
15012,7,,4,2020,November,Sheep,9,4
15012,7,,1,2020,April,Camel,2,2
15012,7,,2,2020,August,Camel,2,2
15012,7,,1,2019,February,Goat,11,4
15012,7,,3,2020,August,Sheep,9,4
15012,7,,2,2020,July,Cattle,3,3
15012,7,,2,2020,May,Goat,11,4
15012,7,,4,2020,November,Goat,11,4
15013,1,,3,Current year,March,Camel,1,
15013,1,,2,Current year,July,Cattle,15,
15013,1,,1,Current year,June,Sheep/Goat,22,
15013,2,,2,Current year,June,Sheep/Goat,13,
15013,2,,1,Current year,September,Cattle,5,
15013,4,0,1,Current year,April,Sheep/Goat,5,
15013,4,0,2,Current year,August,Sheep/Goat,3,
15013,5,0,5,Current year,February,Sheep/Goat,4,
15013,5,0,1,Previous year,October,Cattle,2,
15013,5,0,7,Current year,June,Sheep/Goat,3,
15013,5,0,3,Current year,March,Cattle,1,
15013,5,0,6,Current year,May,Sheep/Goat,6,
15013,5,0,2,Current year,January,Cattle,2,
15013,5,0,8,Current year,July,Sheep/Goat,3,
15013,5,0,9,Current year,September,Sheep/Goat,4,
15013,5,0,4,Previous year,December,Sheep/Goat,3,
15013,6,0,1,Previous year,December,Sheep/Goat,7,
15013,6,0,4,Current year,July,Sheep/Goat,5,
15013,6,0,2,Current year,February,Sheep/Goat,4,
15013,6,0,3,Current year,May,Sheep/Goat,9,
15013,6,0,5,Current year,August,Sheep/Goat,5,
15014,1,,3,Current year,April,Sheep/Goat,2,
15014,1,,4,Current year,August,Sheep/Goat,2,
15014,1,,1,Current year,February,Sheep/Goat,4,
15014,1,,2,Current year,March,Sheep/Goat,5,
15014,2,,2,Current year,August,Sheep/Goat,2,
15014,2,,1,Current year,September,Cattle,2,
15014,3,0,4,Current year,September,Sheep/Goat,2,
15014,3,0,3,Current year,May,Sheep/Goat,2,
15014,3,0,1,Current year,April,Camel,1,
15014,3,0,2,Current year,March,Cattle,1,
15014,4,0,4,Current year,August,Cattle,2,
15014,4,0,2,Current year,August,Sheep/Goat,6,
15014,4,0,3,Current year,March,Cattle,2,
15014,5,0,1,Current year,May,Cattle,6,
15014,5,0,3,Current year,August,Sheep/Goat,6,
15014,5,0,2,Current year,March,Sheep/Goat,9,
15014,6,0,4,Current year,September,Sheep/Goat,5,
15014,6,0,1,Current year,April,Camel,2,
15014,6,0,2,Current year,April,Cattle,6,
15014,6,0,3,Current year,July,Sheep/Goat,18,
15014,7,,3,2020,September,Goat,20,4
15014,7,,2,2020,May,Sheep,15,4
15014,7,,2,2020,May,Cattle,20,4
15014,7,,4,2020,December,Sheep,15,4
15014,7,,3,2020,September,Sheep,15,4
15014,7,,1,2019,March,Goat,20,4
15014,7,,1,2019,March,Sheep,15,4
15014,7,,2,2020,May,Goat,20,4
15014,7,,4,2020,December,Goat,20,4
15014,7,,4,2020,December,Cattle,20,4
15014,7,,1,2019,March,Cattle,20,4
15014,7,,3,2020,September,Cattle,20,4
15014,7,,1,2019,March,Camel,5,1
15016,1,,1,Current year,June,Sheep/Goat,14,
15016,2,,1,Current year,September,Sheep/Goat,1,
15016,2,,2,Current year,July,Cattle,3,
15016,3,0,3,Current year,June,Sheep/Goat,4,
15016,3,0,1,Previous year,November,Cattle,3,
15016,3,0,2,Current year,February,Sheep/Goat,3,
15016,4,0,3,Current year,August,Sheep/Goat,11,
15016,4,0,1,Current year,March,Cattle,1,
15016,4,0,2,Current year,August,Cattle,4,
15016,5,0,4,Previous year,November,Sheep/Goat,3,
15016,5,0,1,Current year,March,Camel,1,
15016,5,0,5,Current year,March,Sheep/Goat,2,
15016,5,0,6,Current year,July,Sheep/Goat,4,
15016,5,0,3,Current year,September,Cattle,1,
15016,5,0,2,Current year,February,Cattle,3,
15016,6,0,4,Previous year,December,Sheep/Goat,4,
15016,6,0,5,Current year,May,Sheep/Goat,3,
15016,6,0,1,Current year,May,Camel,1,
15016,6,0,3,Current year,May,Cattle,3,
15016,6,0,2,Previous year,December,Cattle,2,
15016,7,,3,2020,August,Sheep,20,3
15016,7,,1,2019,March,Goat,17,3
15016,7,,2,2020,December,Cattle,2,2
15016,7,,1,2020,August,Cattle,2,2
15016,7,,2,2020,May,Goat,17,3
15016,7,,1,2019,March,Sheep,20,3
15016,7,,3,2020,August,Goat,17,3
15016,7,,2,2020,May,Sheep,20,3
15018,1,,1,Current year,February,Sheep/Goat,8,
15018,2,,1,Current year,May,Camel,1,
15018,2,,3,Previous year,October,Cattle,1,
15018,2,,2,Current year,July,Cattle,4,
15018,3,0,1,Previous year,December,Camel,1,
15018,3,0,3,Current year,July,Sheep/Goat,4,
15018,3,0,2,Current year,June,Cattle,1,
15018,4,0,1,Previous year,October,Sheep/Goat,2,
15018,5,0,1,Current year,March,Sheep/Goat,1,
15018,5,0,2,Current year,August,Sheep/Goat,2,
15018,6,0,4,Current year,April,Sheep/Goat,7,
15018,6,0,1,Previous year,November,Camel,1,
15018,6,0,3,Previous year,December,Sheep/Goat,5,
15018,6,0,2,Current year,March,Cattle,1,
15018,7,,4,2020,December,Goat,27,4
15018,7,,1,2019,March,Goat,27,4
15018,7,,2,2020,May,Goat,27,4
15018,7,,3,2020,September,Goat,27,4
15018,7,,1,2020,August,Cattle,3,1
15019,1,,1,Current year,June,Sheep/Goat,18,
15019,1,,2,Current year,July,Cattle,6,
15019,2,,2,Current year,June,Cattle,3,
15019,2,,1,Current year,June,Sheep/Goat,5,
15019,3,0,5,Current year,August,Sheep/Goat,1,
15019,3,0,4,Previous year,December,Sheep/Goat,4,
15019,3,0,1,Previous year,December,Camel,2,
15019,3,0,2,Current year,January,Cattle,1,
15019,3,0,3,Current year,March,Sheep/Goat,3,
15019,4,0,3,Current year,July,Sheep/Goat,14,
15019,4,0,4,Current year,April,Cattle,4,
15019,4,0,5,Current year,August,Sheep/Goat,12,
15019,4,0,1,Previous year,December,Camel,1,
15019,4,0,2,Current year,June,Camel,1,
15019,5,0,2,Current year,March,Camel,2,
15019,5,0,8,Current year,September,Sheep/Goat,4,
15019,5,0,7,Current year,August,Sheep/Goat,4,
15019,5,0,1,Previous year,October,Camel,2,
15019,5,0,5,Previous year,December,Sheep/Goat,6,
15019,5,0,6,Current year,April,Sheep/Goat,7,
15019,5,0,3,Current year,March,Cattle,2,
15019,5,0,4,Current year,July,Cattle,1,
15019,6,0,1,Current year,March,Camel,1,
15019,6,0,4,Current year,June,Cattle,2,
15019,6,0,5,Previous year,December,Sheep/Goat,7,
15019,6,0,8,Current year,July,Sheep/Goat,4,
15019,6,0,7,Current year,May,Sheep/Goat,9,
15019,6,0,9,Current year,September,Sheep/Goat,4,
15019,6,0,6,Current year,February,Sheep/Goat,10,
15019,6,0,3,Current year,February,Cattle,1,
15019,6,0,2,Current year,September,Camel,1,
15019,7,,3,2020,December,Sheep,19,3
15019,7,,2,2020,December,Goat,30,2
15019,7,,2,2020,August,Sheep,19,3
15019,7,,1,2019,February,Cattle,8,2
15019,7,,1,2020,September,Goat,30,2
15019,7,,2,2020,December,Cattle,8,2
15019,7,,1,2019,February,Sheep,19,3
15020,1,,1,Current year,April,Sheep/Goat,10,
15020,2,,2,Current year,May,Cattle,2,
15020,2,,1,Current year,May,Sheep/Goat,10,
15020,3,0,,.b,.b,.b,.b,
15020,4,0,4,Current year,September,Sheep/Goat,10,
15020,4,0,1,Current year,September,Cattle,3,
15020,4,0,2,Previous year,October,Sheep/Goat,1,
15020,4,0,3,Previous year,November,Sheep/Goat,9,
15020,5,0,1,Current year,April,Sheep/Goat,2,
15020,5,0,2,Current year,August,Sheep/Goat,2,
15020,6,0,3,Current year,April,Sheep/Goat,9,
15020,6,0,1,Previous year,December,Cattle,3,
15020,6,0,2,Previous year,December,Sheep/Goat,13,
15020,7,,1,2020,September,Cattle,3,1
15020,7,,1,2020,May,Goat,14,3
15020,7,,2,2020,September,Goat,14,3
15020,7,,3,2020,November,Goat,14,3
15021,1,,2,Current year,April,Sheep/Goat,9,
15021,1,,1,Current year,June,Cattle,5,
15021,2,,1,.a,.a,Sheep/Goat,25,
15021,3,0,1,Current year,April,Sheep/Goat,4,
15021,4,0,3,Current year,August,Cattle,2,
15021,4,0,1,Current year,March,Camel,1,
15021,4,0,4,Current year,August,Sheep/Goat,13,
15021,4,0,2,Current year,September,Camel,1,
15021,5,0,3,Current year,September,Camel,1,
15021,5,0,5,Previous year,December,Cattle,3,
15021,5,0,10,Current year,July,Sheep/Goat,8,
15021,5,0,6,Current year,January,Cattle,1,
15021,5,0,2,Current year,June,Camel,1,
15021,5,0,9,Current year,May,Sheep/Goat,9,
15021,5,0,8,Current year,March,Sheep/Goat,7,
15021,5,0,7,Previous year,December,Sheep/Goat,8,
15021,5,0,1,Previous year,October,Camel,1,
15021,5,0,4,Previous year,November,Cattle,4,
15021,6,0,3,Current year,July,Sheep/Goat,3,
15021,6,0,4,Current year,September,Sheep/Goat,7,
15021,6,0,2,Current year,April,Cattle,2,
15021,6,0,1,Current year,April,Camel,3,
15021,7,,2,2020,October,Goat,4,2
15021,7,,1,2020,December,Cattle,2,1
15021,7,,1,2020,June,Goat,4,2
15022,2,,1,Current year,September,Sheep/Goat,9,
15022,4,0,1,Current year,May,Cattle,1,
15022,4,0,3,Current year,January,Sheep/Goat,1,
15022,4,0,4,Current year,September,Sheep/Goat,1,
15022,4,0,2,Current year,May,Sheep/Goat,2,
15022,5,0,3,Current year,January,Sheep/Goat,3,
15022,5,0,1,Previous year,October,Cattle,1,
15022,5,0,4,Current year,June,Sheep/Goat,4,
15022,5,0,2,Current year,May,Cattle,1,
15022,6,0,1,Current year,August,Sheep/Goat,2,
15022,7,,1,2020,July,Sheep,3,1
15022,7,,1,2020,August,Goat,3,1
15023,1,,1,Previous year,November,Sheep/Goat,12,
15023,1,,2,Current year,March,Sheep/Goat,2,
15023,2,,1,Current year,April,Sheep/Goat,8,
15023,3,0,1,Current year,January,Cattle,2,
15023,3,0,2,Previous year,December,Camel,1,
15023,4,0,2,Previous year,November,Sheep/Goat,4,
15023,4,0,1,Current year,September,Cattle,2,
15023,4,0,4,Current year,March,Sheep/Goat,2,
15023,4,0,3,Current year,September,Sheep/Goat,3,
15023,5,0,2,Current year,July,Cattle,1,
15023,5,0,1,Current year,September,Camel,1,
15023,5,0,5,Current year,July,Sheep/Goat,1,
15023,5,0,6,Current year,September,Sheep/Goat,2,
15023,5,0,3,Current year,August,Cattle,1,
15023,5,0,4,Current year,March,Sheep/Goat,2,
15023,6,0,1,Previous year,November,Camel,1,
15023,6,0,2,Current year,April,Sheep/Goat,2,
15023,7,,1,2020,August,Goat,2,2
15023,7,,2,2020,December,Goat,2,2
15024,1,,1,Current year,April,Sheep/Goat,16,
15024,2,,1,Current year,April,Sheep/Goat,4,
15024,3,0,1,Current year,February,Camel,1,
15024,3,0,3,Current year,January,Sheep/Goat,1,
15024,3,0,2,Previous year,November,Sheep/Goat,1,
15024,4,0,1,Previous year,December,Camel,2,
15024,4,0,2,Previous year,November,Sheep/Goat,2,
15024,5,0,2,Current year,July,Sheep/Goat,4,
15024,5,0,1,Current year,March,Sheep/Goat,2,
15024,6,0,2,Previous year,November,Sheep/Goat,3,
15024,6,0,3,Current year,August,Sheep/Goat,3,
15024,6,0,1,Current year,April,Camel,2,
15024,7,,2,2020,June,Goat,5,2
15024,7,,1,2020,June,Sheep,3,1
15024,7,,1,2019,March,Goat,5,2
15025,1,,4,Current year,August,Sheep/Goat,2,
15025,1,,3,Current year,June,Sheep/Goat,6,
15025,1,,1,Current year,February,Sheep/Goat,2,
15025,1,,2,Current year,April,Sheep/Goat,4,
15025,2,,1,Current year,June,Sheep/Goat,8,
15025,3,0,2,Current year,February,Sheep/Goat,4,
15025,3,0,3,Previous year,December,Sheep/Goat,9,
15025,3,0,1,Current year,April,Camel,1,
15025,4,0,1,Current year,September,Sheep/Goat,4,
15025,4,0,2,Previous year,October,Sheep/Goat,8,
15025,5,0,1,Previous year,December,Camel,1,
15025,5,0,4,Current year,July,Sheep/Goat,2,
15025,5,0,2,Current year,January,Sheep/Goat,3,
15025,5,0,3,Current year,June,Sheep/Goat,4,
15025,6,0,3,Current year,May,Sheep/Goat,3,
15025,6,0,1,Previous year,December,Sheep/Goat,8,
15025,6,0,4,Current year,September,Sheep/Goat,4,
15025,6,0,2,Current year,February,Sheep/Goat,5,
15025,7,,1,2020,November,Goat,5,1
15026,1,,2,Current year,May,Cattle,3,
15026,1,,1,Current year,March,Sheep/Goat,16,
15026,2,,1,Current year,August,Sheep/Goat,10,
15026,3,0,1,Current year,February,Sheep/Goat,2,
15026,4,0,2,Current year,September,Sheep/Goat,5,
15026,4,0,1,Current year,March,Sheep/Goat,5,
15026,5,0,2,Current year,January,Sheep/Goat,3,
15026,5,0,1,Previous year,November,Camel,1,
15026,5,0,3,Current year,June,Sheep/Goat,2,
15026,5,0,4,Current year,August,Sheep/Goat,5,
15026,6,0,1,Current year,May,Sheep/Goat,2,
15026,6,0,2,Current year,July,Sheep/Goat,8,
15026,6,0,3,Current year,September,Sheep/Goat,4,
15026,7,,1,2020,September,Camel,1,1
15026,7,,1,2020,August,Sheep,2,1
15026,7,,1,2020,August,Goat,3,1
15027,1,,2,Current year,January,Cattle,15,
15027,1,,1,Current year,September,Sheep/Goat,10,
15027,2,,1,Current year,April,Sheep/Goat,9,
15027,3,0,2,Previous year,November,Cattle,1,
15027,3,0,3,Current year,April,Sheep/Goat,1,
15027,3,0,1,Current year,February,Cattle,1,
15027,4,0,2,Current year,August,Cattle,1,
15027,4,0,3,Current year,September,Sheep/Goat,7,
15027,4,0,1,Current year,March,Camel,1,
15027,5,0,4,Current year,January,Sheep/Goat,2,
15027,5,0,2,Current year,January,Cattle,1,
15027,5,0,6,Current year,July,Sheep/Goat,2,
15027,5,0,1,Current year,February,Camel,1,
15027,5,0,7,Current year,September,Sheep/Goat,2,
15027,5,0,5,Current year,May,Sheep/Goat,3,
15027,5,0,3,Previous year,November,Sheep/Goat,3,
15027,6,0,1,Current year,May,Sheep/Goat,2,
15027,6,0,2,Current year,June,Sheep/Goat,4,
15027,7,,2,2020,October,Goat,10,2
15027,7,,2,2020,December,Cattle,40,2
15027,7,,1,2020,August,Goat,10,2
15027,7,,1,2019,March,Cattle,40,2
15027,7,,1,2020,June,Camel,1,1
15028,1,,1,Current year,June,Sheep/Goat,8,
15028,3,0,1,Current year,January,Sheep/Goat,10,
15028,3,0,2,Current year,April,Sheep/Goat,4,
15028,4,0,1,Current year,March,Sheep/Goat,18,
15028,4,0,2,Current year,September,Sheep/Goat,16,
15028,5,0,1,Previous year,December,Sheep/Goat,8,
15028,5,0,4,Current year,July,Sheep/Goat,10,
15028,5,0,2,Current year,April,Sheep/Goat,3,
15028,5,0,3,Current year,May,Sheep/Goat,6,
15028,6,0,1,Previous year,December,Sheep/Goat,3,
15028,6,0,3,Current year,March,Sheep/Goat,5,
15028,6,0,2,Current year,February,Sheep/Goat,4,
15028,6,0,5,Current year,August,Sheep/Goat,2,
15028,6,0,4,Current year,May,Sheep/Goat,3,
15028,7,,1,2020,December,Sheep,2,1
15028,7,,1,2020,December,Goat,5,1
15028,7,,1,2020,October,Cattle,2,1
15028,7,,1,2020,December,Camel,1,1
15029,1,,1,Current year,July,Sheep/Goat,15,
15029,2,,1,Current year,May,Sheep/Goat,10,
15029,2,,2,Current year,June,Cattle,5,
15029,3,0,1,Current year,February,Cattle,2,
15029,4,0,5,Current year,September,Sheep/Goat,8,
15029,4,0,1,Current year,March,Camel,1,
15029,4,0,3,Current year,August,Cattle,3,
15029,4,0,2,Current year,August,Camel,2,
15029,4,0,4,Current year,August,Sheep/Goat,9,
15029,5,0,2,Current year,February,Cattle,5,
15029,5,0,3,Current year,February,Sheep/Goat,4,
15029,5,0,1,Current year,January,Camel,1,
15029,5,0,4,Current year,July,Sheep/Goat,5,
15029,6,0,1,Current year,July,Cattle,1,
15029,6,0,3,Current year,June,Sheep/Goat,3,
15029,6,0,2,Current year,June,Camel,1,
15029,7,,1,2020,September,Cattle,2,1
15029,7,,1,2020,November,Goat,2,1
15030,1,,1,Current year,June,Cattle,1,
15030,1,,2,Current year,April,Sheep/Goat,7,
15030,2,,1,Current year,April,Cattle,3,
15030,3,0,3,Current year,August,Sheep/Goat,3,
15030,3,0,1,Previous year,October,Cattle,4,
15030,3,0,2,Current year,March,Cattle,3,
15030,3,0,4,Current year,September,Sheep/Goat,3,
15030,4,0,2,Current year,August,Cattle,2,
15030,4,0,3,Current year,February,Sheep/Goat,7,
15030,4,0,1,Previous year,November,Camel,2,
15030,4,0,5,Current year,August,Sheep/Goat,6,
15030,4,0,4,Current year,May,Sheep/Goat,6,
15030,5,0,5,Current year,September,Sheep/Goat,3,
15030,5,0,1,Current year,February,Camel,1,
15030,5,0,4,Current year,August,Sheep/Goat,4,
15030,5,0,2,Current year,April,Cattle,2,
15030,5,0,3,Current year,March,Sheep/Goat,5,
15030,6,0,1,Current year,March,Sheep/Goat,3,
15030,6,0,4,Current year,August,Camel,1,
15030,6,0,5,Current year,August,Sheep/Goat,1,
15030,6,0,2,Current year,May,Cattle,1,
15030,6,0,3,Current year,May,Sheep/Goat,2,
15030,7,,1,2020,December,Cattle,2,1
15030,7,,1,2020,December,Goat,2,1
15031,1,,2,Current year,July,Sheep/Goat,8,
15031,1,,1,Current year,May,Cattle,25,
15031,3,0,2,Current year,April,Sheep/Goat,1,
15031,3,0,1,Previous year,December,Cattle,2,
15031,4,0,3,Current year,September,Sheep/Goat,2,
15031,4,0,2,Previous year,October,Sheep/Goat,1,
15031,4,0,1,Current year,September,Cattle,2,
15031,5,0,1,Previous year,October,Camel,1,
15031,5,0,3,Current year,August,Sheep/Goat,1,
15031,5,0,2,Current year,January,Sheep/Goat,2,
15031,7,,1,2020,July,Goat,2,1
15031,7,,1,2020,August,Cattle,1,1
15033,1,,1,Current year,January,Sheep/Goat,1,
15033,1,,4,Current year,April,Cattle,1,
15033,1,,6,Current year,August,Sheep/Goat,4,
15033,1,,3,Current year,March,Sheep/Goat,2,
15033,1,,5,Current year,May,Camel,1,
15033,1,,2,Current year,February,Sheep/Goat,3,
15033,1,,7,Current year,September,Sheep/Goat,5,
15033,3,0,1,Current year,April,Camel,3,
15033,3,0,3,Current year,January,Sheep/Goat,10,
15033,3,0,2,Current year,May,Cattle,1,
15033,4,0,1,Previous year,November,Camel,2,
15033,4,0,4,Previous year,October,Sheep/Goat,6,
15033,4,0,2,Previous year,December,Camel,1,
15033,4,0,5,Previous year,December,Sheep/Goat,3,
15033,4,0,3,Previous year,November,Cattle,1,
15033,5,0,1,Current year,February,Camel,1,
15033,5,0,4,Previous year,December,Sheep/Goat,4,
15033,5,0,6,Current year,August,Sheep/Goat,2,
15033,5,0,2,Previous year,December,Cattle,1,
15033,5,0,3,Current year,April,Cattle,1,
15033,5,0,5,Current year,July,Sheep/Goat,5,
15033,6,0,5,Current year,June,Sheep/Goat,5,
15033,6,0,4,Current year,April,Sheep/Goat,9,
15033,6,0,3,Current year,January,Sheep/Goat,7,
15033,6,0,1,Current year,September,Camel,1,
15033,6,0,2,Current year,July,Cattle,2,
15033,6,0,6,Current year,September,Sheep/Goat,8,
15033,7,,1,2020,July,Goat,3,2
15033,7,,1,2020,April,Sheep,3,2
15033,7,,2,2020,November,Goat,3,2
15033,7,,2,2020,November,Sheep,3,2
15034,1,,1,Current year,July,Sheep/Goat,7,
15034,2,,1,Current year,May,Sheep/Goat,5,
15034,3,0,2,Current year,March,Sheep/Goat,12,
15034,3,0,1,Previous year,November,Sheep/Goat,23,
15034,4,0,2,Current year,March,Sheep/Goat,6,
15034,4,0,3,Current year,September,Sheep/Goat,14,
15034,4,0,1,Previous year,November,Sheep/Goat,12,
15034,5,0,5,Current year,July,Sheep/Goat,5,
15034,5,0,2,Previous year,December,Camel,1,
15034,5,0,3,Current year,March,Sheep/Goat,3,
15034,5,0,1,Current year,August,Cattle,1,
15034,5,0,4,Current year,June,Sheep/Goat,2,
15034,6,0,2,Current year,May,Sheep/Goat,11,
15034,6,0,4,Current year,July,Sheep/Goat,9,
15034,6,0,1,Current year,March,Camel,2,
15034,6,0,3,Current year,May,Camel,1,
15034,6,0,5,Current year,August,Sheep/Goat,7,
15034,7,,1,2020,December,Goat,4,1
15035,1,,1,Current year,June,Sheep/Goat,16,
15035,2,,1,Current year,June,Sheep/Goat,5,
15035,3,0,1,Current year,February,Sheep/Goat,1,
15035,3,0,2,Current year,April,Sheep/Goat,1,
15035,4,0,1,Current year,August,Cattle,1,
15035,4,0,4,Current year,August,Sheep/Goat,7,
15035,4,0,2,Previous year,December,Sheep/Goat,5,
15035,4,0,3,Current year,April,Sheep/Goat,5,
15035,5,0,1,Previous year,December,Camel,2,
15035,5,0,3,Current year,July,Sheep/Goat,10,
15035,5,0,2,Current year,April,Sheep/Goat,10,
15035,6,0,3,Current year,June,Sheep/Goat,5,
15035,6,0,2,Current year,July,Cattle,1,
15035,6,0,1,Previous year,November,Camel,1,
15035,7,,1,2020,November,Cattle,8,2
15035,7,,1,2020,November,Goat,16,1
15035,7,,2,2020,December,Cattle,8,2
15035,7,,1,2020,November,Sheep,5,1
15036,1,,3,Current year,August,Sheep/Goat,10,
15036,1,,2,Current year,April,Sheep/Goat,21,
15036,1,,1,Current year,January,Sheep/Goat,13,
15036,2,,2,Current year,September,Sheep/Goat,2,
15036,2,,1,Current year,August,Cattle,1,
15036,3,0,1,Current year,February,Cattle,1,
15036,4,0,1,Current year,April,Camel,1,
15036,4,0,2,Current year,August,Cattle,1,
15036,4,0,4,Current year,September,Sheep/Goat,4,
15036,4,0,3,Current year,April,Sheep/Goat,1,
15036,5,0,1,Current year,May,Cattle,1,
15036,5,0,4,Current year,February,Sheep/Goat,12,
15036,5,0,3,Previous year,December,Sheep/Goat,7,
15036,5,0,6,Current year,May,Sheep/Goat,3,
15036,5,0,8,Current year,September,Sheep/Goat,9,
15036,5,0,5,Current year,April,Sheep/Goat,5,
15036,5,0,7,Current year,July,Sheep/Goat,8,
15036,5,0,2,Current year,July,Cattle,1,
15036,6,0,1,Current year,May,Sheep/Goat,4,
15036,7,,2,2020,December,Goat,10,2
15036,7,,1,2020,July,Goat,10,2
15037,1,,1,Current year,June,Sheep/Goat,20,
15037,2,,2,Current year,June,Sheep/Goat,20,
15037,2,,1,Current year,June,Cattle,4,
15037,3,0,1,Current year,March,Sheep/Goat,12,
15037,3,0,2,Current year,April,Sheep/Goat,2,
15037,3,0,3,Current year,June,Cattle,7,
15037,4,0,2,Previous year,November,Sheep/Goat,2,
15037,4,0,3,Previous year,October,Sheep/Goat,2,
15037,4,0,1,Previous year,December,Cattle,5,
15037,5,0,1,Current year,February,Camel,1,
15037,5,0,5,Previous year,November,Sheep/Goat,5,
15037,5,0,6,Current year,April,Sheep/Goat,4,
15037,5,0,7,Current year,July,Sheep/Goat,3,
15037,5,0,4,Current year,August,Cattle,1,
15037,5,0,2,Previous year,December,Cattle,3,
15037,5,0,3,Current year,May,Cattle,2,
15037,6,0,2,Current year,April,Sheep/Goat,9,
15037,6,0,3,Current year,August,Sheep/Goat,8,
15037,6,0,1,Current year,March,Camel,2,
15037,7,,1,2020,May,Goat,32,2
15037,7,,2,2020,December,Goat,32,2
15037,7,,1,2020,April,Camel,1,1
15037,7,,1,2020,December,Cattle,2,1
15037,7,,1,2020,May,Sheep,12,2
15037,7,,2,2020,November,Sheep,12,2
15038,1,,2,Current year,March,Cattle,3,
15038,1,,1,Current year,June,Sheep/Goat,6,
15039,1,,1,Current year,October,Cattle,3,
15039,1,,2,Current year,October,Sheep/Goat,5,
15039,2,,1,Current year,April,Sheep/Goat,10,
15039,3,0,1,Current year,February,Camel,1,
15039,3,0,2,Current year,April,Cattle,1,
15039,4,0,1,Current year,August,Camel,1,
15039,4,0,2,Current year,September,Cattle,7,
15039,4,0,3,Current year,September,Sheep/Goat,8,
15039,5,0,5,Current year,September,Sheep/Goat,2,
15039,5,0,4,Current year,April,Sheep/Goat,4,
15039,5,0,3,Previous year,December,Sheep/Goat,5,
15039,5,0,2,Current year,July,Cattle,2,
15039,5,0,1,Current year,January,Cattle,2,
15039,7,,1,2020,July,Goat,10,1
15039,7,,1,2019,March,Camel,1,1
15040,1,,1,Current year,June,Sheep/Goat,40,
15040,1,,2,Current year,April,Cattle,16,
15040,2,,1,Current year,June,Sheep/Goat,6,
15040,4,0,6,Current year,July,Sheep/Goat,9,
15040,4,0,5,Current year,February,Sheep/Goat,12,
15040,4,0,1,Current year,August,Camel,2,
15040,4,0,3,Current year,September,Cattle,4,
15040,4,0,2,Current year,March,Cattle,1,
15040,4,0,4,Previous year,November,Sheep/Goat,8,
15040,5,0,3,Current year,February,Sheep/Goat,16,
15040,5,0,2,Current year,February,Cattle,3,
15040,5,0,1,Current year,January,Camel,1,
15040,5,0,4,Current year,July,Sheep/Goat,14,
15040,6,0,1,Current year,April,Camel,1,
15040,6,0,2,Current year,August,Cattle,3,
15040,6,0,3,Current year,July,Sheep/Goat,2,
15040,7,,1,2020,December,Cattle,2,1
15040,7,,2,2020,December,Goat,13,2
