hhid,round,s23q1,s23q1b,s23q1c,s23q2a,s23q2b,s23q2c,s23q2d,s23q2e1,s23q2e2,s23q2e3,s23q2e4,s23q2e5,s23q2e6,s23q2e7,s23q2e8,s23q2e9,s23q2e10,s23q2e11,s23q2e12,s23q2e13,s23q2e14,s23q2e15,s23q2e16,s23q2e17,s23q2e18,s23q2e97,s23q3a,s23q3b
9062,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9063,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9065,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9066,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9067,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9068,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9069,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9070,7,No,,,Yes,Good but irrelevant: It can be helpful to other people but not for pastoralists,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9071,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9072,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9074,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9075,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9076,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9077,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
9078,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9079,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9080,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9081,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9082,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9083,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9085,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9088,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9089,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9090,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9091,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9092,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9093,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9094,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9095,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9096,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9097,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9098,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9099,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9100,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9106,7,No,,,Yes,"Good and somewhat relevant: It can be helpful to other pastoralists, but not me","No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
9108,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,Yes,world vision
9111,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
9115,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10003,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10011,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10013,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10016,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10017,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10022,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Girls empowerment
10023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10027,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",No,,,,,,,,,,,,,,,,,,,,,,,No,
10029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10030,7,Yes,Good and relevant: It can be helpful to pastoralists like me,"Yes, someone I know has access",Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
10031,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
10033,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
10036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11005,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
11006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11008,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
11013,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
11014,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11020,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
11021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11024,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11028,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11030,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11032,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
11033,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11035,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
11036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11037,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11039,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11040,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11041,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11042,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11044,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11045,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11047,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11049,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11050,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11051,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11052,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11054,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
11055,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11056,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes and I am currently a participant of BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
11057,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11060,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11061,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11064,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
11067,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12002,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
12006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12008,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12016,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12017,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12018,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
12019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12020,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
12021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12023,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
12024,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12025,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12026,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12027,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12028,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12029,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12030,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
12031,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
12032,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12033,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12034,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12035,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12036,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
12040,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12043,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
12044,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13001,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13002,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
13003,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13004,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13005,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13006,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13007,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13008,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
13009,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,Yes,Group Savings and Credit ( GS&C)
13010,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13011,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13012,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13013,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,Yes but I have graduated from BOMA.,No,,,,,,,,,,,,,,,,,,,,No,
13014,7,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,
13015,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13016,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13017,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13018,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13019,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13020,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13021,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
13022,7,No,,,Yes,Good and relevant: It can be helpful to pastoralists like me,"No, I have not participated in BOMA.",,,,,,,,,,,,,,,,,,,,,No,
