hhid,round,comment,shock,s7q10,s7q10a,s7q12,s7q13,s7q14
15013,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15013,6,0,Flood,No,,,,
15013,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15013,6,0,Crop disease or pest,No,,,,
15013,6,0,Loss/sickness of a member of your household,Yes,,Long rainy season (Mar-May current year),Moderate effect,Within the same season (In a few months)
15013,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15013,6,0,Food price increase,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
15013,6,0,Other (specify),No,,,,
15014,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15014,6,0,Flood,No,,,,
15014,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
15014,6,0,Crop disease or pest,No,,,,
15014,6,0,Loss/sickness of a member of your household,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within the same season (In a few months)
15014,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15014,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15014,6,0,Other (specify),No,,,,
15016,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15016,6,0,Flood,No,,,,
15016,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
15016,6,0,Crop disease or pest,No,,,,
15016,6,0,Loss/sickness of a member of your household,No,,,,
15016,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15016,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15016,6,0,Other (specify),No,,,,
15018,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15018,6,0,Flood,No,,,,
15018,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
15018,6,0,Crop disease or pest,No,,,,
15018,6,0,Loss/sickness of a member of your household,No,,,,
15018,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15018,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
15018,6,0,Other (specify),No,,,,
15019,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15019,6,0,Flood,No,,,,
15019,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15019,6,0,Crop disease or pest,No,,,,
15019,6,0,Loss/sickness of a member of your household,No,,,,
15019,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15019,6,0,Food price increase,No,,,,
15019,6,0,Other (specify),No,,,,
15020,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
15020,6,0,Flood,No,,,,
15020,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15020,6,0,Crop disease or pest,No,,,,
15020,6,0,Loss/sickness of a member of your household,No,,,,
15020,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15020,6,0,Food price increase,No,,,,
15020,6,0,Other (specify),No,,,,
15021,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15021,6,0,Flood,No,,,,
15021,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),Moderate effect,Within the same season (In a few months)
15021,6,0,Crop disease or pest,No,,,,
15021,6,0,Loss/sickness of a member of your household,No,,,,
15021,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15021,6,0,Food price increase,No,,,,
15021,6,0,Other (specify),No,,,,
15022,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15022,6,0,Flood,No,,,,
15022,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15022,6,0,Crop disease or pest,No,,,,
15022,6,0,Loss/sickness of a member of your household,No,,,,
15022,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15022,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,More than a year (not fully recovered)
15022,6,0,Other (specify),No,,,,
15023,6,0,Drought,No,,,,
15023,6,0,Flood,No,,,,
15023,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
15023,6,0,Crop disease or pest,No,,,,
15023,6,0,Loss/sickness of a member of your household,No,,,,
15023,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15023,6,0,Food price increase,No,,,,
15023,6,0,Other (specify),No,,,,
15024,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
15024,6,0,Flood,No,,,,
15024,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Moderate effect,Within the same season (In a few months)
15024,6,0,Crop disease or pest,No,,,,
15024,6,0,Loss/sickness of a member of your household,No,,,,
15024,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15024,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15024,6,0,Other (specify),No,,,,
15025,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15025,6,0,Flood,No,,,,
15025,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15025,6,0,Crop disease or pest,No,,,,
15025,6,0,Loss/sickness of a member of your household,No,,,,
15025,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15025,6,0,Food price increase,No,,,,
15025,6,0,Other (specify),No,,,,
15026,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15026,6,0,Flood,No,,,,
15026,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
15026,6,0,Crop disease or pest,No,,,,
15026,6,0,Loss/sickness of a member of your household,No,,,,
15026,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15026,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15026,6,0,Other (specify),No,,,,
15027,6,0,Drought,No,,,,
15027,6,0,Flood,No,,,,
15027,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15027,6,0,Crop disease or pest,No,,,,
15027,6,0,Loss/sickness of a member of your household,No,,,,
15027,6,0,Loss/sickness of someone who is not a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15027,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15027,6,0,Other (specify),No,,,,
15028,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15028,6,0,Flood,No,,,,
15028,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15028,6,0,Crop disease or pest,No,,,,
15028,6,0,Loss/sickness of a member of your household,No,,,,
15028,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15028,6,0,Food price increase,Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
15028,6,0,Other (specify),No,,,,
15029,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,More than a year (not fully recovered)
15029,6,0,Flood,No,,,,
15029,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15029,6,0,Crop disease or pest,No,,,,
15029,6,0,Loss/sickness of a member of your household,No,,,,
15029,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15029,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15029,6,0,Other (specify),No,,,,
15030,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15030,6,0,Flood,No,,,,
15030,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Large effect,Within two seasons (about half a year)
15030,6,0,Crop disease or pest,No,,,,
15030,6,0,Loss/sickness of a member of your household,No,,,,
15030,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15030,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15030,6,0,Other (specify),No,,,,
15031,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,About one year
15031,6,0,Flood,No,,,,
15031,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,More than a year (not fully recovered)
15031,6,0,Crop disease or pest,No,,,,
15031,6,0,Loss/sickness of a member of your household,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
15031,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15031,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15031,6,0,Other (specify),No,,,,
15033,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15033,6,0,Flood,No,,,,
15033,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15033,6,0,Crop disease or pest,No,,,,
15033,6,0,Loss/sickness of a member of your household,No,,,,
15033,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15033,6,0,Food price increase,No,,,,
15033,6,0,Other (specify),No,,,,
15034,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15034,6,0,Flood,No,,,,
15034,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Moderate effect,Within the same season (In a few months)
15034,6,0,Crop disease or pest,No,,,,
15034,6,0,Loss/sickness of a member of your household,No,,,,
15034,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15034,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15034,6,0,Other (specify),No,,,,
15035,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,More than a year (not fully recovered)
15035,6,0,Flood,No,,,,
15035,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15035,6,0,Crop disease or pest,No,,,,
15035,6,0,Loss/sickness of a member of your household,No,,,,
15035,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15035,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,More than a year (not fully recovered)
15035,6,0,Other (specify),No,,,,
15036,6,0,Drought,No,,,,
15036,6,0,Flood,No,,,,
15036,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15036,6,0,Crop disease or pest,No,,,,
15036,6,0,Loss/sickness of a member of your household,No,,,,
15036,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15036,6,0,Food price increase,No,,,,
15036,6,0,Other (specify),No,,,,
15037,6,0,Drought,No,,,,
15037,6,0,Flood,No,,,,
15037,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15037,6,0,Crop disease or pest,No,,,,
15037,6,0,Loss/sickness of a member of your household,No,,,,
15037,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15037,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15037,6,0,Other (specify),No,,,,
15040,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15040,6,0,Flood,No,,,,
15040,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15040,6,0,Crop disease or pest,No,,,,
15040,6,0,Loss/sickness of a member of your household,No,,,,
15040,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15040,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15040,6,0,Other (specify),No,,,,
15041,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,More than a year (not fully recovered)
15041,6,0,Flood,No,,,,
15041,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
15041,6,0,Crop disease or pest,No,,,,
15041,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15041,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15041,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15041,6,0,Other (specify),No,,,,
15042,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15042,6,0,Flood,No,,,,
15042,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15042,6,0,Crop disease or pest,No,,,,
15042,6,0,Loss/sickness of a member of your household,No,,,,
15042,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15042,6,0,Food price increase,Yes,,Long rainy season (Mar-May current year),Moderate effect,Within the same season (In a few months)
15042,6,0,Other (specify),No,,,,
15044,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,About one year
15044,6,0,Flood,No,,,,
15044,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
15044,6,0,Crop disease or pest,No,,,,
15044,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
15044,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15044,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15044,6,0,Other (specify),No,,,,
15046,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15046,6,0,Flood,No,,,,
15046,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
15046,6,0,Crop disease or pest,No,,,,
15046,6,0,Loss/sickness of a member of your household,No,,,,
15046,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15046,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15046,6,0,Other (specify),No,,,,
15047,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15047,6,0,Flood,No,,,,
15047,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Mild effect,Within a month
15047,6,0,Crop disease or pest,No,,,,
15047,6,0,Loss/sickness of a member of your household,No,,,,
15047,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15047,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15047,6,0,Other (specify),No,,,,
15049,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15049,6,0,Flood,No,,,,
15049,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15049,6,0,Crop disease or pest,No,,,,
15049,6,0,Loss/sickness of a member of your household,No,,,,
15049,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15049,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15049,6,0,Other (specify),No,,,,
15050,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
15050,6,0,Flood,No,,,,
15050,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15050,6,0,Crop disease or pest,No,,,,
15050,6,0,Loss/sickness of a member of your household,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
15050,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15050,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
15050,6,0,Other (specify),No,,,,
15052,6,0,Drought,No,,,,
15052,6,0,Flood,No,,,,
15052,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15052,6,0,Crop disease or pest,No,,,,
15052,6,0,Loss/sickness of a member of your household,No,,,,
15052,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15052,6,0,Food price increase,No,,,,
15052,6,0,Other (specify),No,,,,
15058,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
15058,6,0,Flood,No,,,,
15058,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
15058,6,0,Crop disease or pest,No,,,,
15058,6,0,Loss/sickness of a member of your household,No,,,,
15058,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
15058,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
15058,6,0,Other (specify),No,,,,
16001,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
16001,6,0,Flood,No,,,,
16001,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),Large effect,Within two seasons (about half a year)
16001,6,0,Crop disease or pest,No,,,,
16001,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16001,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16001,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16001,6,0,Other (specify),No,,,,
16003,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16003,6,0,Flood,No,,,,
16003,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within the same season (In a few months)
16003,6,0,Crop disease or pest,No,,,,
16003,6,0,Loss/sickness of a member of your household,No,,,,
16003,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16003,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16003,6,0,Other (specify),No,,,,
16004,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16004,6,0,Flood,No,,,,
16004,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Moderate effect,Within two seasons (about half a year)
16004,6,0,Crop disease or pest,No,,,,
16004,6,0,Loss/sickness of a member of your household,No,,,,
16004,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16004,6,0,Food price increase,Yes,,Long rainy season (Mar-May current year),Mild effect,Within the same season (In a few months)
16004,6,0,Other (specify),No,,,,
16006,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16006,6,0,Flood,No,,,,
16006,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Mild effect,Within the same season (In a few months)
16006,6,0,Crop disease or pest,No,,,,
16006,6,0,Loss/sickness of a member of your household,No,,,,
16006,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16006,6,0,Food price increase,Yes,,Short dry season (Jan-Feb current year),Moderate effect,Within a month
16006,6,0,Other (specify),No,,,,
16007,6,0,Drought,Yes,,Short dry season (Jan-Feb current year),Moderate effect,About one year
16007,6,0,Flood,No,,,,
16007,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
16007,6,0,Crop disease or pest,No,,,,
16007,6,0,Loss/sickness of a member of your household,Yes,,Long rainy season (Mar-May current year),Mild effect,Within a month
16007,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16007,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
16007,6,0,Other (specify),No,,,,
16008,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
16008,6,0,Flood,No,,,,
16008,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,About one year
16008,6,0,Crop disease or pest,No,,,,
16008,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16008,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16008,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16008,6,0,Other (specify),No,,,,
16009,6,0,Drought,No,,,,
16009,6,0,Flood,No,,,,
16009,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Moderate effect,Within the same season (In a few months)
16009,6,0,Crop disease or pest,No,,,,
16009,6,0,Loss/sickness of a member of your household,No,,,,
16009,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16009,6,0,Food price increase,No,,,,
16009,6,0,Other (specify),No,,,,
16010,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16010,6,0,Flood,No,,,,
16010,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16010,6,0,Crop disease or pest,No,,,,
16010,6,0,Loss/sickness of a member of your household,No,,,,
16010,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16010,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16010,6,0,Other (specify),No,,,,
16011,6,0,Drought,No,,,,
16011,6,0,Flood,No,,,,
16011,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Moderate effect,Within a month
16011,6,0,Crop disease or pest,No,,,,
16011,6,0,Loss/sickness of a member of your household,No,,,,
16011,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16011,6,0,Food price increase,Yes,,Long dry season (Jun-Sep current year),Large effect,More than a year (not fully recovered)
16011,6,0,Other (specify),No,,,,
16012,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16012,6,0,Flood,No,,,,
16012,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16012,6,0,Crop disease or pest,No,,,,
16012,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
16012,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16012,6,0,Food price increase,No,,,,
16012,6,0,Other (specify),No,,,,
16014,6,0,Drought,No,,,,
16014,6,0,Flood,No,,,,
16014,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
16014,6,0,Crop disease or pest,No,,,,
16014,6,0,Loss/sickness of a member of your household,No,,,,
16014,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16014,6,0,Food price increase,No,,,,
16014,6,0,Other (specify),No,,,,
16015,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16015,6,0,Flood,No,,,,
16015,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16015,6,0,Crop disease or pest,No,,,,
16015,6,0,Loss/sickness of a member of your household,No,,,,
16015,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16015,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within two seasons (about half a year)
16015,6,0,Other (specify),No,,,,
16016,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16016,6,0,Flood,No,,,,
16016,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16016,6,0,Crop disease or pest,No,,,,
16016,6,0,Loss/sickness of a member of your household,No,,,,
16016,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16016,6,0,Food price increase,No,,,,
16016,6,0,Other (specify),No,,,,
16017,6,0,Drought,No,,,,
16017,6,0,Flood,No,,,,
16017,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16017,6,0,Crop disease or pest,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16017,6,0,Loss/sickness of a member of your household,No,,,,
16017,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16017,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16017,6,0,Other (specify),No,,,,
16019,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16019,6,0,Flood,No,,,,
16019,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long dry season (Jun-Sep current year),Large effect,Within the same season (In a few months)
16019,6,0,Crop disease or pest,No,,,,
16019,6,0,Loss/sickness of a member of your household,No,,,,
16019,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16019,6,0,Food price increase,No,,,,
16019,6,0,Other (specify),No,,,,
16020,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16020,6,0,Flood,No,,,,
16020,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
16020,6,0,Crop disease or pest,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within two seasons (about half a year)
16020,6,0,Loss/sickness of a member of your household,No,,,,
16020,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16020,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16020,6,0,Other (specify),No,,,,
16022,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
16022,6,0,Flood,No,,,,
16022,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16022,6,0,Crop disease or pest,No,,,,
16022,6,0,Loss/sickness of a member of your household,No,,,,
16022,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16022,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within two seasons (about half a year)
16022,6,0,Other (specify),No,,,,
16023,6,0,Drought,No,,,,
16023,6,0,Flood,No,,,,
16023,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
16023,6,0,Crop disease or pest,No,,,,
16023,6,0,Loss/sickness of a member of your household,No,,,,
16023,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
16023,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
16023,6,0,Other (specify),No,,,,
16025,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,About one year
16025,6,0,Flood,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
16025,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
