hhid,round,comment,shock,s7q10,s7q10a,s7q12,s7q13,s7q14
5086,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
5086,6,0,Other (specify),No,,,,
5088,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
5088,6,0,Flood,No,,,,
5088,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
5088,6,0,Crop disease or pest,No,,,,
5088,6,0,Loss/sickness of a member of your household,No,,,,
5088,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5088,6,0,Food price increase,No,,,,
5088,6,0,Other (specify),No,,,,
5092,6,0,Drought,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
5092,6,0,Flood,No,,,,
5092,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
5092,6,0,Crop disease or pest,No,,,,
5092,6,0,Loss/sickness of a member of your household,No,,,,
5092,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5092,6,0,Food price increase,No,,,,
5092,6,0,Other (specify),No,,,,
5093,6,0,Drought,No,,,,
5093,6,0,Flood,No,,,,
5093,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
5093,6,0,Crop disease or pest,No,,,,
5093,6,0,Loss/sickness of a member of your household,No,,,,
5093,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5093,6,0,Food price increase,No,,,,
5093,6,0,Other (specify),No,,,,
5094,6,0,Drought,Yes,,Long rainy season (Mar-May current year),Large effect,Within two seasons (about half a year)
5094,6,0,Flood,No,,,,
5094,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
5094,6,0,Crop disease or pest,No,,,,
5094,6,0,Loss/sickness of a member of your household,No,,,,
5094,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5094,6,0,Food price increase,No,,,,
5094,6,0,Other (specify),No,,,,
5095,6,0,Drought,Yes,,Long rainy season (Mar-May current year),Large effect,Within the same season (In a few months)
5095,6,0,Flood,No,,,,
5095,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
5095,6,0,Crop disease or pest,No,,,,
5095,6,0,Loss/sickness of a member of your household,No,,,,
5095,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5095,6,0,Food price increase,No,,,,
5095,6,0,Other (specify),No,,,,
5096,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
5096,6,0,Flood,No,,,,
5096,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
5096,6,0,Crop disease or pest,No,,,,
5096,6,0,Loss/sickness of a member of your household,No,,,,
5096,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5096,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
5096,6,0,Other (specify),No,,,,
5103,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
5103,6,0,Flood,No,,,,
5103,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
5103,6,0,Crop disease or pest,No,,,,
5103,6,0,Loss/sickness of a member of your household,No,,,,
5103,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5103,6,0,Food price increase,No,,,,
5103,6,0,Other (specify),No,,,,
5104,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,More than a year (not fully recovered)
5104,6,0,Flood,No,,,,
5104,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
5104,6,0,Crop disease or pest,No,,,,
5104,6,0,Loss/sickness of a member of your household,No,,,,
5104,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
5104,6,0,Food price increase,No,,,,
5104,6,0,Other (specify),No,,,,
6001,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
6001,6,0,Flood,No,,,,
6001,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Long rainy season (Mar-May current year),Mild effect,Within a month
6001,6,0,Crop disease or pest,No,,,,
6001,6,0,Loss/sickness of a member of your household,No,,,,
6001,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6001,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6001,6,0,Other (specify),No,,,,
6002,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6002,6,0,Flood,No,,,,
6002,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6002,6,0,Crop disease or pest,No,,,,
6002,6,0,Loss/sickness of a member of your household,No,,,,
6002,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6002,6,0,Food price increase,No,,,,
6002,6,0,Other (specify),No,,,,
6004,6,0,Drought,No,,,,
6004,6,0,Flood,No,,,,
6004,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6004,6,0,Crop disease or pest,No,,,,
6004,6,0,Loss/sickness of a member of your household,No,,,,
6004,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6004,6,0,Food price increase,No,,,,
6004,6,0,Other (specify),No,,,,
6005,6,0,Drought,No,,,,
6005,6,0,Flood,No,,,,
6005,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6005,6,0,Crop disease or pest,No,,,,
6005,6,0,Loss/sickness of a member of your household,No,,,,
6005,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6005,6,0,Food price increase,No,,,,
6005,6,0,Other (specify),No,,,,
6006,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,About one year
6006,6,0,Flood,No,,,,
6006,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6006,6,0,Crop disease or pest,No,,,,
6006,6,0,Loss/sickness of a member of your household,No,,,,
6006,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6006,6,0,Food price increase,No,,,,
6006,6,0,Other (specify),No,,,,
6007,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6007,6,0,Flood,No,,,,
6007,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6007,6,0,Crop disease or pest,No,,,,
6007,6,0,Loss/sickness of a member of your household,No,,,,
6007,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6007,6,0,Food price increase,No,,,,
6007,6,0,Other (specify),No,,,,
6008,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
6008,6,0,Flood,No,,,,
6008,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6008,6,0,Crop disease or pest,No,,,,
6008,6,0,Loss/sickness of a member of your household,No,,,,
6008,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6008,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within the same season (In a few months)
6008,6,0,Other (specify),No,,,,
6009,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6009,6,0,Flood,No,,,,
6009,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6009,6,0,Crop disease or pest,No,,,,
6009,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6009,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6009,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6009,6,0,Other (specify),No,,,,
6010,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,Within two seasons (about half a year)
6010,6,0,Flood,No,,,,
6010,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6010,6,0,Crop disease or pest,No,,,,
6010,6,0,Loss/sickness of a member of your household,No,,,,
6010,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6010,6,0,Food price increase,No,,,,
6010,6,0,Other (specify),No,,,,
6011,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6011,6,0,Flood,No,,,,
6011,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6011,6,0,Crop disease or pest,No,,,,
6011,6,0,Loss/sickness of a member of your household,No,,,,
6011,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6011,6,0,Food price increase,No,,,,
6011,6,0,Other (specify),No,,,,
6013,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6013,6,0,Flood,No,,,,
6013,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6013,6,0,Crop disease or pest,No,,,,
6013,6,0,Loss/sickness of a member of your household,No,,,,
6013,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6013,6,0,Food price increase,No,,,,
6013,6,0,Other (specify),No,,,,
6014,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6014,6,0,Flood,No,,,,
6014,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6014,6,0,Crop disease or pest,No,,,,
6014,6,0,Loss/sickness of a member of your household,No,,,,
6014,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6014,6,0,Food price increase,No,,,,
6014,6,0,Other (specify),No,,,,
6015,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6015,6,0,Flood,No,,,,
6015,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6015,6,0,Crop disease or pest,No,,,,
6015,6,0,Loss/sickness of a member of your household,No,,,,
6015,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6015,6,0,Food price increase,No,,,,
6015,6,0,Other (specify),No,,,,
6016,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6016,6,0,Flood,No,,,,
6016,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6016,6,0,Crop disease or pest,No,,,,
6016,6,0,Loss/sickness of a member of your household,No,,,,
6016,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6016,6,0,Food price increase,No,,,,
6016,6,0,Other (specify),No,,,,
6018,6,0,Drought,No,,,,
6018,6,0,Flood,No,,,,
6018,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6018,6,0,Crop disease or pest,No,,,,
6018,6,0,Loss/sickness of a member of your household,No,,,,
6018,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6018,6,0,Food price increase,No,,,,
6018,6,0,Other (specify),No,,,,
6019,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6019,6,0,Flood,No,,,,
6019,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short dry season (Jan-Feb current year),Moderate effect,Within a month
6019,6,0,Crop disease or pest,No,,,,
6019,6,0,Loss/sickness of a member of your household,No,,,,
6019,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6019,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
6019,6,0,Other (specify),No,,,,
6020,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6020,6,0,Flood,No,,,,
6020,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6020,6,0,Crop disease or pest,No,,,,
6020,6,0,Loss/sickness of a member of your household,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6020,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6020,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within the same season (In a few months)
6020,6,0,Other (specify),No,,,,
6021,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6021,6,0,Flood,No,,,,
6021,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6021,6,0,Crop disease or pest,No,,,,
6021,6,0,Loss/sickness of a member of your household,No,,,,
6021,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6021,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6021,6,0,Other (specify),No,,,,
6022,6,0,Drought,Yes,,Long rainy season (Mar-May current year),Large effect,More than a year (not fully recovered)
6022,6,0,Flood,No,,,,
6022,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Mild effect,Within a month
6022,6,0,Crop disease or pest,No,,,,
6022,6,0,Loss/sickness of a member of your household,No,,,,
6022,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6022,6,0,Food price increase,Yes,,Short dry season (Jan-Feb current year),Mild effect,Within a month
6022,6,0,Other (specify),No,,,,
6023,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6023,6,0,Flood,No,,,,
6023,6,0,"Livestock disease, pest or loss due to raid or predator",Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within a month
6023,6,0,Crop disease or pest,No,,,,
6023,6,0,Loss/sickness of a member of your household,No,,,,
6023,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6023,6,0,Food price increase,Yes,,Short rainy season (Oct-Dec previous year),Moderate effect,Within the same season (In a few months)
6023,6,0,Other (specify),No,,,,
6024,6,0,Drought,No,,,,
6024,6,0,Flood,No,,,,
6024,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6024,6,0,Crop disease or pest,No,,,,
6024,6,0,Loss/sickness of a member of your household,No,,,,
6024,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6024,6,0,Food price increase,No,,,,
6024,6,0,Other (specify),No,,,,
6026,6,0,Drought,Yes,,Short rainy season (Oct-Dec previous year),Large effect,More than a year (not fully recovered)
6026,6,0,Flood,No,,,,
6026,6,0,"Livestock disease, pest or loss due to raid or predator",No,,,,
6026,6,0,Crop disease or pest,No,,,,
6026,6,0,Loss/sickness of a member of your household,No,,,,
6026,6,0,Loss/sickness of someone who is not a member of your household,No,,,,
6026,6,0,Food price increase,No,,,,
6026,6,0,Other (specify),No,,,,
6027,6,0,Drought,Yes,,Long rainy season (Mar-May current year),Large effect,Within two seasons (about half a year)
