hhid,round,comment,LSID,LSID_other,s14q74,s14q70_r6,s14q70b_r6,s14q74a,s14q66_r6,s14q66a_r6,s14q66b_r6,s14q75,s14q76,s14q77,s14q78,s14q78b
1032,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1032,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1033,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1033,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1033,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1033,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1033,3,0,Family/friends,,No,,,,,,,,,,Other (specify),Prefers not to owe money
1033,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),Not in any group
1033,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1034,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1034,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1034,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1034,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1034,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1034,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1034,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1035,3,0,Bank,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
1035,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
1035,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
1035,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1035,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1035,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1035,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1036,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
1036,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1036,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1036,3,0,Money lenders,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
1036,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1036,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
1036,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Interest rate and fee are too high,
1037,3,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
1037,3,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
1037,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
1037,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1037,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1037,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1037,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1038,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
1038,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
1038,3,0,SACCO/Cooperatives,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
1038,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1038,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1038,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1038,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1038,4,0,Bank,,No,,,,,,,,,,Interest rate and fee are too high,
1038,4,0,MFI/FSA,,No,,,,,,,,,,Interest rate and fee are too high,
1038,4,0,SACCO/Cooperatives,,Yes,,,,,,,1,1,"Yes,BUT this source will not give more loan",,
1038,4,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1038,4,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1038,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1038,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1038,5,0,Bank,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
1038,5,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1038,5,0,SACCO/Cooperatives,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
1038,5,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1038,5,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1038,5,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1038,5,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1038,6,0,Bank,,No,,,,,,,,,,,
1038,6,0,MFI/FSA,,No,,,,,,,,,,,
1038,6,0,SACCO/Cooperatives,,Yes,Education costs,,Yes,100000,Yes,124000,,,,,
1038,6,0,Money lenders,,No,,,,,,,,,,,
1038,6,0,Family/friends,,No,,,,,,,,,,,
1038,6,0,CARE group saving<br> and lending (GSL),,Yes,Education costs,,Yes,10000,Yes,15000,,,,,
1038,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
1038,6,0,Other (specify),,No,,,,,,,,,,,
1039,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
1039,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1039,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1039,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1039,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1039,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Interest rate and fee are too high,
1039,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1043,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
1043,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1043,6,0,Bank,,No,,,,,,,,,,,
1043,6,0,MFI/FSA,,No,,,,,,,,,,,
1043,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
1043,6,0,Money lenders,,No,,,,,,,,,,,
1043,6,0,Family/friends,,Yes,Education costs,,Yes,3000,Yes,3000,,,,,
1043,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
1043,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
1043,6,0,Other (specify),,No,,,,,,,,,,,
1045,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
1045,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
1045,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
1045,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
1045,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
1045,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
1045,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
1047,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1047,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1047,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1047,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1047,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
1047,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Other (specify),RELIGIOUSLCCEPTEDY NOT A
1047,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Other (specify),RELIGIOUSLY NOT ACCEPTED
1047,6,0,Bank,,No,,,,,,,,,,,
1047,6,0,MFI/FSA,,No,,,,,,,,,,,
1047,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
1047,6,0,Money lenders,,No,,,,,,,,,,,
1047,6,0,Family/friends,,No,,,,,,,,,,,
1047,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
1047,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,Education costs,,Yes,20000,Yes,2200,,,,,
1047,6,0,Other (specify),,No,,,,,,,,,,,
2001,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2001,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,3,0,MFI/FSA,,Yes,,,,,,,3,3,No. We don't need any (more) loan,,
2002,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,4,0,Bank,,Yes,,,,,,,1,1,"Yes,BUT interest rate and fee are too high",,
2002,4,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,4,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,4,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,4,0,Family/friends,,No,,,,,,,,,,Interest rate and fee are too high,
2002,4,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,4,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2002,5,0,Bank,,No,,,,,,,,,,"Transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",
2002,5,0,MFI/FSA,,Yes,,,,,,,1,1,No. We don't need any (more) loan,,
2002,5,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2002,5,0,Money lenders,,No,,,,,,,,,,Interest rate and fee are too high,
2002,5,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,5,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,5,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2002,6,0,Bank,,No,,,,,,,,,,,
2002,6,0,MFI/FSA,,Yes,To buy livestock,,Yes,60000,No,64200,,,,,
2002,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2002,6,0,Money lenders,,No,,,,,,,,,,,
2002,6,0,Family/friends,,No,,,,,,,,,,,
2002,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2002,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2002,6,0,Other (specify),,No,,,,,,,,,,,
2004,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
2004,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2004,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2004,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2004,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2004,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
2004,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2004,6,0,Bank,,No,,,,,,,,,,,
2004,6,0,MFI/FSA,,No,,,,,,,,,,,
2004,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2004,6,0,Money lenders,,No,,,,,,,,,,,
2004,6,0,Family/friends,,No,,,,,,,,,,,
2004,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2004,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2004,6,0,Other (specify),Name removed,Yes,Production/ investment/ operating costs,,Yes,30000,Yes,33150,,,,,
2005,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
2005,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
2005,3,0,SACCO/Cooperatives,,No,,,,,,,,,,We don't need any loan,
2005,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
2005,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
2005,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
2005,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2007,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2007,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2008,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2009,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2009,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
2009,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2009,3,0,Money lenders,,No,,,,,,,,,,We don't need any loan,
2009,3,0,Family/friends,,No,,,,,,,,,,We don't need any loan,
2009,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,We don't need any loan,
2009,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2010,3,0,Bank,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2010,3,0,MFI/FSA,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2010,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2010,3,0,Money lenders,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2010,3,0,Family/friends,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2010,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2010,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,Yes,,,,,,,12,12,No. We don't need any (more) loan,,
2010,6,0,Bank,,No,,,,,,,,,,,
2010,6,0,MFI/FSA,,No,,,,,,,,,,,
2010,6,0,SACCO/Cooperatives,,No,,,,,,,,,,,
2010,6,0,Money lenders,,Yes,Production/ investment/ operating costs,,Yes,30000,No,31500,,,,,
2010,6,0,Family/friends,,No,,,,,,,,,,,
2010,6,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,,
2010,6,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,,
2010,6,0,Other (specify),,No,,,,,,,,,,,
2011,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2011,3,0,MFI/FSA,,Yes,,,,,,,2,2,No. We don't need any (more) loan,,
2011,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2011,3,0,Money lenders,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2011,3,0,Family/friends,,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2011,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2011,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,Fear of not being able to repay especially if unexpected shocks occur,
2012,3,0,Bank,,No,,,,,,,,,,We don't need any loan,
2012,3,0,MFI/FSA,,No,,,,,,,,,,We don't need any loan,
2012,3,0,SACCO/Cooperatives,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2012,3,0,Money lenders,,Yes,,,,,,,5,4,"Yes,BUT transaction costs are too high (e.g., credit institutions are too far, too much paperwork, etc.)",,
2012,3,0,Family/friends,,No,,,,,,,,,,Interest rate and fee are too high,
2012,3,0,CARE group saving<br> and lending (GSL),,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2012,3,0,"Other Informal saving <br>schemes (e.g., merry <br>go rounds)",,No,,,,,,,,,,We don't need any loan,
2013,3,0,Bank,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
2013,3,0,MFI/FSA,,No,,,,,,,,,,Not qualified to apply from this source/no collateral,
